date	prec	tmin	tmax	srad
1993281	0	20.9	32	17
1993282	0	20.1	28.8	12.8
1993283	0	19.4	29.5	12.8
1993284	0	22	32.1	20.2
1993285	0	21	32.2	18.7
1993286	2.6	20.6	33.6	23.8
1993287	0	20.4	33	22.1
1993288	0	20.4	33.1	20.4
1993289	0	19.6	33.5	21.9
1993290	0	20.4	33.8	22.2
1993291	0	21	33	22.4
1993292	4.4	20.6	33	21
1993293	2	20.8	33	19.3
1993294	2.6	21.6	33.1	19.9
1993295	4	21.7	33.5	19.6
1993296	0	20.8	32.5	22.3
1993297	0	21.3	32.8	21.9
1993298	5.5	21.3	33	23.6
1993299	0	21.5	33.4	18.5
1993300	0	21.5	33.8	21.4
1993301	0	22.3	35	22.4
1993302	0	22.1	33	16.9
1993303	0	21	33.6	19.3
1993304	0	19.6	35.4	23.6
1993305	0	18.4	35.5	24.1
1993306	0	19.3	35.1	24.2
1993307	0	21.5	34.2	22.4
1993308	0	19	35.8	24.5
1993309	0	20.2	35.4	21.3
1993310	0	20.5	33.6	22.3
1993311	0	19.8	34.2	23.7
1993312	0	17.8	34.4	23.2
1993313	0	17	34.7	23.7
1993314	0	19.5	35.5	24.3
1993315	0	19.5	35.3	23.9
1993316	0	20.5	36.4	23.6
1993317	0	21	34.3	21.7
1993318	0	21.4	37	23.7
1993319	0	21	35.3	15.4
1993320	0	19.8	35	21.5
1993321	0	19.4	36.5	18.2
1993322	0	19.2	35.6	22
1993323	0	18.7	35.1	22.1
1993324	0	17.9	36.5	22.7
1993325	0	22.4	34.5	20.4
1993326	0	21.6	34	23
1993327	0	21	35.8	23.4
1993328	0	21.6	35	19.4
1993329	21.1	21.7	34.5	19.7
1993330	0	22.3	34.9	18
1993331	0	22.6	36.9	16
1993332	0	21.5	35.2	21.8
1993333	0	21.4	34.6	22
1993334	0	20.9	35.5	18.8
1993335	0	21	34.6	20.4
1993336	0	22.5	34	12.2
1993337	0	22	35.5	16.9
1993338	0	20.2	36	21.5
1993339	0	21.6	34.7	19
1993340	0	19	35.7	20.7
1993341	0	20.5	36.6	23.1
1993342	0	22.3	35.7	22.6
1993343	0	19.2	34.3	21
1993344	0	18.9	34.5	21
1993345	0	21.2	34.8	19.3
1993346	0	20.4	34.5	17
1993347	0	19.4	33.8	21.1
1993348	0	18.4	33.1	21.4
1993349	0	17.1	35.4	20.2
1993350	0	20.3	34.9	19.1
1993351	0	20.4	35.8	18.5
1993352	0	19.4	36.1	21.5
1993353	0	20.6	36.6	22.6
1993354	0	21.1	35.6	23.2
1993355	0	20.2	34.6	21.7
1993356	0	19.9	33.4	18.4
1993357	0	20	33.4	19
1993358	0	20.9	34.9	20.9
1993359	0	20	32.6	20.2
1993360	0	16	35.5	22.8
1993361	0	18.5	36.7	22.8
1993362	0	18.5	36.5	21.7
1993363	0	20.3	33.8	23.1
1993364	0	18	32	23.7
1993365	0	16.2	31.8	23.3
1994001	0	18.1	30.4	22.5
1994002	0	15.9	30.1	23.5
1994003	0	17.4	31.6	22.4
1994004	0	19.5	33.2	22.9
1994005	0	18.5	35.1	23.2
1994006	0	18	34.5	21.1
1994007	0	18.6	35.3	19.6
1994008	0	20.4	35.7	19
1994009	0	21.4	36.1	19.7
1994010	0	20.7	35.4	22.5
1994011	0	20.6	35	18.8
1994012	0	22.1	34.5	22.8
1994013	0	21.3	34.8	23.6
1994014	0	19.4	31.4	22.7
1994015	0	16.9	31.1	23.2
1994016	0	15.7	32.1	23.5
1994017	0	14	33.1	22
1994018	0	20.7	31.7	17.9
1994019	0	23.1	33.6	19
1994020	0	22.8	31.7	16.2
1994021	0	22.2	33.5	17.6
1994022	0	20.5	37.4	21.3
1994023	0	18.5	37.7	24.1
1994024	0	18.5	35.5	24
1994025	0	20.1	34	11.7
1994026	0	21.2	36.6	17.2
1994027	0	20.6	36.3	23.3
1994028	0	21.2	37.2	23.8
1994029	0	20.5	36.7	23.2
1994030	0	20.9	31.9	19.6
1994031	0	19.4	31.6	21
1994032	0	19.5	32	21.5
1994033	0	19.6	33	19.4
1994034	0	19	33.2	9.8
1994035	0	20.3	33.1	15.5
1994036	0	19.5	35	21.1
1994037	0	19.4	35.5	22.7
1994038	0	21.4	35.5	17.1
1994039	0	22.5	36.6	21
1994040	0	20.7	37.5	23.8
1994041	0	20.9	38.1	24
1994042	0	21.6	37	23.7
1994043	0	20.4	37.8	23.3
1994044	0	22.1	37.7	23
1994045	0	20.7	38.4	23.8
1994046	0	22.7	38.1	24.3
1994047	0	21.3	37.8	24.4
1994048	0	22	37	24.1
1994049	0	19.3	37.9	24
1994050	0	20.4	38.4	23.4
1994051	0	21.4	38.2	23.1
1994052	0	25.2	36.8	22.3
1994053	0	22.2	36.5	23.7
1994054	0	22.6	36.7	19
1994055	0	21.5	37.2	22.2
1994056	0	23.6	37	21.8
1994057	0	22.4	38.5	23.1
1994058	0	20.7	39.1	23.7
1994059	0	20.5	39.5	24.4
1994060	0	20	39.5	24.7
1994061	0	20.9	38.2	21.7
1994062	0	24.5	36	22.6
1994063	0	24.1	37.2	16.2
1994064	0	24.4	35.5	19.7
1994065	0	22.1	38.1	24.3
1994066	0	23.1	39.5	24.2
1994067	0	22.9	39.6	23.4
1994068	0	22.1	38.4	22.5
1994069	0	22.6	37.4	22.6
1994070	0	24.9	36	13.9
1994071	0	23.7	40	22
1994072	0	24.4	38.5	23
1994073	0	24.2	39.5	23.3
1994074	1.1	25.5	37	23.8
1994075	0	23.4	35.4	23.6
1994076	0	26	39.8	23.9
1994077	0	23.2	40.2	23
1994078	0	24.8	40	21.9
1994079	0	23.6	38	19.2
1994080	19.2	23.8	39.1	23.7
1994081	0	20.9	34.9	15.5
1994082	0	22.3	37.5	22.9
1994083	0	25.9	38.2	23.3
1994084	3	26	38	21.7
1994085	0	25.3	37.6	18.7
1994086	0	24.9	38.2	18.8
1994087	0	25	39	23.6
1994088	0	25.3	38.1	23.4
1994089	0	25.3	37.5	19.5
1994090	0	24	37.4	23.2
1994091	0	25	38.5	22.3
1994092	0	25.1	36.2	20.3
1994093	41.2	24	37.1	18.4
1994094	0	20.8	33.9	22.5
1994095	0	23.7	35.9	23.5
1994096	0	23.6	38.6	22.7
1994097	3.3	23.6	36.9	19.4
1994098	0	22.9	32.5	9.5
1994099	0	22.5	37.5	14.1
1994100	0	23.2	38.4	21.2
1994101	0	22.1	37	24
1994102	0	23.8	36.6	22.7
1994103	0	24.6	35.9	22.1
1994104	0	24.9	37.3	23.5
1994105	0	25	37.9	24.1
1994106	0	25.9	36.4	19.3
1994107	0	22	31.4	14.8
1994108	0	22.7	37	22
1994109	0	21.4	34.3	22.3
1994110	16.5	24.2	34.6	23.6
1994111	0	22.9	32.8	15.8
1994112	0	23.8	37.2	24
1994113	0	24.6	35.6	20.5
1994114	0	23.3	35	23.9
1994115	0	24.3	35.6	21.1
1994116	0	19.5	33.4	19.2
1994117	0	23.8	32.8	18.1
1994118	0	24.1	35.6	24.5
1994119	0	22.7	35.9	22.4
1994120	16.8	22.3	34	13.5
1994121	17.5	22.6	33.4	21.8
1994122	0	19.5	31	12.5
1994123	0	23.5	32.2	18.2
1994124	3.2	23.4	33.5	18.8
1994125	0	21.3	30.8	23
1994126	6.1	23.1	33.2	19.2
1994127	0	22.2	34	23
1994128	0	23.5	33.6	21.7
1994129	0	22.9	33.1	18.2
1994130	36.4	23.9	34.2	22.8
1994131	0	21.5	33	19.3
1994132	0	23	31.9	17.3
1994133	13.8	21.8	33.4	22.3
1994134	0	21.5	31.5	16.2
1994135	0	22.7	33	16.7
1994136	0	23.6	34.3	22.4
1994137	0	21.5	33.5	19.9
1994138	0	21	33.4	19.1
1994139	0	22.9	35.5	22.8
1994140	0	23.5	35.1	23.4
1994141	0	20.9	31.9	15.7
1994142	0	23.3	32.6	18.4
1994143	0	22	33.5	16.1
1994144	0	22.8	34.5	22.5
1994145	28.9	20.5	27	9.2
1994146	0.1	19	33	20.5
1994147	0	21.5	32.1	14.8
1994148	0	21.5	33.5	22.2
1994149	6	21.5	32.6	16.4
1994150	26.9	22.2	34.2	18.6
1994151	0	21.6	32.8	13.9
1994152	0	23.5	32.2	18.8
1994153	6.8	19.5	25.7	8.2
1994154	0	18.5	31.7	22.4
1994155	0	22.1	33	21.6
1994156	0	23	30.7	15.7
1994157	0	22.3	32.4	21.8
1994158	1.5	21.3	30.5	9.5
1994159	0	22.6	32	21.5
1994160	0	22.9	32.9	15.5
1994161	33.8	22.4	34.1	21.9
1994162	0	20.5	30.5	17.1
1994163	0	21.4	31.5	16.9
1994164	0	22.5	33	18.2
1994165	1.3	23	33.5	21.8
1994166	30.1	22	34	21.3
1994167	0.4	22.3	34	20.9
1994168	0	20	32.5	21.2
1994169	40.6	23	30	13.1
1994170	0	20.3	29	13.6
1994171	0	21	32	20.1
1994172	0.8	22.4	32	18.5
1994173	0	22	32.7	18.1
1994174	5.9	22.9	32	16.1
1994175	24	21.7	29.5	11.3
1994176	0.4	19.4	27.8	8.4
1994177	11.9	20.7	31.6	19.6
1994178	0	20	30	10.2
1994179	0	20.8	30.4	16.4
1994180	0	21.4	31.9	21
1994181	0	21.3	31.6	21.3
1994182	15.3	22.5	30	15.3
1994183	0	20.5	29	10.6
1994184	1.8	21	29.8	16
1994185	0.5	21.6	30.2	12.1
1994186	1	19	29	12.9
1994187	0	19.7	30.4	18.3
1994188	24.7	20.3	31.5	21.9
1994189	0	22.6	28.8	12.3
1994190	0	21.2	27.4	12.3
1994191	0	20.5	31	22.6
1994192	0.5	22.2	31.2	18.1
1994193	29.4	22.6	31.5	19.5
1994194	0	21.4	29.9	13
1994195	0	22.4	29.5	14
1994196	1	21.1	28.2	11.1
1994197	0	21.9	32.2	18.3
1994198	0	21.9	31	15
1994199	0	21.7	30.7	13.7
1994200	0	22.4	30.6	17
1994201	4.8	21.7	31	14
1994202	34	21.5	28	12.3
1994203	4.1	20.2	25.2	8.3
1994204	27.2	19.8	28.9	14.3
1994205	0	21.9	28.9	11.3
1994206	0	22.5	29.8	18
1994207	7.8	22	29.5	12.6
1994208	0	20.1	28.6	13.1
1994209	0	21.2	29.4	13.9
1994210	30	20	26.5	12.2
1994211	0	21.5	28.5	13.4
1994212	0	20.9	30	15.7
1994213	0	22.1	29.1	15.8
1994214	0	22	29.4	12.8
1994215	0	21.7	28.9	12
1994216	0	22.1	28	10.7
1994217	13.4	21.4	29	10.4
1994218	4.3	21.5	27.4	9.6
1994219	24.1	20.6	28.4	11.3
1994220	11.3	20	24.8	8.7
1994221	0.7	20.5	28.1	11.8
1994222	20	22	27	9.6
1994223	10.9	20.4	28	14.5
1994224	0	20	29.2	17.4
1994225	0	22.1	27.5	11.3
1994226	10.4	21.4	28.2	13.7
1994227	1.9	20.2	28.9	16.5
1994228	9.2	20.4	24.5	9.3
1994229	1.8	19.5	30.8	21.3
1994230	7.2	22	30.6	20.6
1994231	0	19.7	30.9	15.3
1994232	6.9	21.8	29	12.9
1994233	0	21.6	30.2	18.2
1994234	10	21.4	29	16.8
1994235	16.1	21.2	30.5	14.2
1994236	0	21.3	30.5	19.3
1994237	6.9	21.6	28.9	13
1994238	38.9	22	29.7	13.2
1994239	16.4	21.4	27.4	9.3
1994240	0	21.4	28.5	11.8
1994241	0	20.3	29.9	17.6
1994242	11	21.5	26.5	10.1
1994243	0	21.1	30.4	23.5
1994244	7.5	19.9	28	12.4
1994245	0	20.9	30.3	14.7
1994246	0	22.3	30.6	24.7
1994247	0	22.3	29.8	16.3
1994248	0	21	31.4	16.4
1994249	0.3	20.9	29.7	17.4
1994250	0.1	22	29	14
1994251	17.6	22.1	29.9	20.2
1994252	2.2	20	30	11
1994253	52.5	21.1	28.2	11.3
1994254	0.1	21.5	28	12.6
1994255	0.2	21.8	29.8	17.3
1994256	10.7	22	29	10.6
1994257	0	20.6	30.6	17.2
1994258	59.1	21.5	31.5	18.1
1994259	8.1	20.4	30.8	19.5
1994260	10.1	20.8	28	11.8
1994261	40.3	22.3	31	15.7
1994262	29.5	21.9	30	15
1994263	0.1	21	30.8	17.7
1994264	14.2	21.3	32.4	18.5
1994265	19	21.4	30.6	19
1994266	0.1	21	31.2	21
1994267	13.7	20.8	32.2	22.8
1994268	0	22.1	31.8	17.7
1994269	6.6	21.2	32.6	17.4
1994270	27	20.8	32.6	18.1
1994271	0	20.4	32.2	19.8
1994272	3	21	31.5	16.9
1994273	0	19.8	31.6	14.2
1994274	0.1	20.4	32	19.6
1994275	3.8	19.4	29.6	14.7
1994276	0	19.5	27.5	11.4
1994277	3.9	21.8	31	17.6
1994278	8.8	21.6	30.6	19.3
1994279	1.7	20.9	31.6	21.6
1994280	2.7	20.6	32.4	19
1994281	0.4	21	32.6	24.2
1994282	4	21.6	32.4	19.2
1994283	0	19.9	32.5	21.8
1994284	0	21.5	32.6	23.9
1994285	0	20.4	32.5	23.5
1994286	0.4	21.2	32.5	23.8
1994287	4	20.5	31	17.9
1994288	5.8	21.2	31.6	20.8
1994289	9.2	20.7	30.4	16.2
1994290	2.1	19.7	31.8	22.4
1994291	4.5	20.2	31.6	18.2
1994292	7.6	19.6	31.2	16.3
1994293	0.2	21	31.5	17.7
1994294	0.6	20.9	32.6	21.9
1994295	0.3	20.5	32.4	24.1
1994296	2.7	21.9	34.4	24.5
1994297	8	21.7	32.9	16.3
1994298	6.2	20	32.6	18.8
1994299	3.5	21.5	33	19.4
1994300	0	19.7	32.5	22.3
1994301	28.5	20	33	17
1994302	6.6	21.5	32.9	15.8
1994303	11.6	20	31.5	17.5
1994304	0.3	20.5	33	21.3
1994305	8.4	20.9	33.5	22.4
1994306	0	20.2	33.9	23.9
1994307	0	19.5	34.4	23.8
1994308	0	19.7	35	23.1
1994309	0	18.6	35.1	24.2
1994310	0	18.4	35.2	23.2
1994311	0	16.6	35.5	24.2
1994312	0	17.7	34.9	24
1994313	0	17.2	34.4	23.8
1994314	0	17.6	34.4	23.8
1994315	0	15.8	34.4	23.5
1994316	0	15.8	34.5	23.8
1994317	0	16	35.2	23.9
1994318	0	18.4	34.9	23.9
1994319	0	17.4	35.5	24.5
1994320	0	17.5	36.2	24.5
1994321	0	17.6	34.4	23.2
1994322	0	18.8	35	20.4
1994323	0	17.2	33.8	23.3
1994324	0	17.4	34.7	24.1
1994325	0	17.5	34.5	24.5
1994326	0	17.2	34.5	24.5
1994327	0	16.7	35.3	24.5
1994328	0	18.6	34	23.1
1994329	0	18.5	34	22
1994330	0	18.4	33.4	21.4
1994331	0	16.7	34.2	22.9
1994332	0	18.3	34	23.7
1994333	0	18.3	34.7	24.1
1994334	0	18.6	35	23.8
1994335	0	18.5	34.5	23.6
1994336	0	18.5	33.9	20.6
1994337	0	18.3	35	23.1
1994338	0	19.5	34.4	22.2
1994339	0	19.6	32.2	20.4
1994340	0	17.7	30.6	15.4
1994341	0	18.4	30.8	22.2
1994342	0	18.6	32.5	23.1
1994343	0	19.5	32.6	23.1
1994344	0	18.8	33.5	23.1
1994345	0	19.9	33.4	19.6
1994346	0	19.4	34.7	22.2
1994347	0	19.7	34.6	23.2
1994348	0	19.6	34.4	24
1994349	0	19.4	34.3	23.4
1994350	0	20	33.5	22.6
1994351	0	17.6	32.4	24.3
1994352	0	18.2	33	24
1994353	0	18.7	32.8	24.1
1994354	0	18.9	33.4	20.9
1994355	0	19.7	34	20.6
1994356	0	18.5	35.5	21.7
1994357	0	19.4	35.9	23.8
1994358	0	19.9	35.2	23.1
1994359	0	19.5	36.6	23.5
1994360	0	18.9	35.6	24
1994361	0	16.4	36.4	23.8
1994362	0	17.4	36	24.2
1994363	0	20	35.5	23
1994364	0	19.8	32.5	12.9
1994365	0	17.5	34	19.5
1995001	0	18.8	33.5	20.1
1995002	0	20	34.8	20.1
1995003	0	20.8	33.5	21.8
1995004	0	16.7	34.9	24.5
1995005	0	17.7	36	24.7
1995006	0	19	34.4	24.7
1995007	0	18.8	34.4	24.6
1995008	0	18.7	33.9	24.4
1995009	0	18.5	33.5	24.3
1995010	0	17.6	31.6	24.2
1995011	0	16.6	30.9	24.3
1995012	0	17.5	31.6	23.4
1995013	0	17.6	33.9	23.8
1995014	0	17.2	33	23.6
1995015	0	18.6	33.8	23.3
1995016	0	17.7	34.1	23.5
1995017	0	18.8	33.2	23.2
1995018	0	19	32	23.9
1995019	0	18.8	33.2	23.4
1995020	0	18.5	34	24.1
1995021	0	19.6	35.5	23.5
1995022	0	19.7	35.4	20.6
1995023	0	20.5	33.3	20.3
1995024	0	19.2	33.9	24.5
1995025	0	18.6	33.4	22
1995026	0	18.3	32.8	18.6
1995027	0	19	35	19.4
1995028	0	21.3	35.4	17.7
1995029	0	21.4	35.7	19.1
1995030	0	19.5	35.3	21.9
1995031	0	20.2	34.5	21
1995032	0	19.4	35.3	22.9
1995033	0	19.5	35	24.2
1995034	0	19	33.8	18.8
1995035	0	21.6	32	19.2
1995036	0	19.9	32.4	17.7
1995037	0	19.7	34.2	24.4
1995038	0	19.6	34.4	24.6
1995039	0	19.4	35.6	24.3
1995040	0	20.2	36.6	24.3
1995041	0	18.4	37.2	24.2
1995042	0	20.3	37.5	24.7
1995043	0	19.2	33.9	23.3
1995044	0	19.6	35.4	23.3
1995045	0	20.4	37.1	23.9
1995046	0	22	35.9	24.4
1995047	0	21.3	35.4	19.6
1995048	0	21	36.5	23.5
1995049	0	21.9	37.2	23.5
1995050	0	22.4	37.1	23.5
1995051	0	22.6	36.8	24.2
1995052	0	22.5	36.4	24.2
1995053	0	20.6	35.9	24.6
1995054	0	20.4	37	24.2
1995055	0	19.6	37.7	24.5
1995056	0	18.6	37.5	22.3
1995057	0	20.4	38.4	23.9
1995058	0	19.7	38.5	24.4
1995059	0	24.5	38.8	24
1995060	0	24.3	38	23
1995061	0	23.2	40.4	24.2
1995062	0	21.2	39.6	23.6
1995063	0	22.4	39	24.5
1995064	0	19.6	39.6	24.7
1995065	0	20.5	39	24
1995066	0	19.1	40	24.7
1995067	0	21	39.5	24.5
1995068	0	23.7	39	24.8
1995069	0	23.6	39	23.1
1995070	0	24.9	37.9	22.4
1995071	1.1	25	39	24.5
1995072	3.2	22.4	35	19.5
1995073	0	24.1	37.4	24.6
1995074	0	24.4	36	17.9
1995075	0	22.3	37.5	23.3
1995076	0	25.6	38.7	21.4
1995077	0	23.5	37	19.6
1995078	0	23.8	37.6	24.6
1995079	0	24.7	38.6	23.8
1995080	0	24.9	37.6	19.7
1995081	0	24	36.7	19.8
1995082	0	22.7	29.9	10
1995083	0	22.6	37.6	21.8
1995084	0	22.6	39.2	25.1
1995085	0	23.2	39.2	24.5
1995086	0	22.8	38	22.4
1995087	0	23	39.1	18.9
1995088	0	24.7	39.8	20.6
1995089	0	24	39.9	23.7
1995090	0	25	38	22
1995091	0	25	36.3	19.9
1995092	0	25.6	39.2	19.5
1995093	0	24.4	36.7	17.8
1995094	0	24	38.1	22.5
1995095	0	24	33	13.9
1995096	0	22.6	40.3	23.3
1995097	0	22.5	39.6	23.7
1995098	0	25	38.7	21.9
1995099	1	24.6	37.5	22
1995100	0	23.6	37.4	18.5
1995101	0	23.5	36.4	24
1995102	0	25.3	37.5	22.6
1995103	1.2	25.5	39	21.4
1995104	0	25.8	35.6	17.5
1995105	0	25	38.5	21.9
1995106	25.8	21.2	35.2	17
1995107	0	21.7	31.6	11.6
1995108	0	24	37	23.6
1995109	0	24.5	39.1	24.4
1995110	0	25.5	38	23.8
1995111	0	23.5	34.2	19.7
1995112	0	23.3	36.3	19.9
1995113	7.5	22.5	29.5	10.6
1995114	0	22.1	34.4	17.8
1995115	0	22.4	36	21.5
1995116	0	24.8	36.5	19.8
1995117	0	24.3	33.5	15.6
1995118	0	23.1	37	24.1
1995119	0	22.9	36.5	21.2
1995120	0	24.5	36.3	21.7
1995121	0	24.4	36.5	20.5
1995122	0	24.1	33.6	16.3
1995123	6.2	23	37.3	21.8
1995124	0	24.3	37	18.8
1995125	0	24	36.4	23.4
1995126	16.1	24.7	37.7	21.9
1995127	0	21.5	34.5	11.4
1995128	0	23.8	33.4	13.1
1995129	0	25.6	33.5	10.2
1995130	53.9	23.8	36.2	19.1
1995131	0	21	33.1	18.1
1995132	0	22.2	35	22.3
1995133	0	24.9	34.6	22.1
1995134	0	23.3	33.8	22.9
1995135	3.2	23.7	36	19.6
1995136	0	22	34.4	22.5
1995137	0	22.4	33.9	18.7
1995138	4.5	22.7	35.4	23.1
1995139	0	23.5	35.7	19.4
1995140	0	22.4	36.6	20.4
1995141	2.6	22.6	36	18.9
1995142	6.8	23	35.8	21.7
1995143	1.5	20.8	33.9	16.9
1995144	3.3	22	32	20.3
1995145	0	20.6	30.5	14.7
1995146	2.2	22.4	34.1	23.3
1995147	0	21.2	33.4	18.7
1995148	12.1	21.3	33.6	21.9
1995149	0	19.4	31.1	13.9
1995150	2	21.8	33.6	20.7
1995151	0	23.3	32.7	15.3
1995152	0	21.8	33.9	22
1995153	0	23.5	33.8	22.3
1995154	0	22.4	35.4	20.1
1995155	0	23.5	32.6	18.6
1995156	14.2	22	34	17.2
1995157	0	21.7	32.5	18.1
1995158	44.7	22.9	33	19.3
1995159	0	19.4	31.3	14.3
1995160	0	21.7	31.3	17.5
1995161	0	22.5	33.1	22.4
1995162	0	23.2	33.7	21.2
1995163	12.3	24	34	20.1
1995164	0	20.6	31.4	17.6
1995165	0	22.6	32.7	22.4
1995166	0	22.7	33.1	19.6
1995167	4.2	23	34.5	21.8
1995168	0	18.9	28	8.2
1995169	0	22.2	31	17.5
1995170	0	22.8	32	17
1995171	0	20.9	31.4	18.9
1995172	0	22	31.7	20.1
1995173	1	22.4	33.5	18.5
1995174	0	23.3	29.7	9.9
1995175	0	22.3	31.5	16.7
1995176	1.2	21.7	28.9	12.7
1995177	0	20.7	32.3	16.6
1995178	0	23	32.4	17.8
1995179	0	22.5	33.1	18.9
1995180	0	21.7	32.6	18.5
1995181	10.4	22.9	33.1	17.3
1995182	0	21.1	30.8	19.9
1995183	0	22.5	33	20.3
1995184	30.4	23.7	31.9	13.3
1995185	0	20	26.2	9.3
1995186	0	21.1	30.7	18.8
1995187	0	21.5	31	17.1
1995188	0	22	32.5	21.5
1995189	1.5	21.7	32.7	17.9
1995190	1.2	22.4	30.4	9.7
1995191	2.8	21	31.4	19.4
1995192	0	21.4	29.8	10.8
1995193	0	19.8	32.9	20.7
1995194	0	22	33	17.6
1995195	20.3	20.5	32.6	20.8
1995196	2.8	18.8	31.6	16.7
1995197	0	21.4	30.3	19.9
1995198	5.8	22.9	31.4	15.9
1995199	0.3	22.4	29.9	16.3
1995200	0.7	21.8	28.5	10.8
1995201	1.4	21.1	29.4	12.6
1995202	0	20.9	26.7	9.1
1995203	4.6	20.4	27.7	10.4
1995204	0	19.6	29.8	15.6
1995205	0	21.4	30	16.1
1995206	0	21.5	31.4	19.2
1995207	24.7	20.1	24.9	8.4
1995208	0	20.4	28.9	14.6
1995209	0	20.1	30.4	15.7
1995210	70.1	21.4	30.7	19.3
1995211	0	20.1	29.1	14.9
1995212	11.2	21.6	30.1	15.5
1995213	7.1	20.2	27	10.9
1995214	0.7	20.3	30.1	15.4
1995215	0	21.8	30	11.9
1995216	13.1	19.9	25.5	8.5
1995217	16.4	20.5	26.5	8.7
1995218	0	20	30.5	19.8
1995219	0	21.7	30.6	16.1
1995220	29	19	23.5	8.6
1995221	1	20.6	29.3	15.6
1995222	0	21	30.6	18.2
1995223	26.3	20.6	29.5	17
1995224	1.4	21.5	29.6	12
1995225	0.2	21.4	29.5	11.9
1995226	38.5	19.7	30.8	18.9
1995227	34.5	20.4	29.4	14.9
1995228	3.9	19.6	31.4	22.8
1995229	4.9	21.3	30.4	17
1995230	11.4	21.2	32.9	21.9
1995231	0	19.2	31.4	16.4
1995232	15.4	22.4	29.4	15.7
1995233	5.3	20.9	29	13.3
1995234	2	21.4	31	15.7
1995235	0	21.6	25	8.8
1995236	23	20.2	31.1	22.5
1995237	0	19.8	30.6	14.9
1995238	42.5	20.9	29.9	13
1995239	0	19.2	30.4	22.2
1995240	0	20.4	31.6	24.1
1995241	0	22.2	31	14
1995242	4.7	19.4	28.6	14
1995243	1.3	19.8	31	19.9
1995244	20.3	19.6	26.4	11
1995245	1	19.5	31.9	17.9
1995246	0	20.9	30.2	16.7
1995247	0	20.3	21.7	18.7
1995248	5.8	21.6	31.4	12.5
1995249	0	21.4	31.9	15.9
1995250	0	20.4	33.4	24
1995251	39.2	19.1	29.3	12.6
1995252	12.8	21.6	31.7	16.6
1995253	0	19.7	30.8	15.9
1995254	0	21.6	32.3	22.3
1995255	6.7	19	31.5	15
1995256	0	18.8	30.4	22.1
1995257	5	20.6	30.9	16.1
1995258	30.7	20.7	32	21.7
1995259	11.1	20.6	28.1	10.6
1995260	96	20.9	31	18.6
1995261	0	20.3	28.9	15.3
1995262	0	20.9	33.5	22.6
1995263	0	20.9	31.9	19.9
1995264	2.9	20.7	32	17.2
1995265	0	19.9	31.9	19.6
1995266	12.5	20.4	30.8	14.9
1995267	2.2	20.1	29	10.6
1995268	27.3	20	31.5	22.7
1995269	0	20.1	32.4	17.7
1995270	0	20.4	32.4	18.5
1995271	1.1	21	31.1	22.4
1995272	0.1	20	30.4	14.2
1995273	0	19.3	32	23.5
1995274	2.7	21.5	32.4	20.6
1995275	4	19.6	32.3	17.3
1995276	0	19.6	30.7	17.3
1995277	0	20.9	32.7	23.3
1995278	2.6	20.5	32.1	21.4
1995279	1.9	19.9	30.7	13.3
1995280	2.5	19.8	32.5	22.4
1995281	0	20	29.4	20.1
1995282	1	21	32.5	19.8
1995283	0	19.8	32.3	15.3
1995284	0	19.5	33.6	18.7
1995285	0	20.2	32.8	18.5
1995286	0	20.6	34.4	24.4
1995287	0	19.2	35	23.8
1995288	0	20.1	33.4	21.9
1995289	2.6	21.6	32.8	21.2
1995290	0	21.1	33.4	23.3
1995291	0	20	34	22.8
1995292	5.7	21.2	34.2	21.8
1995293	0	19.8	32.4	17.7
1995294	0	19.5	31.8	15.2
1995295	8.6	20.4	33.6	21.6
1995296	0	20.6	32.4	20.2
1995297	0	19.7	33.5	23.9
1995298	0.8	22.1	33.4	19.7
1995299	6.3	20.8	32.5	21.9
1995300	0	19.7	33.4	20.3
1995301	0	20.1	33.5	22.9
1995302	0	18.4	34.6	23.4
1995303	0	20.5	33	21.7
1995304	0	21.4	34.9	21.8
1995305	0	20.5	33.8	19.9
1995306	0	18.2	32.1	16.5
1995307	0	21	32.1	13.4
1995308	1.2	21.4	33.6	21.6
1995309	0.3	21.6	32.6	15.2
1995310	0	21.4	33.5	16.9
1995311	0	19.4	34.4	24.5
1995312	0	18.6	34.4	22
1995313	1.9	20.5	34.5	20.1
1995314	0	19.7	35.6	22.1
1995315	0	17.3	35.5	23
1995316	0	17.8	35.4	23.8
1995317	0	17.6	34.4	22.2
1995318	0	16.4	35	23.9
1995319	0	15.4	35	24
1995320	0	16.4	35.8	23.8
1995321	0	16.9	35.5	24.1
1995322	0	17	35.4	24.6
1995323	0	17.2	34	22.4
1995324	0	14.5	33.1	22.9
1995325	0	15.5	34.6	24.1
1995326	0	15	35.1	24.5
1995327	0	17.3	35	23.9
1995328	0	18.4	35	19.7
1995329	0	18	34.5	19.4
1995330	0	18.6	36.3	21.9
1995331	0	20.1	36.7	23.5
1995332	0	18.5	36.9	24.4
1995333	0	17.4	36.5	22.9
1995334	0	17.5	37	24.2
1995335	0	17.2	36.4	23.9
1995336	0	18	34.5	22.8
1995337	0	19	36.6	23
1995338	0	19.4	35.6	19.2
1995339	0	17.3	36	24
1995340	0	19.6	35.3	18.9
1995341	0	19.8	36.4	23.3
1995342	0	17	36.5	23.9
1995343	0	18.3	37.1	22.6
1995344	0	19.4	35.6	23.1
1995345	0	20.5	36.6	23.2
1995346	0	18.9	37	23.2
