date	prec	tmax	tmin
19780608	0	39.1	29.4
19780609	2.4	38.8	28.7
19780610	1	38.6	26.3
19780611	7.4	36.9	25.2
19780612	11.5	36.9	24.2
19780613	1.2	31.6	25.2
19780614	11.8	33.9	24.7
19780615	0	33.8	27.4
19780616	0.2	36.9	27.1
19780617	4.5	34.3	24.6
19780618	0	33.7	27.4
19780619	0	36.6	27.3
19780620	0.3	36.7	27.3
19780621	0	35	26.8
19780622	0	37.6	27.6
19780623	0	35.6	28.7
19780624	0	35.1	27.7
19780625	11.1	38.3	24.8
19780626	2.2	37	26.7
19780627	0.6	36.8	27.1
19780628	0	36.6	27.5
19780629	0	37	27.2
19780630	0	37.4	27.7
19780701	0	35.2	27.3
19780702	0	36.7	27.3
19780703	0	36.6	28
19780704	0	34.5	26
19780705	0	34.7	26.5
19780706	11.6	34.1	24.3
19780707	4.8	33.8	24.8
19780708	1.5	35.9	25.5
19780709	0.5	34.6	26.7
19780710	0.5	35.4	27
19780711	0.2	33.6	27.4
19780712	8.2	34.5	23.9
19780713	0	35.1	26
19780714	0	32.5	24.5
19780715	0	32.3	25.3
19780716	16.2	33.2	23
19780717	0	33.3	26
19780718	0	32.3	25.3
19780719	0.4	34.5	24.7
19780720	0	35.6	26.7
19780721	0.6	36.6	25.9
19780722	2.5	36.9	26.3
19780723	1.1	36.6	25
19780724	3.6	36.1	26.3
19780725	0	34.7	26.2
19780726	0	36.8	27.3
19780727	0	36.2	27.4
19780728	11	36.5	25.9
19780729	0	36.5	27.7
19780730	2.5	35.7	25.8
19780731	0	32.7	26.3
19780801	0.3	34.7	26.7
19780802	0	36.6	27.1
19780803	0	37.6	27.3
19780804	0	36.5	26.5
19780805	1.1	36.2	26.6
19780806	0	36.6	25.7
19780807	30.3	37.6	23.9
19780808	3.6	32.6	24.3
19780809	5.7	33.1	24.3
19780810	56.2	34.3	23.6
19780811	3.3	33.6	24.8
19780812	0.2	32.3	25.3
19780813	0	35.7	26.2
19780814	0	35.6	26.2
19780815	0	31.9	24.7
19780816	0	31.1	25.9
19780817	0	36.6	26.2
19780818	0	34.4	26.5
19780819	3	34.9	25.1
19780820	3.5	31.1	23.8
19780821	4.5	31.3	24.5
19780822	7	33.7	24.5
19780823	0.1	34.5	26.3
19780824	8.4	33.8	25.3
19780825	0	33.4	27.2
19780826	0	34.5	27.3
19780827	0	35.2	27.7
19780828	0	35.4	27.3
19780829	0	34.7	27.3
19780830	0	36.1	27.2
19780831	0	37	26.5
19780901	0	35.6	26.8
19780902	0	37.3	26.5
19780903	0	37.5	26.7
19780904	0	37.3	26.1
19780905	0	35.4	26.5
19780906	20.4	35	23.2
19780907	1.5	34.1	25.7
19780908	1	32	26.2
19780909	0	35.8	24.5
19780910	0.7	35.4	24.3
19780911	26.3	35.2	21.8
19780912	0	33.5	24.5
19780913	1.2	34	26.1
19780914	38.9	33.6	23.1
19780915	27.6	30.7	22.7
19780916	0	33.3	24.8
19780917	0	35.1	26.5
19780918	0	34	26.7
19780919	41.8	33.6	22.5
19780920	48.2	29.2	24.4
19780921	0.4	32.1	24.9
19780922	0	32.6	24.3
19780923	8.4	31.7	23.7
19780924	0	31.2	25.2
19780925	0	32.6	25.2
19780926	0	32.8	25.2
19780927	0.2	33.1	24.7
19780928	7.6	31.7	23.5
19780929	25.8	33.4	24.2
19780930	14.2	33.6	24.5
19781001	0.3	33.5	25.5
19781002	0	30.1	25.7
19781003	0	34.4	24.9
19781004	0	33.9	25.2
19781005	0	35.5	25.8
19781006	0	36	26.6
19781007	18.3	36	25.2
19781008	0.5	32.1	25.7
19781009	0	32.7	25.8
19781010	0	32.3	25.7
19781011	0	32.6	26.3
19781012	0	33.6	24.7
19781013	0	32.8	26.2
19781014	0.8	33.7	24.9
19781015	0	34.7	24.3
19781016	0	31.1	24.4
19781017	0	31.9	24.9
19781018	2.9	31.8	24.9
19781019	0	32.1	25.1
19781020	0.8	31.9	25.2
19781021	0	31.5	24.9
19781022	6.8	32.1	24
19781023	0	31.1	25.3
19781024	17	31.7	23.6
19781025	18	30.7	24.2
19781026	1.2	31.3	24.5
19781027	4.5	31.7	24.9
19781028	0	30.8	24.8
19781029	3.8	31.1	25.5
19781030	9.8	29.2	24.7
19781031	23.3	30	24.2
19781101	50.7	28.1	23.7
19781102	2	29.6	24
19781103	6	30.7	24.7
19781104	28.4	29.6	24.7
19781105	63.4	29.4	24.1
19781106	22.6	28	24.7
19781107	26.8	29.3	23.8
19781108	2.4	30.7	24.7
19781109	0	30.9	23.9
19781110	0	31.2	23.9
19781111	0	31.1	22.9
19781112	0	31.8	23.1
19781113	0	31.5	23.3
19781114	0	30.6	22.3
19781115	0	30.6	22.7
19781116	0	30.6	24.3
19781117	0	30.9	22.8
19781118	0	30.7	22.2
19781119	0	31.1	22.7
19781120	0	31.1	22.2
19781121	0	30.3	20.6
19781122	0	30	21.3
19781123	0	30.1	21.9
19781124	0	29.7	24.7
19781125	12.6	28.7	24.3
19781126	0.5	30.6	24
19781127	0	31.1	23.9
19781128	0	31.8	23.7
19781129	0	30.6	22.5
19781130	0	30.1	21.6
19781201	0	29.9	23.6
19781202	0	30.1	25.7
19781203	10.9	30.3	24.3
19781204	32.4	27.3	23.5
19781205	7.6	29.6	22.7
19781206	4.8	29.1	23.7
19781207	41.4	28.8	22.7
19781208	26.3	29.2	23.2
19781209	3.6	29.5	23.9
19781210	0.6	29.6	24.9
19781211	6	29.3	23.3
19781212	2	27.1	23.7
19781213	0	28.6	23.7
19781214	6.8	27.6	22.7
19781215	1.1	28.2	22.5
19781216	0	28	21.9
19781217	2.9	28.4	22
19781218	3.2	28.4	22.5
19781219	4.1	27.9	22.7
19781220	0	28.4	19.7
19781221	0	28.4	20.6
19781222	3.6	28.3	20.7
19781223	0	27.4	22.6
19781224	0	28	22.2
19781225	49.1	27.2	23
19781226	203.1	26.1	22.6
19781227	11.2	24.6	22.7
19781228	114.5	24.9	22.2
19781229	44.1	24.7	22.4
19781230	28.9	24.7	21.2
19781231	34.6	24.6	22.9
19790101	0	27.7	19.7
19790102	0	28.4	21
19790103	0	28.6	21.4
19790104	0	28.1	19.7
19790105	0	28.2	20.3
19790106	0	28.5	20.7
19790107	0	28.6	20.3
19790108	0	28.4	20.4
19790109	0	29.4	20.5
19790110	0	28.7	20.1
19790111	0	28.1	19.2
19790112	0	27.7	19.9
19790113	0	28.7	20
19790114	0	29.7	20
19790115	0	28.7	20.3
19790116	0	28.4	19.3
19790117	0	29.1	21
19790118	1.2	29.2	23.9
19790119	2.9	29	24.7
19790120	0	29.7	22.7
19790121	0	28.8	21.9
19790122	0	28.6	21.6
19790123	0	28.6	24.6
19790124	0	28.9	24.9
19790125	0	29.1	23.7
19790126	0	29.3	22.1
19790127	0	29	20.9
19790128	0	28.9	20.9
19790129	0	29.2	20.3
19790130	0	29.6	20.5
19790131	0	29.5	21.3
19790201	0	30.3	21.1
19790202	0	30.2	21.3
19790203	0	30.6	21.2
19790204	0	29.1	22.1
19790205	0	30	23.2
19790206	0	30.3	23.6
19790207	0	29.6	21.8
19790208	0	30	21.7
19790209	0	30.4	24
19790210	0	30.7	23.9
19790211	0	30.8	24.7
19790212	0	31	24.7
19790213	0	30.3	23.3
19790214	0	30.5	23.2
19790215	0	30.5	23.7
19790216	0	29.9	21.6
19790217	0	29.6	21.4
19790218	0	30	24.4
19790219	0	30.8	26.2
19790220	0	31.2	24.5
19790221	0	31.2	24.5
19790222	0	32.5	24.4
19790223	0	33.6	24.5
19790224	0	32.9	23.9
19790225	0	30.7	23.3
19790226	0	32.6	25.5
19790227	0	31.4	24.4
19790228	0	30.9	23.8
19790301	0	31.6	24.1
19790302	0	30.2	24.5
19790303	0	30.2	24.7
19790304	1	29.7	24
19790305	0	30.6	23.7
19790306	0	31.3	23.2
19790307	0	31.6	22.7
19790308	0	31.1	23.7
19790309	0	32.7	25.2
19790310	0	34.1	25.7
19790311	0	34.4	23.5
19790312	0	33.6	22.7
19790313	0	32.1	22.1
19790314	0	33.6	23.2
19790315	0	32.6	23.3
19790316	0	32.7	23.2
19790317	0	31.6	22.4
19790318	0	32.2	22.3
19790319	0	32.3	23.4
19790320	0	33.1	24.5
19790321	0	32.6	22.3
19790322	0	32.8	22.7
19790323	0	32.6	23.7
19790324	0	32.6	22.2
19790325	0	32.1	24
19790326	0	32.9	23.5
19790327	0	33.2	23.1
19790328	0	34	24
19790329	0	34.2	24.1
19790330	0	34.7	24.8
19790331	0	33.8	25.5
19790401	0	33.9	24.8
19790402	0	32.9	24.1
19790403	0	34	24.6
19790404	0	36.2	25.7
19790405	0	38.6	26.2
19790406	0	36.6	26.4
19790407	0	34.6	25.7
19790408	0	33.4	24.9
19790409	0	33.2	24.8
19790410	0	32.7	24.1
19790411	0	34.5	24.9
19790412	0	36.8	26.7
19790413	0	34.7	26.1
19790414	0	33.7	27
19790415	0	34	26.3
19790416	0	34.8	26.4
19790417	0	33.7	27.6
19790418	0	34.2	25.9
19790419	0	33.7	26.4
19790420	0	34.7	26.5
19790421	0	37	27.5
19790422	0	38.4	27.2
19790423	0	37.1	27.7
19790424	0	39.1	26.7
19790425	0	34.5	27.2
19790426	0	34.1	26.7
19790427	0	33.7	25.7
19790428	0	34.4	27.4
19790429	0	36.5	28.1
19790430	0	35.1	28.1
19790501	0	35.2	28.1
19790502	0	34.4	28.2
19790503	0	34.6	28.2
19790504	0	36.1	28.2
19790505	0	35.7	28.5
19790506	0	37.8	28.3
19790507	0	36.2	27.8
19790508	0	34.6	26.7
19790509	0	34.6	26.1
19790510	0	35.7	27.6
19790511	2.5	32.8	24.9
19790512	105.7	30.3	22.3
19790513	12.7	30.2	26.7
19790514	15.1	33.1	24.2
19790515	0	34.2	27.2
19790516	0	33.1	25.3
19790517	0	34.8	26.9
19790518	0	35.9	27.5
19790519	0	37.6	27.2
19790520	0	40.2	27.9
19790521	0	39.1	27.7
19790522	0	38.1	27.9
19790523	0	39	27.9
19790524	0	38.2	27.9
19790525	0	39.3	27.7
19790526	0	37.8	28.3
19790527	0	38.1	27.7
19790528	0	34	27.2
19790529	0	34.3	27.1
19790530	0	34.9	28.2
19790531	0	35.8	28.2
19790601	0	34.7	28.2
19790602	0	34.2	28
19790603	0	36.5	28.1
19790604	0	38	27.9
19790605	0	38.5	28.5
19790606	0	39.2	27.2
19790607	0	37.7	27.2
19790608	0	35.7	28
19790609	0	35.9	28.3
19790610	0	37	28.7
19790611	0	36.4	28.7
19790612	0	37.5	28.2
19790613	0	37.7	28.3
19790614	0	37.5	28.1
19790615	0	38.3	28.7
19790616	0	38.8	27.6
19790617	0	38	28.7
19790618	0	38.5	28.3
19790619	0	39.1	29.2
19790620	0.4	38.1	28.2
19790621	1.5	35.9	26.2
19790622	1	35.3	24.3
19790623	42.1	35.2	24
19790624	0	33.6	27.1
19790625	0	32	26.3
19790626	0	35.8	27.5
19790627	0	36.8	27.5
19790628	0	37.8	27.5
19790629	0	36.4	28.3
19790630	0	36.8	28.4
19790701	0	36.4	28.3
19790702	0	35.8	28.6
19790703	0	36.6	27.7
19790704	0	38.8	28.7
19790705	0	37.4	28.7
19790706	0.5	38.5	28
19790707	0.5	38.8	28.2
19790708	0.5	38.3	28.3
19790709	0	38.2	28.7
19790710	0	38.6	29.2
19790711	0	36.3	28.7
19790712	8.2	38.7	25.9
19790713	12.5	37.4	24.3
19790714	0	35.1	27.2
19790715	16.2	36.4	23.9
19790716	1	34.8	25.9
19790717	0	35.4	27.2
19790718	0	35.3	26.5
19790719	4.2	36.3	24.1
19790720	0	32.2	27.1
19790721	7.7	34.4	23.9
19790722	0	32.7	25.3
19790723	0	33.4	26.2
19790724	0	32.7	26.1
19790725	0	31.4	26.5
19790726	29.6	33.5	24.2
19790727	0	33.2	26.7
19790728	0	36	27.3
19790729	0	34.2	27.3
19790730	13.4	33	23.2
19790731	0	32.3	25.7
19790801	0.5	34.3	27.3
19790802	0	33.3	26.3
19790803	0	31.9	26.7
19790804	0	35.1	27.3
19790805	0	35.6	26.7
19790806	0	35.4	27.2
19790807	0	35.6	23.1
19790808	0	33.7	28.1
19790809	0	36.3	26.6
19790810	0	37	26.7
19790811	0	37	27.2
19790812	0	37.7	26.9
19790813	0	38.1	27.3
19790814	1.6	38	27.1
19790815	0.2	36.8	27.2
19790816	0	37.4	26.9
19790817	0	37.5	26.5
19790818	0.3	36.3	25.5
19790819	20.5	37	24
19790820	16.9	34.1	24.3
19790821	0	35	26.1
19790822	0	35.2	27
19790823	0	36	27.2
19790824	0	34.7	26.2
19790825	1.4	35.5	26.4
19790826	7.3	36.5	24.9
19790827	0	34	26.9
19790828	4.2	34.7	25.2
19790829	14.6	31.6	23.9
19790830	6.8	27.7	24.4
19790831	0	31.6	25.5
19790901	0	36.1	25.2
19790902	0	34	27
19790903	0	32.8	26.2
19790904	0	33.9	25.9
19790905	0	34.4	25.5
19790906	0	34.7	26.4
19790907	0	33.6	26
19790908	2.6	35.3	25.4
19790909	17.2	35.4	23.9
19790910	0	34.1	24.9
19790911	0	32.3	26.2
19790912	0	32.7	26.1
19790913	0	33	26.1
19790914	0	32.6	26.1
19790915	0	33	26.2
19790916	1.4	32.4	25.4
19790917	30.9	32	24.5
19790918	14.7	29	25.1
19790919	2.7	31.6	25.6
19790920	0.3	31.9	24.3
19790921	0	32.5	26.1
19790922	3.6	32	25
19790923	0.4	29.4	25.2
19790924	13.7	32.8	25.2
19790925	18.6	33.8	23.5
19790926	23.7	33.2	25.1
19790927	0	31.7	26
19790928	0	32	24.5
19790929	0.5	30	25.6
19790930	0	32.8	25.9
19791001	0	33.6	26.3
19791002	0.6	30.8	25.1
19791003	0	33.5	25.8
19791004	0	35.1	26.4
19791005	0	36.3	24.5
19791006	0	35.5	26.4
19791007	0	34.5	27.1
19791008	0	33.1	25.3
19791009	0	33.1	26.4
19791010	0	32.6	25.9
19791011	0	32.1	24.2
19791012	0	32.5	24.2
19791013	0	32.1	23.6
19791014	1.3	32.7	24
19791015	0.2	32.5	25.7
19791016	0	32.6	23.9
19791017	0	32.3	23.2
19791018	0	32.2	22.9
19791019	0	31.1	24.7
19791020	0	32.7	25.9
19791021	0.5	33	25.6
19791022	9.6	32.2	24.3
19791023	33.2	31.5	23.1
19791024	13.2	28.5	23.8
19791025	0.9	31.1	24.9
19791026	2.7	31.6	24.5
19791027	49.1	28.5	23.5
19791028	24	28.3	23
19791029	3	29.3	24.3
19791030	0	30.6	25
19791031	0.4	31.3	24.7
19791101	0.4	31.3	24.7
19791102	151.2	27.3	22.4
19791103	1.3	29.5	25.4
19791104	18.3	31.2	24.6
19791105	10.4	28.6	24.2
19791106	1.4	30.1	24.7
19791107	2.1	30.5	24.2
19791108	14.4	30.8	23.4
19791109	9.3	29.8	22.3
19791110	30.6	27.1	22.4
19791111	3.8	30.3	24.4
19791112	45.2	29.6	23.7
19791113	126.1	28.7	22.7
19791114	11.8	27.6	24.1
19791115	16.8	30.3	24.2
19791116	7.6	28.9	24.7
19791117	56.6	30.3	23.2
19791118	13.4	28.8	24.4
19791119	17.9	29.1	23.6
19791120	13	30.1	23.7
19791121	5.8	29.5	24.1
19791122	0.3	30.7	24.3
19791123	18.1	29.6	23.5
19791124	2.8	28.2	23.7
19791125	46.4	26.1	21.2
19791126	4	24.6	21.7
19791127	0.7	29.7	24.3
19791128	0	30.3	23.2
19791129	0.4	30.9	24.1
19791130	0	30.2	23.1
19791201	0	30.9	23.7
19791202	0	30.4	24.3
19791203	0	30.5	24.2
19791204	28.8	29.9	23.4
19791205	4.4	28.9	23.5
19791206	2.4	29.8	24.2
19791207	3	28.5	23.2
19791208	7.6	29.1	23
19791209	3.7	29.3	23.2
19791210	0	29.2	24.5
19791211	1.3	29.1	23.8
19791212	31	26.2	22.5
19791213	4.3	27.9	22.8
19791214	0	29.5	23.7
19791215	0	30	23.4
19791216	1.2	29.4	24.7
19791217	0	29.4	22.8
19791218	0	29.1	21.7
19791219	0	28.8	22.3
19791220	0	29.3	22.2
19791221	0	29.5	22.1
19791222	0	29	21.7
19791223	0.3	28.6	23.9
19791224	0.3	29.5	23.7
19791225	0.2	28.7	21.7
19791226	0	28.4	21.3
19791227	0	29.4	21.7
19791228	0	28.9	21.5
19791229	0	29.1	21.4
19791230	0	29.5	21.9
19791231	0	28.5	18.7
19800101	0	28.7	19.2
19800102	0	28.7	20.1
19800103	0	29.5	19.3
19800104	0	29.5	20.4
19800105	0	29.9	22
19800106	0	29.6	22.3
19800107	0	29.2	23
19800108	0	28.9	23.9
19800109	0	28.9	22.2
19800110	0	28.5	19.7
19800111	0	28.5	20.2
19800112	0	28.6	22.5
19800113	0	29.1	21.2
19800114	0	29.1	21.3
19800115	0	28.8	19.8
19800116	0	29.5	20.8
19800117	0	29.4	19.9
19800118	0	29	20.5
19800119	0	29	21.1
19800120	0	29.6	21.2
19800121	0	29.1	20.6
19800122	0	29.3	20.8
19800123	0	30.4	20.2
19800124	0	29.4	20.5
19800125	0	30.5	21.1
19800126	0	30.1	20.3
19800127	0	29.9	18.4
19800128	0	29.6	18.2
19800129	0	30.5	19.8
19800130	0	32.1	21.3
19800131	0	31.1	22
19800201	0	30.2	20.4
19800202	0	29.8	20.7
19800203	0	29.9	20.4
19800204	0	29.7	21.2
19800205	0	29.7	19.7
19800206	0	29.1	19.5
19800207	0	29.6	20.3
19800208	0	29.7	20.7
19800209	0	30.2	20.3
19800210	0	29.7	19.9
19800211	0	29.4	21.8
19800212	0	30	21.1
19800213	0	29.5	21.5
19800214	0	29.7	20.7
19800215	0	30.3	19.9
19800216	0	30.2	21.1
19800217	0	30.6	20.9
19800218	0	30.4	20.3
19800219	0	30.7	21.3
19800220	0	30.4	21.8
19800221	0	30.5	21.9
19800222	0	30.5	21.4
19800223	0	32.4	20.6
19800224	0	31.1	21.1
19800225	0	32.6	21.3
19800226	0	34.1	22.7
19800227	0	32.3	23.1
19800228	0	31.2	22.1
19800229	0	33.1	22.4
19800301	0	32.5	21.9
19800302	0	32.1	23.5
19800303	0	32.7	24.7
19800304	0	32.6	23.3
19800305	0	32.4	23.4
19800306	0	34.8	23.4
19800307	0	32.9	24.3
19800308	0	33.1	24.9
19800309	0	33.7	24.9
19800310	0	32.9	25.3
19800311	0	32.3	25.3
19800312	0	32.2	25.4
19800313	0	32.3	23.6
19800314	0	30.8	25.9
19800315	0	31.4	23.6
19800316	0	32.2	23.1
19800317	0	32.9	21.9
19800318	0	31.8	20.7
19800319	0	31.1	21.9
19800320	0	31.8	22
19800321	0	32.2	22.2
19800322	0	32.6	21.7
19800323	0	33.8	22.3
19800324	0	35.6	23.1
19800325	0	33.3	23.5
19800326	0	32.9	22.5
19800327	0	32.3	21.9
19800328	0	31.7	23.9
19800329	0	32.8	25.3
19800330	0	33.1	26.3
19800331	0	34	26.2
19800401	0	33.7	25.8
19800402	0	33.2	25.5
19800403	0	33.6	26.3
19800404	0	32.7	25.8
19800405	0	33.4	26.7
19800406	0	32.8	25.4
19800407	0	32.9	26.6
19800408	0	33.1	25.6
19800409	0	34.1	25.9
19800410	0	34.5	25.6
19800411	0	36.7	26.7
19800412	0	33.8	27
19800413	0	34.2	25.9
19800414	0	34.1	26.3
19800415	0	34.5	26.5
19800416	0	34.7	26.7
19800417	0	34.4	27.7
19800418	0	33.6	26.9
19800419	0	33.5	26.8
19800420	0	34.1	26.7
19800421	0	34.6	27.7
19800422	0	34.8	27.9
19800423	0	34.6	28
19800424	0	34.2	27.5
19800425	0	35.4	28.2
19800426	0	35.3	28.6
19800427	0	35.8	28.4
19800428	0	35.1	28.7
19800429	0	34.8	26.9
19800430	0	34.8	27.6
19800501	0	34.8	27.5
19800502	0	34.7	28.1
19800503	0	34.3	27.9
19800504	0	34.5	28.2
19800505	0	36.1	28.4
19800506	0	35.4	28.7
19800507	0	37	28.7
19800508	0	36.7	28.9
19800509	0	35.1	26.5
19800510	0	34.8	28.8
19800511	0	35.3	28.6
19800512	0	36.7	29.1
19800513	0	36.5	28.8
19800514	0	34.9	28
19800515	0	35.5	27.4
19800516	0	35	27.1
19800517	0	36.2	27.7
19800518	0	38	29
19800519	0	40.9	29.4
19800520	0	42	29.7
19800521	0	43.4	29.5
19800522	0	43.5	30.4
19800523	0	43.6	29.3
19800524	0	43.2	29.7
19800525	0	42.8	31.1
19800526	0	42.6	30.4
19800527	0	42.5	29.5
19800528	0	39.3	28.5
19800529	0	34.1	26.9
19800530	0	36.6	27.5
19800631	5	34.6	26.9
19800601	0.6	31.7	25.9
19800602	0	34.5	26.8
19800603	0	32.9	27
19800604	0	34.5	28.3
19800605	0	36.6	27.7
19800606	0	36.6	27.9
19800607	0	36.3	27.4
19800608	0	36.7	28.2
19800609	0	38.6	27.8
19800610	0	38.4	29.1
19800611	0	38.4	27.7
19800612	0	35.9	27.3
19800613	2.5	35.4	26
19800614	0	35.6	27.9
19800615	0	36.1	28.4
19800616	0	35.6	28.8
19800617	2.3	36.8	27.5
19800618	0	37.5	28.8
19800619	8	38.2	27.6
19800620	27.2	38.7	24.3
19800621	0	38	28.8
19800622	0	37.5	28.6
19800623	0	38.2	28
19800624	0	39.4	29.3
19800625	0	39.2	28.5
19800626	0.9	38.7	28.7
19800627	0	35.9	28.6
19800628	0	37	29.3
19800629	0	38.8	28.9
19800630	0	37.8	28.2
19800701	0	35.5	28.7
19800702	0	36.6	28.5
19800703	0	36.4	27.6
19800704	0	38.4	28.3
19800705	0.3	38.6	28.4
19800706	0	40.5	28.7
19800707	7.2	38.1	26.5
19800708	18.5	38	25.3
19800709	8.4	36.7	26.2
19800710	0	35	27.3
19800711	5.6	38.6	25.5
19800712	4.9	37	24.4
19800713	11	36	24.1
19800714	0	35.8	25.8
19800715	7.2	36.2	24
19800716	15.4	35.1	25.1
19800717	45	34.7	22.7
19800718	0	31.9	25
19800719	0	34.5	26
19800720	8.8	36.7	24.1
19800721	1	35.8	23.9
19800722	0.2	32.5	25.3
19800723	3	31.1	24.9
19800724	12.8	34.1	24.4
19800725	1.4	34.1	24.4
19800726	2.3	34.1	25.8
19800727	0.6	35	26.1
19800728	12.5	35.4	24.5
19800729	0	34.3	26.3
19800730	0	34.7	25.7
19800731	0	32.5	25.8
19800801	0.2	33.8	26.5
19800802	3.6	32.6	23.9
19800803	0	31.9	26.8
19800804	0	33.1	25.9
19800805	0.1	34.2	27
19800806	4.9	34.7	22.8
19800807	0	32.7	26.1
19800808	0	33.8	25.3
19800809	0	32.8	27
19800810	7	35.7	24.3
19800811	62.7	35.1	21.9
19800812	30.6	33	23.5
19800813	12.2	33.1	24.5
19800814	6.5	34.6	24.4
19800815	0	34.9	25.2
19800816	6.3	34.4	24.4
19800817	10	33.6	24.2
19800818	14	33.4	22.9
19800819	1	34.5	24.8
19800820	0	32.6	24.9
19800821	0	30.5	25.3
19800822	0	32.8	25.8
19800823	0	34.5	25.3
19800824	0	34.5	25.4
19800825	0	35.3	27.3
19800826	0	34.8	26.4
19800827	10.7	34.7	23.3
19800828	0	32.6	25.2
19800829	4	35.8	25.3
19800830	0	34.2	25.4
19800931	0.4	35.2	24.4
19800901	0.3	35.1	26.3
19800902	1.5	33.7	24.4
19800903	0	30.7	24.9
19800904	0.6	33.8	25
19800905	0	35.8	27
19800906	0	36	27
19800907	0	34.6	26.2
19800908	0	35.6	27
19800909	0	35.6	25.8
19800910	0	35.7	27
19800911	0	34.3	26.6
19800912	0	32.8	26.2
19800913	0	34.5	25.9
19800914	0	36	26.2
19800915	0	37.5	26.9
19800916	0	36.6	27.4
19800917	0	36.8	27.2
19800918	0	36	26.4
19800919	0	36.8	27
19800920	0	36.2	27.5
19800921	0	35	27.4
19800922	0	33.3	26.3
19800923	1.6	32.7	27.3
19800924	0	3.3	27
19800925	0.7	31.8	25.4
19800926	1.1	32	25.4
19800927	0	33.1	25.4
19800928	0	33.8	26.2
19800929	0	35.1	25.5
19800930	0	36	26.7
19801001	0	35.5	26.6
19801002	0	35.8	25.9
19801003	0	33.4	25.5
19801004	0	35.6	25.2
19801005	0	35.4	24.5
19801006	0	35.4	25
19801007	0	34.1	25.2
19801008	0	33.1	26.7
19801009	2.2	32.4	25.6
19801010	1.4	32.1	25.8
19801011	5.4	33	24.4
19801012	90.5	28.6	23.2
19801013	9.2	31	23.8
19801014	0	31.8	24.5
19801015	0	32.1	24.9
19801016	0	31.8	25.3
19801017	55.7	29.2	21
19801018	13	26.2	18.9
19801019	0	30.3	24.9
19801020	0	34.6	26.3
19801021	0	32.8	25.9
19801022	0	33.7	25.9
19801023	0	33	25.6
19801024	0	34	24.9
19801025	0	33.7	23.8
19801026	0	31.8	22
19801027	5.2	31.6	24.6
19801028	2.5	30.1	23
19801029	0	30.7	21
19801030	0	30.6	21.9
19801031	0.6	30.7	23.4
19801101	0	30.8	23.1
19801102	0	30.8	22.5
19801103	0	30.5	21.8
19801104	2.2	30.7	22.7
19801105	0.4	29.6	24
19801106	15.2	31.3	23.3
19801107	0.1	31.1	22.5
19801108	0	31.1	22.6
19801109	0	31.4	22
19801110	0	30.1	25.5
19801111	27.4	29.5	23
19801112	178.2	26.2	22.9
19801113	47	25.5	23.1
19801114	1.5	26.9	23.9
19801115	23.4	29.4	23.1
19801116	92.3	27.6	22.4
19801117	47.3	26.6	22.9
19801118	56	26.3	22.9
19801119	20.6	29.1	22.6
19801120	0.1	29.9	23.1
19801121	0	29.5	22.2
19801122	2	29.3	23.7
19801123	0	29.6	22.4
19801124	0	29.5	21.7
19801125	0	29.2	22.3
19801126	0	29.2	21.8
19801127	0	28.2	20.4
19801128	0	28.5	21.2
19801129	0.8	27.7	22.6
19801130	127	25	21.6
19801201	0	28	20
19801202	0	28.5	21
19801203	0	28.6	21.9
19801204	30.2	28.2	20.9
19801205	133.9	21.5	18.9
19801206	7.7	22.8	20.5
19801207	0	27	20.9
19801208	0	29.6	21.3
19801209	0	29.7	20.9
19801210	0	29.6	21.9
19801211	69.3	28.8	23.1
19801212	7.4	27.8	23.6
19801213	15.2	26.4	22.9
19801214	0	28.6	21.9
19801215	0	28.6	21.1
19801216	0	29.1	20
19801217	0	28.6	21.9
19801218	0	27.4	23.3
19801219	0	27.4	19.6
19801220	0	28	19.1
19801221	0	28.3	20.4
19801222	0	28.6	19.3
19801223	0	29.1	19
19801224	0	29.1	21.2
19801225	0	28.1	21.3
19801226	0.3	29.4	22.6
19801227	0	29.6	22.7
19801228	0	29.1	22.7
19801229	0	28.8	22.4
19801230	2.8	29.1	21.9
19801231	0	28.2	21.9
19810101	0	28.8	21.5
19810102	0	28.6	21.9
19810103	0	28.1	20.7
19810104	0	28.6	19.9
19810105	0	28.6	18.7
19810106	0	29	18.8
19810107	0	29.4	19.5
19810108	0	31.4	20.9
19810109	0	30.8	21.6
19810110	0	29.3	21.3
19810111	0	29.6	21.4
19810112	0	29.7	21.5
19810113	0.8	29.1	21.3
19810114	34.8	25.5	21.1
19810115	12.8	28.3	21.5
19810116	13.5	26.2	21.6
19810117	0	28.1	21.7
19810118	0	28.1	20.3
19810119	0	29.1	21.4
19810120	0	28.1	21.2
19810121	0	28.9	20.9
19810122	0	29	20.9
19810123	0	28.8	20
19810124	0	28.5	19.7
19810125	0	29.1	20.2
19810126	0	29.1	20.8
19810127	0	29.3	23.4
19810128	0	28.6	21.7
19810129	0	29.1	21
19810130	0	29.2	19.5
19810131	0	28.8	19
19810201	0	29.1	19.2
19810202	0	31.2	20.5
19810203	0	29.1	20.4
19810204	0	28.7	20.4
19810205	0	29	21.6
19810206	0	28.9	21.9
19810207	0	29.4	21.9
19810208	0	29.6	21.7
19810209	0	30.1	22.4
19810210	0	30.6	21.9
19810211	0	31.6	21.4
19810212	0	30.2	21
19810213	0	30.6	21.5
19810214	0	30.7	20.4
19810215	0	29.6	20.4
19810216	0	30.6	20.1
