date	prec	tmax	tmin
19890923	5.4	32.2	25.3
19890924	2.2	32.3	25.6
19890925	0	32.6	25.5
19890926	0	33.4	25.6
19890927	30.4	32.6	22.7
19890928	30.6	31.3	21.3
19890929	0	31.7	25.6
19890930	0	30.9	25.8
19891001	3.8	31.6	24.1
19891002	0	32.1	25.3
19891003	0	33.1	25.8
19891004	0	33.9	25.6
19891005	0	35	25.3
19891006	0.8	29.6	25.8
19891007	0.5	31.1	25
19891008	0	33.1	25.6
19891009	48	34.1	23.5
19891010	0.2	33.2	25.3
19891011	0	32.6	25.3
19891012	3	33	25.8
19891013	0	32.1	25.5
19891014	0	32.1	24.4
19891015	0	33.4	24.8
19891016	0	34.2	26
19891017	0	35.2	25.8
19891018	0	34.5	25.2
19891019	0	33.8	25.4
19891020	3.4	33.6	24.8
19891021	0	33.6	23.5
19891022	0	32.5	22.4
19891023	0	32.6	25.3
19891024	18.4	30.1	25.2
19891025	0	32	25.4
19891026	0	32.4	25.3
19891027	30.4	31.4	23.6
19891028	28.2	26.9	23.9
19891029	28.2	28.1	22.7
19891030	8.2	28.8	23.7
19891031	3.8	30.3	24.3
19891101	15.1	30.6	22.9
19891102	20.8	30.1	22.7
19891103	4.9	27.8	23.9
19891104	1	28.1	23.5
19891105	49.1	31.1	23.5
19891106	0.1	30.2	22.7
19891107	0	29.9	21.6
19891108	0	30.2	23.3
19891109	0	31.3	23.5
19891110	40	31.5	23.4
19891111	0.1	30.3	25.2
19891112	122.7	27.8	22.7
19891113	83.5	25.1	23
19891114	38.2	27.4	22.5
19891115	0.5	26.6	23.2
19891116	0	29.1	22.4
19891117	2	29.6	24
19891118	32.7	29.5	23
19891119	55.4	29.2	22.1
19891120	9.3	29.1	23.3
19891121	0	29.5	22.9
19891122	0	29.1	22.6
19891123	0	29.5	20.3
19891124	0	29.1	21.6
19891125	0	29.1	20.9
19891126	0	29	22
19891127	14.1	28.6	23.8
19891128	3.8	29.1	22.3
19891129	0	28.8	21.9
19891130	0	28.9	24.8
19891201	3.4	29.4	23.7
19891202	131.2	29.2	22.4
19891203	51.2	27	21.8
19891204	1.2	26.5	23
19891205	0	28.4	23
19891206	0	28.6	20.5
19891207	0	28.2	20.8
19891208	0	28	20
19891209	0	27.6	19.7
19891210	0.2	28.4	21.9
19891211	3.5	27.4	22.2
19891212	0	28.1	23.5
19891213	0	28.4	21
19891214	0	28.6	23.7
19891215	0	27.9	22.3
19891216	0	27.9	22
19891217	0	28.1	22.6
19891218	0	27.8	20.4
19891219	0	28.1	21.4
19891220	5.4	27	20.4
19891221	0	28.3	20.7
19891222	0	28.6	21.5
19891223	0	28.6	21
19891224	0	28.4	20.2
19891225	0	28.8	19.1
19891226	0	28.1	20
19891227	0	28.6	20.9
19891228	0	29.7	21.8
19891229	0	28.5	22.7
19891230	0	29.6	22.3
19891231	0	30.3	22.6
19900101	0	30.1	22.9
19900102	0	28.6	22.3
19900103	0	28.7	22.3
19900104	0	29.1	24.1
19900105	0	28.5	23.4
19900106	0	28.2	24.5
19900107	6	26.2	23.5
19900108	0.2	27.4	23.8
19900109	0.3	28.4	22.1
19900110	0	28.7	20.7
19900111	0	29.1	20.4
19900112	0	28.7	17.8
19900113	0	29.7	16
19900114	0	31.3	18.1
19900115	0	31.8	16.9
19900116	0	30.6	18.2
19900117	0	28.7	18.8
19900118	0	29.1	17.4
19900119	0	30.3	16.3
19900120	0	29.9	15.8
19900121	0	33.1	16.7
19900122	0	32.8	18.1
19900123	0	30	19.6
19900124	0	29.6	19
19900125	0	28.8	19.7
19900126	0	30.6	19.3
19900127	0	29.6	19.1
19900128	0	29.2	18.8
19900129	0	29.1	19.4
19900130	0	29.6	19.8
19900131	0	29.5	19.5
19900201	0	29.5	18.2
19900202	0	29.6	18.7
19900203	0	29.9	19.2
19900204	0	29.9	18.8
19900205	0	30.1	18.2
19900206	0	30.6	19.2
19900207	0	30.1	21
19900208	0	29.4	22.2
19900209	0	30.1	22
19900210	0	30.5	22.5
19900211	0	30.7	24.2
19900212	0	30.7	23.3
19900213	0	30.8	22.6
19900214	0	31.1	23.6
19900215	0	31.2	22.8
19900216	0	31.4	25.3
19900217	0	30	25.3
19900218	0	31.7	25.8
19900219	0	32.3	25.9
19900220	2.9	31.5	23.4
19900221	0	32.1	25.7
19900222	0	35	25.2
19900223	0	33	25.5
19900224	0	32.5	25.5
19900225	0	32.5	25.8
19900226	0	33	25.7
19900227	0	35	25.1
19900228	0	32.4	25.3
19900301	0	32.7	24.9
19900302	0	32.1	24.5
19900303	0	31.5	24.9
19900304	0	34.8	26.5
19900305	0	33.1	26.2
19900306	0	33.5	26.2
19900307	0	32.2	26.4
19900308	0	34.5	26.8
19900309	0	33.3	26.2
19900310	14	31.2	26
19900311	0	29.5	24
19900312	0.1	30.3	24.5
19900313	0	31.7	24.6
19900314	0	33	26
19900315	0	33.6	26.5
19900316	0	33.6	25.2
19900317	0	32.1	24.5
19900318	0.7	31.5	24.6
19900319	0	31.5	22.9
19900320	0	31.6	25.4
19900321	0	32.4	24.9
19900322	0	33.1	25.2
19900323	0	33.1	25.4
19900324	0	34.7	26.6
19900325	0	34.6	27.8
19900326	0.4	35.7	27.7
19900327	0	36.1	24.1
19900328	0	33.5	27.1
19900329	0	34.6	27.2
19900330	0	33.1	26.4
19900331	0	33.1	25.7
19900401	0	32.6	25.1
19900402	0	33.1	25.2
19900403	0	33.5	26.9
19900404	0	34.6	27.1
19900405	0	33.5	28.1
19900406	0	34	26.9
19900407	0	33.6	27.5
19900408	0	32.7	27.2
19900409	0	33.6	26.8
19900410	0	34.1	27.2
19900411	0	35.1	27.4
19900412	0	34.5	27.5
19900413	0	32.8	26.5
19900414	0	34.1	26.3
19900415	0	34.1	26.7
19900416	0	33.1	27.1
19900417	0	34	27.5
19900418	0	33.6	27
19900419	0	34.4	27
19900420	0	38.2	28.3
19900421	0	38.6	29
19900422	0	39.7	28.5
19900423	0	39.1	27
19900424	0	37	27.3
19900425	0	34.5	26.9
19900426	0	36.3	27
19900427	0	33.8	28.7
19900428	0	33.8	26.6
19900429	0	33.7	27.5
19900430	0	34	27.9
19900501	0.8	33.7	27.3
19900502	0	33.6	27.3
19900503	0	34.2	26.3
19900504	0	34.7	27.2
19900505	0	34.5	27.1
19900506	0	33.8	27.9
19900507	45.7	33.2	24
19900508	147.2	29.5	23.5
19900509	67.9	28.3	23.1
19900510	2.8	31.7	27.1
19900511	70.1	33.7	22.8
19900512	17.5	31.1	25.5
19900513	15.8	29.3	24.9
19900514	0	32.7	27.3
19900515	0	35.6	27.4
19900516	0	38.1	27.9
19900517	0	36.7	27.5
19900518	0	38.7	27.8
19900519	0	36.1	28.5
19900520	5	37.5	27.7
19900521	14.3	36.7	27.7
19900522	10.7	36.3	26
19900523	0	36.2	26.6
19900524	0.8	35.4	25
19900525	0	35	26.3
19900526	0	34.6	26.8
19900527	0.8	36.3	26.8
19900528	0	36.2	28.1
19900529	1.6	36.1	26.5
19900530	7.5	36.9	24.6
19900531	0	36.5	27.8
19900601	0	36.6	28
19900602	0	36.6	27.4
19900603	0	37.1	28.4
19900604	4.8	37.5	25.3
19900605	8.2	36.9	25.8
19900606	0	37	28.2
19900607	0	36.9	28.2
19900608	0	37.3	26.6
19900609	0	33.7	28.4
19900610	0.3	35.5	25.4
19900611	0.5	35.1	28
19900612	2.5	36	25.5
19900613	0	33.7	26.7
19900614	0	33.4	26.9
19900615	0	36.2	27.2
19900616	0	33.7	27.1
19900617	0.7	35.6	27
19900618	0	34.1	28
19900619	0	38.3	28.7
19900620	0.8	35.5	27.5
19900621	0.1	34.6	27.4
19900622	0	36.7	27.9
19900623	2.2	36.1	26.7
19900624	0.2	38.1	28.5
19900625	0	37.3	27.4
19900626	0	36.1	27.1
19900627	0	36.6	28.4
19900628	0	36.3	28
19900629	0	36.7	27.2
19900630	0	36.6	28.4
19900701	0.7	37	26.9
19900702	0	35.9	28.1
19900703	32.8	35.4	23.3
19900704	0.8	36.3	26.2
19900705	0	35.2	26.8
19900706	0	36	26.6
19900707	0	34	26.7
19900708	0	34.8	26.4
19900709	0	34.6	26.7
19900710	0	34.5	27.1
19900711	3.3	36.5	25.9
19900712	1.5	33.6	25.2
19900713	0	34	26.6
19900714	0.5	36.4	26.1
19900715	1.8	36	26.7
19900716	13.6	34.5	24.3
19900717	0	31.6	26.3
19900718	0.3	35.8	26.1
19900719	0.5	34.6	25.7
19900720	0.9	35.1	24.1
19900721	4.8	34.1	23.9
19900722	0.2	34.6	26.1
19900723	0.4	30.9	25.9
19900724	6.3	35.1	25.9
19900725	0.1	35.6	26.5
19900726	0	36.5	26.8
19900727	0	35.6	26.8
19900728	0.1	35.8	24.9
19900729	0	36.3	26.3
19900730	5.8	34.7	24.4
19900731	22.3	35.7	22.6
19900801	0	34.7	25.9
19900802	2	33.8	24.6
19900803	0	35	25.4
19900804	0	35.3	25.7
19900805	0	34.5	26.4
19900806	0	33.7	25.4
19900807	8.1	36	23.5
19900808	7.1	28.1	24.6
19900809	0	32.1	24.7
19900810	0.6	27.9	25
19900811	15.5	34.3	23.9
19900812	0	33.2	26.7
19900813	0.2	35	26.4
19900814	5.2	32.1	23.9
19900815	0	30.4	25.2
19900816	0	32.6	26.2
19900817	0	35.1	26.9
19900818	0	35.9	26.9
19900819	0	37	27.3
19900820	0	36	28.4
19900821	0	35.5	28
19900822	0	36.6	28.4
19900823	0	36.4	27.5
19900824	1.7	37.8	27.2
19900825	0	37.7	25.7
19900826	0	32.7	26
19900827	11.1	36	22.2
19900828	0.1	30.6	24.4
19900829	3.1	35.1	26.1
19900830	1	36.8	26.3
19900831	0	36.1	27.2
19900901	3.3	36.7	27.1
19900902	0	35.1	26.4
19900903	0.5	34.6	26
19900904	0	35.1	26.8
19900905	8.6	36.2	25.4
19900906	0	34.1	25.7
19900907	0.1	32.4	24.7
19900908	1.2	34.6	24.1
19900909	0	33.1	24.3
19900910	0	35.6	25.6
19900911	8.7	36	25.4
19900912	0	35.2	25.9
19900913	26.3	35	25.5
19900914	0.3	36.4	27.9
19900915	0	34.9	26.4
19900916	2.6	34.7	25.2
19900917	0	35	26.5
19900918	9.7	34.7	24.2
19900919	0	35.6	26.6
19900920	0	34.8	26.6
19900921	0	34.5	27.3
19900922	24.3	34.6	24.7
19900923	0	34.7	26.5
19900924	7.6	34.7	24.5
19900925	73.7	34.1	22.2
19900926	0.2	32.2	25.8
19900927	0	33.1	24.3
19900928	15.2	34.5	23.6
19900929	12.2	29.6	22.6
19900930	0.5	28.7	25.6
19901001	0.3	28.9	25.5
19901002	0	30.1	25.7
19901003	2	32.3	25.6
19901004	0	34	26.2
19901005	0	33	26.3
19901006	0	34.7	25.8
19901007	0	35.3	26.4
19901008	0	35.4	25.9
19901009	0	34.2	26.2
19901010	0	32.6	27
19901011	0	32.5	25.8
19901012	0.3	32.8	25.5
19901013	0	32.2	25
19901014	0	32.2	24.6
19901015	0.3	32.2	25.2
19901016	0	31.8	24.3
19901017	0	31.7	24.8
19901018	19.7	31.9	24.4
19901019	15.6	31.6	24.2
19901020	87.5	26	23.1
19901021	6	27.1	24.2
19901022	9.5	28.8	24.4
19901023	31.7	30.2	23.8
19901024	0.6	28.1	24.7
19901025	2.2	30.9	24.2
19901026	21.2	31.1	23.6
19901027	55.2	31.5	22.8
19901028	46	26.1	22.7
19901029	44.3	26.8	23.4
19901030	123.5	26.1	23.2
19901031	107.6	25.9	23.1
19901101	131	24.7	22.9
19901102	95.9	24.5	22.9
19901103	0.2	26.9	22.1
19901104	0	30.9	23
19901105	0	30.6	24.5
19901106	0	32.8	24.4
19901107	0	32.6	24.2
19901108	0	34.6	24.7
19901109	0	32.9	24.9
19901110	0	33	24.4
19901111	0	31.6	20.8
19901112	0	31	19.7
19901113	0	30.6	20.3
19901114	13	31.6	23.4
19901115	17.7	25.2	22.7
19901116	0.1	30	23.7
19901117	0.7	30.4	24
19901118	0	30.5	24.2
19901119	0	30.8	23
19901120	0	30.6	22.8
19901121	7	30.7	23.6
19901122	0	29.1	23.4
19901123	0	29.7	23.6
19901124	3.8	29.8	24.9
19901125	15	29.7	23.9
19901126	2.5	29.7	23.9
19901127	13.3	28.5	24.2
19901128	9.1	30	23.3
19901129	0	29.2	22.8
19901130	0	29.5	22.1
19901201	0	30.8	21.3
19901202	0	30.2	22.5
19901203	5.1	29.2	24
19901204	3.9	29.6	23.5
19901205	9.7	27.8	24.3
19901206	0	29.8	24.1
19901207	0	29.7	24.9
19901208	0	29.2	24.8
19901209	4.6	29.6	22.7
19901210	0	28.9	21.5
19901211	0	27.7	22.6
19901212	0	29.6	24.7
19901213	0.5	29	21.5
19901214	0	29.1	23.4
19901215	0	28.8	22
19901216	0	28.5	21.4
19901217	0	29	19.9
19901218	0	30.3	21.2
19901219	0	30.3	24
19901220	0.8	29.1	22.9
19901221	0.3	29.1	23.3
19901222	0	29.1	24.5
19901223	0	28.6	22.8
19901224	0	28.6	23
19901225	0	28.2	21.9
19901226	0	28.3	22.1
19901227	0	28.1	21.1
19901228	0	28.7	20.7
19901229	0	28.1	20.2
19901230	37.2	27.9	22.6
19901231	29.8	26.1	23
19910101	1.6	27.6	22.9
19910102	0	30.1	24.2
19910103	0	30.6	24
19910104	0	28.8	22.3
19910105	0	27.8	22.4
19910106	0	29.6	22.6
19910107	2.4	29.7	23.1
19910108	0	28.9	21.8
19910109	0	28.3	20.7
19910110	0	28.9	22
19910111	0	29.7	23.4
19910112	0	29.3	21.4
19910113	0	29.6	20.9
19910114	0	29.1	20.8
19910115	0	29.1	20.7
19910116	0	29.8	22.5
19910117	0	28.9	24.4
19910118	0	29.2	24.2
19910119	0	29.1	24.3
19910120	0	29.6	21.9
19910121	0	29.4	21.4
19910122	0	29.8	20.7
19910123	0	29.3	21.6
19910124	0	30.1	21.5
19910125	0	29.2	21
19910126	0	28.7	20.6
19910127	0	29.2	20.4
19910128	0	29.3	20.2
19910129	0	31.8	19.6
19910130	0	32.5	21.6
19910131	0	29.4	21.1
19910201	1	29.4	23.5
19910202	0	29.4	23.2
19910203	0	29.8	24.3
19910204	0	30.9	24.5
19910205	0	30.5	22.3
19910206	0	29.9	23.7
19910207	0	30.1	21.5
19910208	0	30.1	20.7
19910209	0	30	20.5
19910210	0	30.1	20.5
19910211	0	29.9	20.3
19910212	0	32.8	20.6
19910213	0	31.5	19.7
19910214	0	31.4	20.2
19910215	0	30.8	20.7
19910216	0	31.4	21
19910217	0	34.6	21.5
19910218	0	35.5	22.6
19910219	0	31.9	21.8
19910220	0	30.6	22.1
19910221	0	30.5	24
19910222	0	30.9	22.8
19910223	0	30.8	22.5
19910224	0	30.4	23
19910225	0	30.9	23.8
19910226	0	31.6	24.5
19910227	0	31.4	23.6
19910228	0	31.6	24.5
19910301	0	31.6	22.7
19910302	0	30.1	23.7
19910303	0	31.1	24.3
19910304	0	31.5	24.8
19910305	0	32.4	25.4
19910306	0	32.6	25
19910307	0	32.2	25.3
19910308	0	32.4	27.1
19910309	0	32.1	25.1
19910310	0	31.6	23.4
19910311	0	31.6	23
19910312	0	31.8	22.5
19910313	0	31.8	22.7
19910314	0	31.5	22.9
19910315	0	31.6	22.3
19910316	0	31.6	23.5
19910317	0	33.6	23.5
19910318	0	32.3	23.5
19910319	0	34.1	23.7
19910320	0	33.6	24.5
19910321	0	36.3	26.3
19910322	0	33.4	26.1
19910323	0	34	25.2
19910324	0	33.4	23.4
19910325	0	32.1	24.5
19910326	0	33.1	25.4
19910327	0	32.5	25.3
19910328	0	32.4	25.1
19910329	0	32.6	24
19910330	0	32.3	24.4
19910331	0	32.6	25
19910401	0	33.5	26.3
19910402	0	33.3	26.4
19910403	0	32.3	26.7
19910404	0	33	25.4
19910405	0	33.5	25.5
19910406	0	33.6	26.4
19910407	0	33.6	29.6
19910408	0	33.3	26.8
19910409	0	35.3	27
19910410	0	37.3	27.1
19910411	0	34.6	26.8
19910412	0	34.6	27
19910413	0	29.5	26.3
19910414	0	33.8	26.9
19910415	0	33.9	26.5
19910416	0	34.3	26.8
19910417	0	34.8	26.3
19910418	0	34.6	25.9
19910419	0	34.1	26.8
19910420	0	34.3	27.5
19910421	0	36.1	27.8
19910422	0	35.6	27.7
19910423	0	34.1	27.4
19910424	0	34.6	27.5
19910425	0	34.6	26.8
19910426	0	35.1	28
19910427	0	34.1	25.8
19910428	0	37.5	26.8
19910429	0	38.5	29.4
19910430	0	41.6	29
19910501	0	41.3	29.5
19910502	0	40.4	29.5
19910503	0	38.9	29.2
19910504	0	35.1	29.9
19910505	0	34.7	28.7
19910506	0	36.7	28.5
19910507	0	36.1	28.8
19910508	0	38.4	29
19910509	0	36.4	28.8
19910510	0	37.2	28.7
19910511	0	34.4	28.4
19910512	0	35	28
19910513	0	34	27.5
19910514	0	34.2	27.8
19910515	0	34	27.6
19910516	0	34.7	26.7
19910517	0	34.7	28.3
19910518	0	35.3	28.5
19910519	0	36	28.2
19910520	0	35.4	28.8
19910521	0	35.4	27.8
19910522	0	34.4	27.7
19910523	0	36.1	28.3
19910524	0	34.6	28.9
19910525	0	37.6	29.1
19910526	0	38.5	29.6
19910527	0	35.5	28.8
19910528	0	34.4	28.7
19910529	0	36	28.5
19910530	0	36.1	29
19910531	0	36	28.7
19910601	0	34.9	28.8
19910602	0	35.1	28.5
19910603	0.2	33.6	27.8
19910604	7.3	33.6	25.6
19910605	184.4	27.5	24.3
19910606	1.8	31.6	27
19910607	2.6	33.3	26.8
19910608	0	35	27.2
19910609	0	36	27.9
19910610	0	34.2	27.7
19910611	0	35.4	27.4
19910612	0	37.1	29.1
19910613	0.5	36.1	27
19910614	0	35.9	27.2
19910615	11.9	35	25.1
19910616	0.3	34.5	25.5
19910617	1.8	35.9	26.5
19910618	4	33.6	26.7
19910619	0	34.1	27.7
19910620	0	35.5	27
19910621	2.6	35.6	26.5
19910622	0	35.2	27.5
19910623	4	35.7	25.7
19910624	27.2	33.6	22.8
19910625	2.7	34	24.7
19910626	12.6	33.7	25
19910627	0	33.6	26.2
19910628	0	32.2	26.4
19910629	0	34.5	27.1
19910630	0	34.1	27.4
19910701	64.8	33.7	22.6
19910702	0	33.7	25.4
19910703	3.9	35.4	25.2
19910704	1.2	35	25.3
19910705	0	29.8	26.3
19910706	0.3	31.8	27.2
19910707	2.8	31.9	24.2
19910708	0.3	29.7	24.7
19910709	1.1	30.6	24.9
19910710	0	32.1	26.1
19910711	2.7	34.1	29
19910712	0	35.6	26.9
19910713	0.1	33.8	26.6
19910714	0	36.2	26.9
19910715	0	36.1	28.5
19910716	0	32.5	26.4
19910717	0	35.3	27.5
19910718	0	33.8	25.9
19910719	0	35.9	27
19910720	0	36.7	27.6
19910721	0	36.9	28.5
19910722	0.4	36.3	27
19910723	0	37.1	27.9
19910724	1.1	37	27.7
19910725	0.6	35.2	27.8
19910726	0	36	28.2
19910727	0	36.2	28.7
19910728	0	36.1	28.4
19910729	0	35.7	26.7
19910730	0	36.4	28.1
19910731	0	36.5	27.3
19910801	0	36	27
19910802	0	35.3	26.3
19910803	0	31.8	26.7
19910804	17.3	35.6	23.6
19910805	28.4	35.1	22
19910806	13.4	32.3	23.2
19910807	0.8	28.7	24.7
19910808	1.6	29.1	23.3
19910809	0.4	31.6	24.4
19910810	1.3	32.5	25.5
19910811	0	33.4	26.3
19910812	4.2	34.8	28.8
19910813	25	33.1	23
19910814	0	33	26.9
19910815	0	32.3	26.5
19910816	1.5	33.5	26.1
19910817	0	34.5	27.2
19910818	11	35.6	24.5
19910819	0	34.6	26.8
19910820	0	33.7	26.3
19910821	0	34.5	26.9
19910822	0.7	34.3	27.3
19910823	0	34.5	27.7
19910824	0	34.7	27.1
19910825	0	35.7	27.3
19910826	0	36.3	26.4
19910827	0	35.8	27.1
19910828	0.7	36.1	27.1
19910829	0	35.8	27.3
19910830	0.4	36.4	26.7
19910831	0	36.1	26.7
19910901	0	34.9	26.9
19910902	0	35.6	26.4
19910903	0	35.8	26
19910904	0	35.5	27.6
19910905	0	34.8	28
19910906	0	35.6	25.6
19910907	27.6	36.3	23.7
19910908	0	35.1	27.5
19910909	0	34.7	27.2
19910910	0	35.3	25.1
19910911	0	33.1	25.9
19910912	0	33.9	25.5
19910913	0.4	34.6	25.9
19910914	0.4	34.2	24.9
19910915	0	33.3	25.3
19910916	0	33.6	24.9
19910917	0	33.6	25.6
19910918	5.7	35.7	26.6
19910919	0	33.8	26.9
19910920	0.8	32.3	25.5
19910921	0.4	31.1	23.9
19910922	0	31.6	26.5
19910923	5.4	36.5	25.5
19910924	49	34.6	22.4
19910925	95.9	33.7	23.2
19910926	0	34.8	26.5
19910927	0	34.8	27.4
19910928	0	33.8	26.6
19910929	3	33.8	26.1
19910930	0	32.9	25.8
19911001	0	36.1	26.1
19911002	0	35.6	26.7
19911003	0	34.3	25
19911004	0	33.4	24.7
19911005	10.6	32.3	24
19911006	0	34.4	26.7
19911007	30.1	34.3	23.6
19911008	0	32.1	26
19911009	0	32.4	26.4
19911010	21.6	33.8	23.3
19911011	7.1	33.9	23.7
19911012	0	34.1	26
19911013	0	32.4	25
19911014	0	34.4	25.4
19911015	0	34.6	25.8
19911016	0	33.1	25.4
19911017	0	32.3	25.1
19911018	0	31.8	24.8
19911019	8.2	32.1	24.3
19911020	5.1	31.5	23.9
19911021	2.6	31.6	23.6
19911022	6.8	31.5	24.6
19911023	2	31.6	24.5
19911024	1.4	31	23.8
19911025	0	31.1	23.4
19911026	0	31.3	24.9
19911027	5.6	29.8	23.7
19911028	72	25	23.4
19911029	129.2	27.3	23.9
19911030	17.6	30.5	23.9
19911031	0.3	30.5	25.4
19911101	2.7	31.8	24.9
19911102	0.4	31	26.1
19911103	15.5	31	23.4
19911104	0	31.2	24.2
19911105	0	31.8	24
19911106	0	30.8	23.9
19911107	0	29.9	23.3
19911108	0.1	28.9	23.3
19911109	0	30.1	23
19911110	0	30.7	23.5
19911111	10.8	31.1	23.1
19911112	1	29.6	23.8
19911113	11	29.4	24
19911114	148.7	29.1	22.4
19911115	101.5	25.9	23
19911116	92	27	22.7
19911117	46.4	27.3	23.2
19911118	21	29.3	23.7
19911119	0	29.3	22.9
19911120	0.5	29.7	24.8
19911121	1.2	29.1	23.4
19911122	11.6	29.6	23
19911123	0	29.4	25.2
19911124	0.7	29	23.4
19911125	0	28.9	23.9
19911126	0	28.9	21.8
19911127	0	28.8	20.5
19911128	0	28.3	19.5
19911129	0	28.7	18
19911130	0	29.1	19
19911201	0	28.8	19.5
19911202	0	29.9	21.5
19911203	0	29.1	21.7
19911204	0	28.7	20.9
19911205	0	28.5	23.1
19911206	0	28.8	20.9
19911207	0	28.9	19.4
19911208	0	28.3	19.6
19911209	0	28.7	19.7
19911210	0	28.7	21.2
19911211	0	28.5	20.6
19911212	0	29.4	24.5
19911213	0	28.9	24.7
19911214	0.1	27.3	24.4
19911215	0	27.9	21.8
19911216	1.7	28.6	23.9
19911217	0	27.6	21.6
19911218	0	27.8	20.8
19911219	0	28.5	20.2
19911220	0	28.1	20.2
19911221	0	29.1	22.7
19911222	0.7	26.9	21.7
19911223	0	29.2	21.3
19911224	0	29.3	20
19911225	0	30.2	21.7
19911226	0	30.1	22
19911227	0	31.1	22.5
19911228	0	30.6	22.7
19911229	0	30.5	22.9
19911230	0	29.4	24.7
19911231	0	30.1	23.7
19920101	0.7	29.1	23.6
19920102	3.2	29.5	22.5
19920103	8.4	29.5	22.2
19920104	0	28.6	24
19920105	0	29	20.1
19920106	0	27.2	17.3
19920107	0	28.6	16.7
19920108	0	28.1	17.6
19920109	0	28.2	17.8
19920110	0	28.3	19.3
19920111	0	29.4	20.6
19920112	0	28.8	20
19920113	0	28.8	20.5
19920114	0	28.1	20
19920115	0	28	20.5
19920116	0	29.1	19.3
19920117	0	28.2	19.8
19920118	0	28.6	20.8
19920119	0	25.4	19.9
19920120	0	29	19.8
19920121	0	28.5	19.4
19920122	0	28.6	20.4
19920123	0	29.1	19.2
19920124	0	29.1	20.6
19920125	0	29.5	20.3
19920126	0	29.6	19.1
19920127	0	28.8	20
19920128	0	28.7	20.5
19920129	0	29.3	20.1
19920130	0	29.1	20.4
19920131	0	29.1	21.7
19920201	0	30.5	21.8
19920202	0	31	21.3
19920203	0	31.2	22.5
19920204	0	30.1	21.9
19920205	0	29.1	20.5
19920206	0	29.3	20.6
19920207	0	29.7	20.7
19920208	0	30.4	22
19920209	0	32.6	22.7
19920210	0	32.1	22.6
19920211	0	30.6	22.6
19920212	0	31.2	21.9
19920213	0	30.6	22
19920214	0	31.1	21.1
19920215	0	31	21
19920216	0	30.5	22
19920217	0	31.7	23.2
19920218	0	32.6	24.4
19920219	0	33.3	24.7
19920220	0	31.6	24.1
19920221	0	31	25.3
19920222	0	31.8	23.9
19920223	0	32.6	23.8
19920224	0	31.6	23.2
19920225	0	30.9	23.1
19920226	0	30.8	21.7
19920227	0	30.5	22.2
19920228	0	30.4	20.8
19920229	0	31	20.7
19920301	0	31.3	20.5
19920302	0	31.2	20.4
19920303	0	34.7	22
19920304	0	37.1	22.7
19920305	0	36.4	22.3
19920306	0	36.1	23.3
19920307	0	33.7	21.7
19920308	0	36.6	22.1
19920309	0	35.1	20.9
19920310	0	35.1	21
19920311	0	35.7	20.2
19920312	0	34.7	21.6
19920313	0	31.8	21.6
19920314	0	31.2	21.4
19920315	0	32.3	20.2
19920316	0	31.8	21.5
19920317	0	32.6	22.9
19920318	0	32.6	23.3
19920319	0	31.9	23
19920320	0	31.9	22.8
19920321	0	31.7	21.7
19920322	0	32.6	21.7
19920323	0	30.6	21.5
19920324	0	31	23.2
19920325	0	33.2	23.5
19920326	0	32	24.1
19920327	0	31.8	24.2
19920328	0	33.6	24.2
19920329	0	33	24.4
19920330	0	35	24.9
19920331	0	34.5	24.8
19920401	0	33.6	24.5
19920402	0	32.5	24.2
19920403	0	32.4	22.7
19920404	0	33.6	24.3
19920405	0	36.1	26.2
19920406	0	35.8	26.2
19920407	0	36.2	26.8
19920408	0	35.9	26.7
19920409	0	35.5	27.2
19920410	0	34.6	26.9
19920411	0	34.5	26.8
19920412	0	34	26.6
19920413	0	33.7	24.8
19920414	0	33.1	24.7
19920415	0	33.2	24.7
19920416	0	33.2	27
19920417	0	33.5	26.7
19920418	0	32.8	27
19920419	0	33.3	27
19920420	0	34	26.7
19920421	0	34	26.4
19920422	0	34.4	27
19920423	0	34.3	26.8
19920424	0	34.1	27.2
19920425	0	33.4	27.5
19920426	38.6	33.9	22.2
19920427	0	31.7	26.4
19920428	0	33.7	24.7
19920429	0	33.3	25.3
19920430	0	33.5	27
19920501	0	34.6	26.4
19920502	0	33.9	27
19920503	0	35	28.2
19920504	0	34.6	28.3
19920505	0	34.6	28
19920506	0	33.8	27
19920507	0	34.2	27.2
19920508	0	34.5	27.7
19920509	0	34.1	27.9
19920510	0	35.5	28.2
19920511	0	35.9	27.7
19920512	0	34.9	26.7
19920513	0	33.9	26.7
19920514	0	34.4	26.6
19920515	0	34	28
19920516	0	35	26.6
19920517	0	37.2	28.8
19920518	0	37.7	28
19920519	0	38.2	29.5
19920520	0	38.6	28.3
19920521	0	39.3	28.3
19920522	0	38.7	28.6
19920523	0	40.7	28.5
19920524	33	40.8	22.5
19920525	17.3	33	26
19920526	0	37.3	27.9
19920527	0	36.9	28.3
19920528	0	36.9	28
19920529	0	34.1	28
19920530	0	34.3	27.9
19920631	0	34.1	27.8
19920601	0	35.8	28
19920602	0	38.5	28.2
19920603	0	35.5	28.1
19920604	0	36.1	27.8
19920605	0	34.8	27.6
19920606	0	34.9	28
19920607	0	35.3	27.7
19920608	0	34.8	26.3
19920609	0	35.3	27.6
19920610	0	35	28
19920611	5.3	36.1	25.8
19920612	0	35.1	28
19920613	0	34.5	28.2
