date	prec	tmin	tmax
19710101	0	18.92	26.97
19710102	0	19.75	28.38
19710103	0	20.35	27.8
19710104	0	21.21	28.42
19710105	3.4	21.61	28.18
19710106	3.8	21.62	26.41
19710107	1.4	21.6	28.61
19710108	0	21.18	29.11
19710109	0.2	21.88	27.41
19710110	12.8	21.5	28.12
19710111	3.4	21.54	28.07
19710112	0	21.79	28.59
19710113	0	21.08	29.34
19710114	0	21.05	28.93
19710115	0	20.52	29.02
19710116	0	20.03	28.85
19710117	0	20.51	29.03
19710118	0	20.69	29.43
19710119	0	20.22	29.26
19710120	0	18.93	29.16
19710121	0	19.78	29.09
19710122	0	21.65	29.72
19710123	0.1	22.29	29.88
19710124	2.6	22.91	29.65
19710125	34	22.26	28.75
19710126	0	22.87	29.41
19710127	3.9	23.06	30.01
19710128	0	23.62	30.84
19710129	0	23.78	30.7
19710130	0	23.94	31.39
19710131	0	23.34	30.96
19710201	0	22.34	30.69
19710202	0	21.76	30.63
19710203	0.2	21.93	30.72
19710204	0	21.54	30.49
19710205	0	20.8	30.79
19710206	0	20.33	30.96
19710207	0	21.22	30.57
19710208	0	20.84	30.67
19710209	0	20.27	30.84
19710210	0	20	30.66
19710211	0	19.64	30.66
19710212	0	19.36	30.66
19710213	0	19.94	30.91
19710214	0	20.69	30.89
19710215	0	21.25	30.7
19710216	0	22.04	30.9
19710217	0	21.81	30.72
19710218	0	20.19	30.49
19710219	0	19.89	30.22
19710220	0	20.89	30.84
19710221	0	22.92	31.44
19710222	0	23.62	32.28
19710223	0	23.42	32.22
19710224	0	23.58	31.52
19710225	0	24.22	32.14
19710226	0	24.17	32.19
19710227	0	24.14	32.09
19710228	19.3	23.43	32.61
19710301	29.6	22.58	30.64
19710302	0	23.96	31.34
19710303	3.1	24.41	30.86
19710304	1.8	23.48	31.75
19710305	5.2	23.74	31.74
19710306	2.3	24.27	32.62
19710307	19.5	24.22	31.44
19710308	0	23.66	31.8
19710309	0.3	23.73	31.96
19710310	5.1	22.42	30.5
19710311	2	23.36	31.23
19710312	0	23.21	32.22
19710313	0	23.4	32.19
19710314	0	23.83	32.31
19710315	0	23.95	32.47
19710316	0	24.59	32.73
19710317	0	24.45	32.92
19710318	0	22.79	32.74
19710319	0	22.97	32.68
19710320	0	23.25	33.11
19710321	0	23.94	33.59
19710322	0	23.97	33.54
19710323	0	23.54	33.13
19710324	0	23.53	33.14
19710325	0	23.61	33.29
19710326	0	23.44	33.2
19710327	0	23	33.24
19710328	0	23.5	33.46
19710329	0	24.75	33.81
19710330	0	25.06	34.16
19710331	0	25.79	34.13
19710401	0	24.98	34.2
19710402	0	25.73	34.19
19710403	0	26.29	34.37
19710404	0	26.68	33.9
19710405	0	25.88	34.32
19710406	0	25.8	35.22
19710407	0	26.01	35.02
19710408	0	25.79	34.86
19710409	0	25.45	35.03
19710410	0	25.33	35.05
19710411	0	25.48	35.04
19710412	0	25.93	35.04
19710413	0	26	34.97
19710414	0	26.14	34.91
19710415	0	26.72	35.28
19710416	2.4	26.41	34.68
19710417	0	24.84	34.72
19710418	0	26.11	34.57
19710419	3	25.7	34.06
19710420	0	26.77	34.81
19710421	0	25.89	34.01
19710422	20.5	25.74	35.16
19710423	23.5	24.85	34.97
19710424	2.8	24.66	32.71
19710425	6.2	25.3	33.7
19710426	0	25.49	34.2
19710427	0	26.37	35.81
19710428	0	26.99	35.51
19710429	0	26.36	35.03
19710430	0	25.54	34.83
19710501	0.5	25.3	34.13
19710502	0	25.89	34.1
19710503	0	26.8	35.89
19710504	0	27.31	36.91
19710505	0	27.23	38.44
19710506	0	26.06	38.86
19710507	0	27.25	38.29
19710508	0	26.76	37.02
19710509	0	26.56	36.08
19710510	0	27.13	36.21
19710511	10.4	26.72	36.15
19710512	0	25.7	35.64
19710513	0	27.16	35.45
19710514	0	27.42	35.31
19710515	3	23.49	35.47
19710516	0	26.23	35.18
19710517	0	27	35.87
19710518	19	24.11	35.23
19710519	1.9	25.47	35.15
19710520	20.7	23.26	36.72
19710521	0	26.16	35.09
19710522	7.6	26.24	36.54
19710523	0	26.08	36.42
19710524	0	26.4	36.35
19710525	0	26.58	37.17
19710526	0	26.26	37.16
19710527	0	25.62	36.19
19710528	0	26.62	36.27
19710529	0.8	25.84	34.61
19710530	0	25.75	35.82
19710531	2.1	26.08	35.51
19710601	0.3	25.85	35.45
19710602	0.7	25.47	33.92
19710603	0	25.7	34.47
19710604	0	25.57	33.17
19710605	0	26.39	35.13
19710606	0	25.86	34.21
19710607	0	25.47	34.66
19710608	5	25.2	34.58
19710609	1.8	25.53	34.41
19710610	1	25.16	34.49
19710611	0	25.21	34.54
19710612	0	25.26	34.77
19710613	0	25.68	35.4
19710614	0	26.18	36.38
19710615	0	26.02	36
19710616	0	26.36	35.26
19710617	0	26	34.68
19710618	5	25.76	35.32
19710619	0.1	25.59	35.39
19710620	0	25.85	35.65
19710621	0	25.81	34.49
19710622	0	25.87	34.55
19710623	0	25.91	35.19
19710624	0	26.15	35.86
19710625	0	26.57	36.34
19710626	0	26.04	35.92
19710627	0	26.11	36.96
19710628	1.6	25.63	35.33
19710629	0	25.92	35.63
19710630	0.3	26.3	35.61
19710701	0	25.85	35.62
19710702	0	25.69	35.41
19710703	0	25.89	34.8
19710704	0	25.92	35.17
19710705	0	26.03	35.93
