date	prec	tmin	tmax
19810101	0.1	14	23.5
19810102	0	14	23
19810103	0	14.6	23.2
19810104	1.3	15	25
19810105	0.7	14.5	23.5
19810106	5.9	13.6	22.5
19810107	0	14.6	22.5
19810108	6.9	14.4	20
19810109	0.5	14	23
19810110	0	15.3	24
19810111	12.1	15.8	24
19810112	7.3	15.4	23
19810113	22.2	15	23
19810114	0	15.4	23
19810115	0	15.3	23.5
19810116	0	14.5	23.6
19810117	8.6	13.6	24.5
19810118	3.9	15.4	23
19810119	0	16	24
19810120	1.9	14.6	23.6
19810121	0	14.6	22.6
19810122	10	14.5	23
19810123	0	14.2	24
19810124	0	13.5	24
19810125	24.3	13.5	24.3
19810126	0	14.5	23.5
19810127	0	14.6	24
19810128	7	15	24.1
19810129	1.5	14.5	23
19810130	0	15	23
19810131	0	15.5	22.6
19810201	0	15.7	22
19810202	1.5	15.2	24.5
19810203	4.5	15	23
19810204	1.6	13.5	22
19810205	0	14	24
19810206	0.3	14.6	24.5
19810207	0	14.5	24
19810208	0	16.5	23
19810209	0.8	14.5	24
19810210	0	14.5	24
19810211	16.9	14.8	25
19810212	0	14.5	22
19810213	36.6	14.5	24.5
19810214	0.7	14.5	22
19810215	0	15.3	23.5
19810216	18	15.5	24.6
19810217	0	14.5	22
19810218	0	15.6	22
19810219	5.4	16.5	21.8
19810220	2.9	13	24
19810221	8.6	15.5	24.5
19810222	3.4	15.5	23.5
19810223	17.4	16	23.5
19810224	0.5	16	22.6
19810225	0.2	15.4	22.6
19810226	0	15.5	25
19810227	0.4	13.5	24
19810228	0.2	12.5	23.6
19810301	0	14.5	25
19810302	0	13.5	23.3
19810303	0	12	24
19810304	0	15.5	26
19810305	20	15	25
19810306	7.6	14.5	21.6
19810307	1.5	15.5	21.5
19810308	4.4	16	20.5
19810309	3.7	15.5	21.5
19810310	5.2	15.4	20.5
19810311	22.8	15.1	23
19810312	6.4	16	23.6
19810313	39	15	22.5
19810314	5.7	15	22
19810315	72.8	14.6	23
19810316	1.6	14.5	24.5
19810317	9.5	16	22
19810318	0	15	21
19810319	0	14.2	23.3
19810320	2.1	16	24.5
19810321	25.8	15.5	23.5
19810322	0.3	14.3	23
19810323	4.2	14.6	22.6
19810324	0	11.8	22.5
19810325	0.7	14	24
19810326	0	13.5	23.5
19810327	0	14.5	24
19810328	5.1	14.8	25
19810329	6.2	14.5	23.6
19810330	0	13.5	22.5
19810331	0	14.4	24
19810401	0	12.5	24.3
19810402	0	12.2	24
19810403	0	16	22.5
19810404	10.3	14.8	25
19810405	0	16	21
19810406	12	14.8	23.5
