date	prec	tmin	tmax
19700101	0	4.7	21.6
19700102	0	5.1	22.1
19700103	0	6	22.7
19700104	0	4.4	21.8
19700105	0	1.1	22.2
19700106	0	1.9	22.6
19700107	0	2.1	23.9
19700108	0	2.5	23.9
19700109	0	2.2	20
19700110	0	5.3	20.4
19700111	0	3	18.6
19700112	0	3.3	16.1
19700113	0	3.1	18.9
19700114	0.2	0.2	18.6
19700115	0	5.1	18.1
19700116	0	4.7	19.4
19700117	0	5	20.9
19700118	0	6.1	21.7
19700119	0	8.3	22.2
19700120	6.2	10	18.9
19700121	3.4	7.1	14
19700122	0	5.6	16.1
19700123	0	5	15.8
19700124	0	5.4	17.8
19700125	5	12.7	21.7
19700126	9.2	10.3	15
19700127	0	4.6	18.2
19700128	0	2.2	17.1
19700129	0	3.8	17.2
19700130	4.6	9.9	18.4
19700131	0.3	3.6	13.4
19700201	0	3.3	16.4
19700202	0	3.6	17.5
19700203	0	4.4	18.2
19700204	0	3.1	19.4
19700205	0	3.8	20
19700206	0	2.5	19.4
19700207	0	2.2	18.6
19700208	0	4.3	20.6
19700209	0	3.6	20.6
19700210	0	3.9	21.7
19700211	0	3.5	22.6
19700212	0	4.4	23.3
19700213	0	5.3	23.6
19700214	0	5.1	22.7
19700215	0	6.9	21.7
19700216	0	6.6	23.9
19700217	0	6.4	26.2
19700218	0	5.6	22.1
19700219	2.2	11.1	21.8
19700220	1	6.7	16.1
19700221	1	9.7	20.8
19700222	2.2	8.9	21
19700223	0	6.7	23.3
19700224	0	11.6	19.1
19700225	0	10.2	20.8
19700226	8.6	10	24.4
19700227	0	10	21.4
19700228	3	13.8	21
19700301	0	7.8	22.5
19700302	0	5.8	21.6
19700303	0	4.4	20.7
19700304	0	5.1	22.2
19700305	0	9	23.3
19700306	0	8.1	23.9
19700307	0	8.1	25.3
19700308	0	11.9	26.7
19700309	0	11.2	27.8
19700310	1	12.4	29.1
19700311	17.4	10.7	20.3
19700312	0	12.3	23.9
19700313	0	11.9	23.2
19700314	0	10.6	25.4
19700315	0	13.9	26.7
19700316	0	12.9	27.2
19700317	0	9.3	28.3
19700318	0	11.9	26.8
19700319	0	10.9	26.7
19700320	0	8.4	19.8
19700321	0	13.6	24.7
19700322	0	10.8	25.6
19700323	0	11.3	27.1
19700324	0	11.7	28.2
19700325	0	13.2	29.4
19700326	0	16.1	32.4
19700327	0	15.3	34.4
19700328	0	16.4	33.9
19700329	0	15.3	33.9
19700330	0	11.1	31
19700331	0	11.1	30.4
19700401	0	11.4	30.6
19700402	0	11.2	31.9
19700403	0	11.2	31.1
19700404	0	12.5	34.4
19700405	0	13.1	33.3
19700406	0	14.4	33.2
19700407	0	16.6	35
19700408	0	15.9	32.7
19700409	0	10.5	34.6
19700410	0	16.4	35.7
19700411	0	17.2	37.2
19700412	0	16.2	37.8
19700413	0	19.1	39
19700414	0	17.4	38.6
19700415	0	20.3	38.6
19700416	0	15.8	33.9
19700417	0	14.3	32.8
19700418	0	13	35.4
19700419	0	21.3	34.8
19700420	0	14.3	36.6
19700421	0	17.1	38
19700422	0	18.4	40.6
19700423	0	20.1	41.8
19700424	0	21.1	43.4
19700425	0	20.1	43.9
19700426	0	24.7	43.4
19700427	0	26.4	40.3
19700428	0	24.2	40.3
19700429	0	19.3	38.3
19700430	0	18	39.7
19700501	0	18.1	40.2
19700502	0	19.1	42.1
19700503	0	22.4	42.6
19700504	0	21.1	44.7
19700505	0	22.7	41.6
19700506	3	26.7	42.9
19700507	0	18.1	36.8
19700508	0	20.4	39
19700509	0	20.4	39.7
19700510	0	20.8	41.7
19700511	0	22.2	42.2
19700512	0	19.4	43.3
19700513	0	19.6	44
19700514	0	22.3	50.4
19700515	0	23.8	44.4
19700516	0	24	45.7
19700517	0	23.7	44.4
19700518	0	21.7	44.7
19700519	0	27.2	47.2
19700520	0.3	29.2	41.7
19700521	0	23.9	36
19700522	0	24.9	38.8
19700523	0	20.3	33.6
19700524	0	23.6	38.1
19700525	0	21.7	35.8
19700526	0	23.1	38.3
19700527	0	22.4	38.2
19700528	0	24.3	39.4
19700529	0	25.7	38.4
19700530	0	25	38.9
19700531	0	27.2	40.7
19700601	0	26.8	41.4
19700602	0	29.2	39.3
19700603	0	22.8	35
19700604	31.8	27.2	39.4
19700605	5.2	19.2	25.6
19700606	0	20.7	30
19700607	0	20.9	35.2
19700608	0	23.1	38.6
19700609	0	23.3	41.8
19700610	0	27.8	41.4
19700611	0	28.6	40.3
19700612	0	29.4	38.4
19700613	0	24	32.8
19700614	30	22.9	38
19700615	0	16.7	32.2
19700616	0	22.8	35
19700617	0	23.3	36.7
19700618	0	24.7	40
19700619	0	21.7	41.3
19700620	0	25.4	42.4
19700621	0	28.4	41.9
19700622	0	30.9	41.3
19700623	0	30.3	40.6
19700624	0	29.1	40.1
19700625	0	28.8	37.4
19700626	0	29.6	36.3
19700627	0	28.2	40.4
19700628	7	31.1	41
19700629	59	27.3	33.6
19700630	11	22.7	28.3
19700701	0.4	24.2	33.3
19700702	0	25.3	31.4
19700703	0	26	32.8
19700704	0	25.6	36.7
19700705	1	25.6	36.2
19700706	0	26.1	37.1
19700707	0	27.2	36.7
19700708	3.8	23.3	42.8
19700709	0	27.2	33.3
19700710	0	26.4	36.7
19700711	0	26.6	37.8
19700712	0	26.9	40.3
19700713	0	29.2	39
19700714	0	28.6	38.9
19700715	0	28.3	38.3
19700716	0	30.6	36.3
19700717	0	29.4	38.2
19700718	0	28.3	39.3
19700719	0	29.4	40.1
19700720	0	20.3	40.2
19700721	37	20.2	31.9
19700722	0	25.8	35.4
19700723	0	24.7	35.6
19700724	0	25.7	37.8
19700725	0	26	38.9
19700726	0	28.7	38.4
19700727	0	29	38.7
19700728	0	27.3	38.4
19700729	0	27.2	37.4
19700730	0.4	26.6	36.9
19700731	8	23.6	35.8
19700801	0	24.2	36
19700802	0	26.7	33.3
19700803	0	26.1	35.6
19700804	0	26.1	35
19700805	6	25	32.6
19700806	0.5	22.4	34.1
19700807	21.1	26	32.4
19700808	3.5	26.3	31.1
19700809	0	26.1	33.6
19700810	0	26.1	34.4
19700811	0	26.1	30.6
19700812	4.8	24.6	33
19700813	3	23.4	33
19700814	93.1	23.2	21.1
19700815	0.8	23.8	32.8
19700816	15.5	25.2	31.2
19700817	0	23.9	33
19700818	0	25	29.6
19700819	0	25.7	36
19700820	0	26.3	34.8
19700821	0	26	35.8
19700822	0	27.2	38.1
19700823	52.2	22.2	28.9
19700824	0.8	25	33.3
19700825	37.8	26.1	30.6
19700826	0	23.7	30
19700827	12.6	25.2	33.1
19700828	0	25.3	34.6
19700829	0	26.1	34.8
19700830	0	26.6	34.6
19700831	13.4	22.3	30.6
19700901	0	25.6	33.9
19700902	10.2	21.7	32.2
19700903	70.6	23.9	32.8
19700904	21.2	23.7	29.4
19700905	0	24.2	32.8
19700906	0	24.1	33.1
19700907	0	25	33.2
19700908	0	25.4	34.2
19700909	0	24.4	35.1
19700910	0	22.2	33.9
19700911	30.8	22.9	33.8
19700912	5.8	21	33
19700913	0	25.3	33
19700914	0	24.2	33.7
19700915	0	24.8	34.7
19700916	0	25.3	34.8
19700917	0	24.2	35.1
19700918	0	22.9	35.8
19700919	0	23.3	34.1
19700920	0	23.3	35.6
19700921	0	22.7	35.6
19700922	0	23.9	35
19700923	3.6	23.1	26.9
19700924	15.6	21.4	28.3
19700925	2.6	22.8	30.9
19700926	0	22.7	32.3
19700927	13	21.7	33.2
19700928	0	23.9	34.3
19700929	0	23.9	34.4
19700930	0	21.7	34.4
19701001	0	21.3	34
19701002	0	21.1	33.9
19701003	0	20	34.3
19701004	0	23.1	34.3
19701005	0	20.8	34.4
19701006	0	22.3	32.2
19701007	0.8	29	30
19701008	0	16.2	31.7
19701009	0	18.9	32.8
19701010	0	17.3	32.2
19701011	0	19.2	33.2
19701012	0	18.6	34.8
19701013	0	12.1	35.8
19701014	0	19.4	33.7
