Date	Preci	MinT	MaxT
1987-08-27	0	26.75	35.97
1987-08-28	0	26.61	35.47
1987-08-29	0.5	25.58	36
1987-08-30	0	26.47	36.51
1987-08-31	0	26.46	36.35
1987-09-01	0	25.75	35.42
1987-09-02	0.5	26.28	35.2
1987-09-03	0	26.03	36.29
1987-09-04	0	26.12	36.66
1987-09-05	0	25.71	35.81
1987-09-06	0	25.79	36.06
1987-09-07	0.6	26.37	35.2
1987-09-08	0	26.43	35.68
1987-09-09	0	26.16	36.55
1987-09-10	0	25.95	36.28
1987-09-11	0	26.16	37.19
1987-09-12	0	26.54	37.28
1987-09-13	0	25.09	36.55
1987-09-14	5.4	24.01	35.73
1987-09-15	0	24.07	35
1987-09-16	8.9	26.55	35.43
1987-09-17	13.2	25.98	34.78
1987-09-18	0.9	26.07	34.32
1987-09-19	25.4	25.97	33.99
1987-09-20	0	25.77	34.04
1987-09-21	5.5	25.37	33.4
1987-09-22	0	26.25	35.36
1987-09-23	0	26.63	34.95
1987-09-24	0	26.74	33.84
1987-09-25	0	25.55	33.89
1987-09-26	0	26.41	34.92
1987-09-27	1.2	26.12	35.34
1987-09-28	0.5	23.44	35.69
1987-09-29	59.4	23.94	33.55
1987-09-30	0.3	23.59	30.17
1987-10-01	0	24.69	32.39
1987-10-02	2.5	25.01	31.97
1987-10-03	36.3	25.12	32.36
1987-10-04	2.5	25.65	32.5
1987-10-05	0.6	24.49	32.63
1987-10-06	44.7	23.46	33.23
1987-10-07	23.2	24.88	32.25
1987-10-08	0.2	25.15	32.16
1987-10-09	8.3	24.83	33.68
1987-10-10	2.6	24.74	33.38
1987-10-11	28.8	23.98	32.1
1987-10-12	2	24.62	33.59
1987-10-13	0	24.21	33.73
1987-10-14	11.5	25.09	32.76
1987-10-15	0	23.8	33.23
1987-10-16	0	26.16	33.94
1987-10-17	0	26.23	33.95
1987-10-18	5.4	24.84	32.64
1987-10-19	0.2	24.86	33.09
1987-10-20	21.5	24.98	32.92
1987-10-21	5.8	24.42	30.71
1987-10-22	13.7	24.1	31.33
1987-10-23	14.7	24.03	31.86
1987-10-24	5.5	24.8	30.12
1987-10-25	24.6	23.44	31.67
1987-10-26	5.1	24.16	30.38
1987-10-27	21.6	23.7	31.17
1987-10-28	2.3	24.03	29.85
1987-10-29	6.5	24.44	31.39
1987-10-30	36.4	23.2	31.78
1987-10-31	34.8	23.16	27.59
1987-11-01	0	25.03	31.17
1987-11-02	0	25.38	31.83
1987-11-03	0	25.15	33.89
1987-11-04	0	24.25	33.66
1987-11-05	16.6	23.89	32.62
1987-11-06	0	24.5	31.4
1987-11-07	33.3	23.83	30.53
1987-11-08	35.4	23.63	30.54
1987-11-09	2	24.01	29.24
1987-11-10	19.6	23.15	30.54
1987-11-11	0	22.83	31.36
1987-11-12	0	23.8	32.36
1987-11-13	0	24.13	31.62
1987-11-14	0	23.96	32.43
1987-11-15	0	23.97	32.27
1987-11-16	0	24.78	33.32
1987-11-17	1.9	25.31	33.18
1987-11-18	1.2	25.05	32.33
1987-11-19	1.7	24.41	31.46
1987-11-20	7.3	23.4	30.18
1987-11-21	0	24.17	30.98
1987-11-22	0.1	24.64	31.81
1987-11-23	6.5	23.86	31.92
1987-11-24	6.9	23.6	29.73
1987-11-25	0.2	23.81	30.08
1987-11-26	8.8	23.05	30.16
1987-11-27	0	23.08	30.7
1987-11-28	0	22.01	30.78
1987-11-29	0	21.74	30.64
1987-11-30	0	21.53	30.56
1987-12-01	0	21.43	30.96
1987-12-02	0	21.87	30.88
1987-12-03	0	24.1	32
1987-12-04	1.6	24.15	32.14
1987-12-05	19.9	22.61	28.21
1987-12-06	61.3	23.14	26.52
1987-12-07	66.3	22.72	27.35
1987-12-08	0.2	23.15	29.26
1987-12-09	0	23.84	30.36
1987-12-10	0.1	23.45	28.43
1987-12-11	0.3	24.3	30.47
1987-12-12	0	24.27	29.48
1987-12-13	0	22.61	30.68
1987-12-14	0	23.6	29.71
1987-12-15	0	21.9	30.12
1987-12-16	4.7	23.08	30.01
1987-12-17	0	22.19	29.38
1987-12-18	0	22.61	28.62
1987-12-19	0	23.22	29.14
1987-12-20	0.2	22.32	29.96
1987-12-21	0	21.87	30.37
1987-12-22	0	22.58	30.18
1987-12-23	42.7	22.71	29.92
1987-12-24	1.4	23.14	27.77
1987-12-25	17.1	22.99	30.36
1987-12-26	0.4	23.34	29.9
1987-12-27	0	23.32	29.68
1987-12-28	0	21.68	29.04
1987-12-29	0	22.98	29.22
1987-12-30	0	22.63	30.02
1987-12-31	0	21.07	29.52
1988-01-01	0	20.6	28.9
1988-01-02	0	20.63	29.35
1988-01-03	0	20.11	29.47
1988-01-04	0	20.81	29.64
1988-01-05	0	21.85	29.73
1988-01-06	0	20.75	29.75
1988-01-07	0	20.38	29.79
1988-01-08	0	21.18	30.07
1988-01-09	0	21.51	29.9
1988-01-10	0	21.24	30.12
1988-01-11	0	21.19	29.42
1988-01-12	0	20.92	28.3
1988-01-13	0	20.58	29.79
1988-01-14	0	22.38	30.79
1988-01-15	0	22.59	30.85
1988-01-16	0	23.14	30.53
1988-01-17	0	22.42	30.63
1988-01-18	0	21.6	30.33
1988-01-19	0	21.24	30.13
1988-01-20	0	19.38	29.87
1988-01-21	0	19.11	30.23
1988-01-22	0	19.68	29.57
1988-01-23	0	19.7	30.27
1988-01-24	0	19.81	30.49
1988-01-25	0	21.11	30.42
1988-01-26	0	21.39	30.79
1988-01-27	0	21.97	30.89
1988-01-28	0	22.69	30.96
1988-01-29	0	21.9	30.07
1988-01-30	0	21.77	31.35
1988-01-31	0	21.31	31.18
1988-02-01	0	21.12	31.2
1988-02-02	0	20.46	30.81
1988-02-03	0	20.32	31.1
1988-02-04	0	20.13	31.39
1988-02-05	0	20.81	31.72
1988-02-06	0	20.29	31.26
1988-02-07	0	18.67	30.87
1988-02-08	0	18.94	31.01
1988-02-09	0	19.24	31.12
1988-02-10	0	20.97	31.49
1988-02-11	0	21.25	31.18
1988-02-12	0	22.48	31.61
1988-02-13	0	22.78	31.97
1988-02-14	0	24.42	32.46
1988-02-15	0	23.94	32.56
1988-02-16	0	23.96	32.78
1988-02-17	0	23.95	32.65
1988-02-18	0	24.22	32.85
1988-02-19	0	22.54	32.84
1988-02-20	0	23	32.47
1988-02-21	0	22.84	32.52
1988-02-22	0	22.63	32.7
1988-02-23	0	22.41	32.76
1988-02-24	0	24.48	33.1
1988-02-25	0	25.69	33.55
1988-02-26	0	25.74	33.77
1988-02-27	0	25.66	34.29
1988-02-28	0	25.36	33.56
1988-02-29	0	24.41	33.55
1988-03-01	0	25.53	33.46
1988-03-02	0	25.84	33.64
1988-03-03	0	25.97	34.26
1988-03-04	0	24.49	34.25
1988-03-05	0	24.79	33.52
1988-03-06	0	24.03	33.74
1988-03-07	0	24	34.04
1988-03-08	0	23.84	33.79
1988-03-09	0	23.58	33.88
1988-03-10	0	23.5	33.63
1988-03-11	0	25.2	33.85
1988-03-12	0	25.52	33.49
1988-03-13	0	25.61	34.16
1988-03-14	0	25.76	34.39
1988-03-15	0	25.49	34.48
1988-03-16	0	25.79	34.51
1988-03-17	4.6	25.88	32.3
1988-03-18	0	24.74	34.4
1988-03-19	0	25.22	34.13
1988-03-20	0	26.28	35.03
1988-03-21	12.4	26.8	35.46
1988-03-22	0	26.02	36.8
1988-03-23	0	27.18	37.64
1988-03-24	44.1	26.33	36.16
1988-03-25	0.3	26.45	36.63
1988-03-26	0	27.1	36.46
1988-03-27	0	27.63	36.18
1988-03-28	3.5	25.81	34.89
1988-03-29	0	27.05	37.13
1988-03-30	0	27.31	36.61
1988-03-31	0	27.22	36.1
1988-04-01	0	27.37	35.72
1988-04-02	0	27.16	35.62
1988-04-03	0	25.4	35.29
1988-04-04	0	24.16	35.07
1988-04-05	0	25.73	34.35
1988-04-06	1.1	26.34	34.17
1988-04-07	6.6	26.3	35.2
1988-04-08	0	26.39	34.22
1988-04-09	0	27.17	35.2
1988-04-10	19.1	24.96	35.46
1988-04-11	7.7	25.44	33.6
1988-04-12	14.3	24.42	33.41
1988-04-13	0	24.71	32.38
1988-04-14	0.2	26.04	33.33
1988-04-15	0	26.37	34.52
1988-04-16	2.3	26.57	34.88
1988-04-17	0	25.18	34.48
1988-04-18	18.7	23.97	33.37
1988-04-19	0	25.56	32.58
1988-04-20	0	25.99	34.17
1988-04-21	0	26.7	35.01
1988-04-22	0.9	25.14	36.04
1988-04-23	9.7	26.07	35.28
1988-04-24	0.3	25.6	35.27
1988-04-25	15.2	22.41	35.05
1988-04-26	0	24.6	33.1
1988-04-27	0	26.28	34.64
1988-04-28	27.6	25.46	34.5
1988-04-29	9.2	26.04	35.15
1988-04-30	0	26.37	36.11
1988-05-01	8.6	25.98	37.04
1988-05-02	0	26.39	35.82
1988-05-03	0	27.23	36.77
1988-05-04	4.7	25.74	36.36
1988-05-05	0	26.73	35.98
1988-05-06	0	27.43	36.61
1988-05-07	0	27.49	36.86
1988-05-08	0	27.74	36.84
1988-05-09	0	28.1	37.74
1988-05-10	0	28.15	37.94
1988-05-11	0	28.19	38.24
1988-05-12	0	28.68	38.14
1988-05-13	0	26.9	38.21
1988-05-14	0	27.97	37.73
1988-05-15	0	26.63	38.39
1988-05-16	6.2	24.23	37.32
1988-05-17	0	27.11	37.25
1988-05-18	0	28.14	38
1988-05-19	0	28.67	38.87
1988-05-20	0	28.05	35.69
1988-05-21	0	28.51	38.19
1988-05-22	0	27.52	38.6
1988-05-23	0	28.02	38.83
1988-05-24	0	27.69	38.03
1988-05-25	0	27.2	38.01
1988-05-26	0	27.89	38.03
1988-05-27	0	28.01	38.07
1988-05-28	0	26.07	37.61
1988-05-29	0	28.38	37.56
1988-05-30	0	27.71	37.21
1988-05-31	0	27.21	36.39
1988-06-01	0	27.17	33.25
1988-06-02	20.7	24.1	36.86
1988-06-03	0	26.03	32.37
1988-06-04	0	26.47	34.39
1988-06-05	0	26.13	33.93
1988-06-06	0	26.28	34.49
1988-06-07	0	26.49	34.89
1988-06-08	0	26.47	34.43
1988-06-09	0	26.5	34.88
1988-06-10	0	26.63	34.7
1988-06-11	0	26.84	36.22
1988-06-12	0	26.51	36.67
1988-06-13	0	25.89	35.99
1988-06-14	0	25.21	36.68
1988-06-15	0	25.96	36.8
1988-06-16	0	26.37	37.67
1988-06-17	0	26.2	36.88
1988-06-18	0	26.84	36.67
1988-06-19	0	26.56	36.19
1988-06-20	0	26.56	36.85
1988-06-21	0	26.49	36.86
1988-06-22	0.7	26.34	36.86
1988-06-23	0	26.78	35.87
1988-06-24	0	26.67	37.74
1988-06-25	0	26.26	36.8
1988-06-26	1.2	26.09	36.27
1988-06-27	0	26.03	35.79
1988-06-28	0	26.07	35.8
1988-06-29	0.1	25.97	36.73
1988-06-30	0	26.36	36.41
1988-07-01	0	26.2	36.11
1988-07-02	0	26.78	37.26
1988-07-03	0	25.96	37.02
1988-07-04	0	26.91	36.33
1988-07-05	0	27.09	34.74
1988-07-06	2.6	24.81	35.18
1988-07-07	21.4	24.02	35.26
1988-07-08	23.7	24.71	34.27
1988-07-09	0.3	24.8	34.33
1988-07-10	0.3	25.58	34.9
1988-07-11	0	26	33.93
1988-07-12	0	25.8	34.75
1988-07-13	0	25.61	33.55
1988-07-14	0	26.23	35.1
1988-07-15	0	26.2	34.93
1988-07-16	0	26.85	33.33
1988-07-17	0	26.11	33.58
1988-07-18	0	26.14	33.85
1988-07-19	0.1	26.55	33.77
1988-07-20	8.6	26.67	36.51
1988-07-21	0	27.03	36.67
1988-07-22	0	25.85	33.14
1988-07-23	0	25.08	32.03
1988-07-24	1.9	25.15	34.53
1988-07-25	0	25.82	34.39
1988-07-26	0	26.81	36.56
1988-07-27	0.5	26.8	34.57
1988-07-28	0	25.74	32.79
1988-07-29	0	25.95	34.66
1988-07-30	0	26.3	35.58
1988-07-31	0	26.24	35.84
1988-08-01	0	25.81	36.39
1988-08-02	0	26.55	36.65
1988-08-03	0	26.41	36.46
1988-08-04	0	27.12	36.74
1988-08-05	0.2	26.83	37.31
1988-08-06	0	25.26	37
1988-08-07	18.4	24.52	36.23
1988-08-08	0	25.75	34.73
1988-08-09	0.3	25	35.02
1988-08-10	0	26.38	35.9
1988-08-11	4.2	25.63	36.43
1988-08-12	15.7	23.97	32.9
1988-08-13	1.8	24.07	29.76
1988-08-14	0	25.84	33.35
1988-08-15	0	25.72	34.33
1988-08-16	0	25.89	35.41
1988-08-17	0	26.24	33.68
1988-08-18	0	25.76	31.91
1988-08-19	0	25.59	34.09
1988-08-20	0	25.74	34.86
1988-08-21	0	26.2	35.35
1988-08-22	0.7	26.82	36.26
1988-08-23	5.6	25.14	33.96
1988-08-24	37.9	24.12	33.52
1988-08-25	0.3	24.75	33.82
1988-08-26	0	25.7	33.27
1988-08-27	4.1	24.87	33.55
1988-08-28	6.3	24.58	33.05
1988-08-29	6.3	23.99	32.94
1988-08-30	35.4	24.16	31.94
1988-08-31	0	25.11	33.26
1988-09-01	0	25.63	33.97
1988-09-02	0	26.2	34.34
1988-09-03	0	25.59	33.89
1988-09-04	0	25.94	33.72
1988-09-05	0	26.11	33.93
1988-09-06	19.5	23.86	34.21
1988-09-07	0	25.48	33.04
1988-09-08	0	24.75	34.23
1988-09-09	8.8	24.14	34.27
1988-09-10	6.9	23.99	33
1988-09-11	8.9	24.01	32.42
1988-09-12	10.9	24.43	32.9
1988-09-13	0.4	24.83	33.6
1988-09-14	0	25.22	31.68
1988-09-15	0	25.39	32.73
1988-09-16	0.2	25.14	34.02
1988-09-17	0	25.84	34.23
1988-09-18	0.4	25.62	33.8
1988-09-19	5.6	24.7	33.73
1988-09-20	0	25.23	33.87
1988-09-21	0.4	25.06	35.18
1988-09-22	0	26.09	35.45
1988-09-23	0	25.99	34.51
1988-09-24	0	26.11	35.27
1988-09-25	6	24.16	34.77
1988-09-26	28.6	23.19	30.96
1988-09-27	1.4	24.1	32.08
1988-09-28	0	24.33	33.38
1988-09-29	0	23.59	32.91
1988-09-30	0	24.07	34.17
1988-10-01	0	24.79	34.23
1988-10-02	0	26.27	34.86
1988-10-03	0	25.8	35.31
1988-10-04	0	25.87	35.67
1988-10-05	0.7	25.9	35
1988-10-06	0.6	25.54	34.7
1988-10-07	24.6	24.81	34.86
1988-10-08	4.3	23.68	33.56
1988-10-09	3.5	24.39	31.97
1988-10-10	0	24.01	30.43
1988-10-11	0	23.72	32.37
1988-10-12	0	24.34	32.22
1988-10-13	0	25.85	33.47
1988-10-14	0	25.38	33.94
1988-10-15	0	25.56	34.42
1988-10-16	0	25.58	34.78
1988-10-17	0.2	25.46	34.58
1988-10-18	0	25.06	34.89
1988-10-19	0	25.67	35.04
1988-10-20	0	24.61	34.81
1988-10-21	0	25.45	33.75
1988-10-22	0	25.78	33.6
1988-10-23	0	24.68	33.38
1988-10-24	4.8	24.82	33.26
1988-10-25	4.6	25.12	32.34
1988-10-26	0	24.52	32.23
1988-10-27	0	25.73	32.53
1988-10-28	0	23.42	32.72
1988-10-29	0	23.89	32.93
1988-10-30	0	23.99	32.47
1988-10-31	0	24.27	32.53
1988-11-01	5	25.45	32.77
1988-11-02	0	24.64	32.83
1988-11-03	4.8	24.08	32.36
1988-11-04	6.1	23.37	30.44
1988-11-05	8.2	23.64	29.79
1988-11-06	85.5	22.6	27.73
1988-11-07	58.8	22.7	26.3
1988-11-08	84.3	21.81	25.57
1988-11-09	10.7	22.08	25.1
1988-11-10	25.1	22.44	27.97
1988-11-11	22.4	22.73	28.77
1988-11-12	9.3	22.72	27.16
1988-11-13	1.7	23.37	29.73
1988-11-14	7.5	22.99	30.31
1988-11-15	0	23.22	29.97
1988-11-16	0	23.52	30.52
1988-11-17	2.7	22.7	30.38
1988-11-18	0	23.3	31.32
1988-11-19	0	23.87	30.8
1988-11-20	0	22.84	30.88
1988-11-21	0	20.99	31.13
1988-11-22	0	21.02	30.68
1988-11-23	0	21.34	30.87
1988-11-24	0	21.6	31
1988-11-25	0	21.7	31.02
1988-11-26	0	21.6	31.19
1988-11-27	0	20.89	30.88
1988-11-28	0	19.49	30.13
1988-11-29	0	20.34	32.04
1988-11-30	0	20.21	30.7
1988-12-01	0	19.02	30.24
1988-12-02	0	19.47	30.05
1988-12-03	28.4	22.35	30.25
1988-12-04	3.5	22.34	29.9
1988-12-05	0	23.35	29.01
1988-12-06	0	22.8	29.51
1988-12-07	0	22.73	30.19
1988-12-08	0	22.46	29.55
1988-12-09	0	22.3	30.39
1988-12-10	0	22.85	30.56
1988-12-11	0	21.46	30.38
1988-12-12	0	22.83	32.18
1988-12-13	0	23.8	31.27
1988-12-14	19.5	23.63	31.37
1988-12-15	0	23.29	29.67
1988-12-16	1.2	22.74	29.74
1988-12-17	0	21.74	29.99
1988-12-18	0	20.57	29.44
1988-12-19	0.4	21.63	29.3
1988-12-20	0	22.86	29.91
1988-12-21	0	22.88	29.9
1988-12-22	0	20.88	30.19
1988-12-23	0	20.24	29.4
1988-12-24	0	20.95	29.88
1988-12-25	0	20.87	30.12
1988-12-26	0	21.16	30.05
1988-12-27	0	22.3	29.97
1988-12-28	0	20.89	30.21
1988-12-29	0	21.32	29.95
1988-12-30	0	20.48	30.3
1988-12-31	0	20.53	30.25
1989-01-01	0	21.05	30.16
1989-01-02	0	22.01	30.05
1989-01-03	0	23.07	30
1989-01-04	0.2	22.98	30.61
1989-01-05	4.6	22.42	28.82
1989-01-06	4.1	21.61	28.73
1989-01-07	0	20.13	29.59
1989-01-08	0	20.47	29.44
1989-01-09	0	21.79	29.73
1989-01-10	0	21.47	29.29
1989-01-11	0	20.87	29.33
1989-01-12	0	19.27	30.19
1989-01-13	0	20	29.82
1989-01-14	0	21.67	30.27
1989-01-15	0	20.78	29.93
1989-01-16	0	21.43	29.27
1989-01-17	0	21.6	29.68
1989-01-18	0	22.9	30.16
1989-01-19	0	22.02	29.44
1989-01-20	0	19.32	29.93
1989-01-21	0	20.47	29.95
1989-01-22	0	20.39	30.22
1989-01-23	0	20.04	29.76
1989-01-24	0	20.55	30.1
1989-01-25	0	21.65	31.14
1989-01-26	0	21.77	30.69
1989-01-27	0	20.09	30.44
1989-01-28	0	21.54	30.84
1989-01-29	0	20.83	29.47
1989-01-30	0	21.38	30.7
1989-01-31	0	20.16	31.3
1989-02-01	0	19.85	30.84
1989-02-02	0	18.29	30.4
1989-02-03	0	18.18	30.55
1989-02-04	0	17.21	30.74
1989-02-05	0	16.97	31.53
1989-02-06	0	17.32	31.26
1989-02-07	0	17.37	31.01
1989-02-08	0	17.78	30.75
1989-02-09	0	19.84	30.79
1989-02-10	0	19.49	31.29
1989-02-11	0	18.77	31.01
1989-02-12	0	19.13	31.25
1989-02-13	0	19.09	31.08
1989-02-14	0	19.12	30.81
1989-02-15	0	19.37	31.59
1989-02-16	0	19.7	31.79
1989-02-17	0	20.63	32.06
1989-02-18	0	20.03	31.7
1989-02-19	0	19.35	31.59
1989-02-20	0	20.5	32.15
1989-02-21	0	21.59	31.66
1989-02-22	0	21.17	31.86
1989-02-23	0	21.18	32.28
1989-02-24	0	22.15	32.06
1989-02-25	0	21.8	32.3
1989-02-26	0	22.72	31.07
1989-02-27	0	21.6	32.18
1989-02-28	0	21.28	32.78
1989-03-01	0	19.13	32.62
1989-03-02	0	19.75	33.6
1989-03-03	0	20.56	32.76
1989-03-04	0	20.1	32.88
1989-03-05	0	20.29	32.29
1989-03-06	0	21.23	32.85
1989-03-07	0	22.82	32.73
1989-03-08	0	23.85	33.06
1989-03-09	5.4	24.78	33.34
1989-03-10	0	24.95	33.31
1989-03-11	0	24.64	33.56
1989-03-12	0.8	23.37	33.47
1989-03-13	0	23.27	33.02
1989-03-14	0	20.88	32.52
1989-03-15	0	21.45	32.48
1989-03-16	0	22.12	32.61
1989-03-17	0	22.62	32.82
1989-03-18	0	21.95	32.58
1989-03-19	0	21.9	32.74
1989-03-20	0	22.82	34.23
1989-03-21	0	23.96	34.58
1989-03-22	0	24.26	35
1989-03-23	0	25.38	35.41
1989-03-24	0	24.99	36.08
1989-03-25	0	24.08	36.13
1989-03-26	0	23.79	34.56
1989-03-27	0	24.26	34.52
1989-03-28	0	24.75	34.96
1989-03-29	0	24.97	34.01
1989-03-30	0	25.14	34.05
1989-03-31	0	24.22	34.2
1989-04-01	0	23.87	34.08
1989-04-02	0	24.71	34.16
1989-04-03	0	25.64	35.31
1989-04-04	0	25.87	36.23
1989-04-05	0	25.86	37.17
1989-04-06	0	25.3	35.9
1989-04-07	0	24.97	35.82
1989-04-08	0	24.25	34.84
1989-04-09	0	23.6	34.85
1989-04-10	0	24.38	35.59
1989-04-11	0	26.08	36.58
1989-04-12	0	26.54	37.16
1989-04-13	0	25.93	37.1
1989-04-14	0	26.28	35.57
1989-04-15	0	25	35.52
1989-04-16	0	25.68	35.82
1989-04-17	0	26.82	36.56
1989-04-18	0	27.33	35.68
1989-04-19	0.8	26.81	35.43
1989-04-20	0	25.36	31.76
1989-04-21	0	23.77	33.64
1989-04-22	0	25.71	34.06
1989-04-23	0	26.71	36.01
1989-04-24	0	27.46	37.62
1989-04-25	0	27.96	36.5
1989-04-26	0	26.9	36.01
1989-04-27	0	26.84	36.28
1989-04-28	0	27.48	37.63
1989-04-29	0	28.27	38.72
1989-04-30	0	28.25	38.77
1989-05-01	0	28.45	38.82
1989-05-02	0	27.78	37.66
1989-05-03	0	27.95	37.47
1989-05-04	0	27.61	36.67
1989-05-05	0	27.88	36.02
1989-05-06	0	27.49	36.1
1989-05-07	0	27.83	36.42
1989-05-08	0	28.02	36.49
1989-05-09	0	27.74	36.03
1989-05-10	0	27.27	36.51
1989-05-11	0	27.74	37.3
1989-05-12	0	27.8	37.12
1989-05-13	0	27.77	38.5
1989-05-14	0	27.81	37.9
1989-05-15	1.5	25.14	38.77
1989-05-16	0	28.2	38.9
1989-05-17	0	27.82	38.18
1989-05-18	0	28.21	38.6
1989-05-19	11.9	23.94	38.63
1989-05-20	0	24.86	35.95
1989-05-21	15.1	24.88	37.43
1989-05-22	0	25.85	35.82
1989-05-23	0	26.46	34.65
1989-05-24	0	27.6	36.72
1989-05-25	0	28.09	37.37
1989-05-26	0	27.42	36.95
1989-05-27	0	26.85	37.6
1989-05-28	0	27.28	38.48
1989-05-29	0	27.33	37.98
1989-05-30	0	28.62	38.9
1989-05-31	0	27.35	38.27
1989-06-01	5.8	25.27	37.43
1989-06-02	0	26.3	36.11
1989-06-03	0.1	25.05	36.63
1989-06-04	2.3	25.8	36.55
1989-06-05	0	26.31	36.69
1989-06-06	0	25.26	36.2
1989-06-07	0	25.64	34.37
1989-06-08	0	25.93	35.18
1989-06-09	14.1	25.88	35.56
1989-06-10	0	26.45	35.61
1989-06-11	0	26.75	35.53
1989-06-12	0	26.4	33.91
1989-06-13	0	26.76	35.44
1989-06-14	0	26.35	35.46
1989-06-15	0	26.36	36.68
1989-06-16	0	26.32	36.54
1989-06-17	0	26.13	36.58
1989-06-18	0	25.7	36.12
1989-06-19	0	26.52	35.29
1989-06-20	0	26.22	36.52
1989-06-21	0	25.89	35.18
1989-06-22	0.7	25.52	35.69
1989-06-23	0	26.16	35.35
1989-06-24	0	26.02	35.64
1989-06-25	0	25.71	34.98
1989-06-26	9.1	25.68	36.05
1989-06-27	0	26.47	36.05
1989-06-28	0	26.99	35.68
1989-06-29	0	26.67	34.96
1989-06-30	0	25.49	35.42
1989-07-01	0	26.44	36.69
1989-07-02	0	26.19	36.76
1989-07-03	0	26.85	37.1
1989-07-04	4.7	25.45	35.53
1989-07-05	0.6	22.95	36.46
1989-07-06	6.5	23.58	35.74
1989-07-07	10.7	23.73	33.24
1989-07-08	8	24.02	34.35
1989-07-09	19.8	23.92	34.59
1989-07-10	30.3	23.82	34.17
1989-07-11	4.1	24.39	34.4
1989-07-12	7.8	23.77	33.98
1989-07-13	0	24.85	35
1989-07-14	0	24.63	35.05
1989-07-15	0	26.33	33.77
1989-07-16	0	25.15	31.19
1989-07-17	18.4	24.19	31.85
1989-07-18	0	25.08	34.21
1989-07-19	0	25.71	34.26
1989-07-20	0	26.26	34.92
1989-07-21	0	25.35	34.17
1989-07-22	0	25.99	31.53
1989-07-23	1.2	26.39	32.12
1989-07-24	0.8	26.04	34.25
1989-07-25	0	25.4	35.39
1989-07-26	0	25.52	35.73
1989-07-27	0.4	25.19	34.72
1989-07-28	6	23.78	32.14
1989-07-29	0	25.39	32.74
1989-07-30	1.5	24.82	33.68
1989-07-31	0	25.58	34.14
1989-08-01	0	25.24	35.07
1989-08-02	0	25.29	34.94
1989-08-03	2.3	24.64	35.32
1989-08-04	4	25.57	34.8
1989-08-05	0	25.28	34.8
1989-08-06	0	25.69	33.95
1989-08-07	0	25.19	35.11
1989-08-08	0	25.18	35.6
1989-08-09	0	25.65	35.8
1989-08-10	18.1	25.43	35.26
1989-08-11	2.9	24.2	35.69
1989-08-12	0.1	25.45	35.59
1989-08-13	0	25.48	35.36
1989-08-14	0	26.12	35.78
1989-08-15	0	26.08	35.25
1989-08-16	0	25.68	32.92
1989-08-17	0	25.82	34.91
1989-08-18	0	25.55	34.5
1989-08-19	0	25.8	35.97
1989-08-20	0	26.61	35.89
1989-08-21	0	25.48	36.05
1989-08-22	1	25.29	35.48
1989-08-23	0	25.57	36.1
1989-08-24	0	26.04	35.92
1989-08-25	0	26.54	35.89
1989-08-26	0	26.81	36.58
1989-08-27	0	26.32	36.26
1989-08-28	0	26.06	36.59
1989-08-29	0	26.8	37.14
1989-08-30	0	26	36.52
1989-08-31	0.3	26.29	35.91
1989-09-01	0.9	25.52	36.23
1989-09-02	25.7	24.5	36.3
1989-09-03	0	25.05	33.85
1989-09-04	0.4	25.81	34.09
1989-09-05	0	26.23	35.32
1989-09-06	0	26.2	36.34
1989-09-07	0	25.8	35.14
1989-09-08	0	25.24	33.05
1989-09-09	0	24.6	35.5
1989-09-10	0	25.14	35.86
1989-09-11	0	25.24	36.5
1989-09-12	0	25.86	36.15
1989-09-13	0	25.88	35.69
1989-09-14	0	25.76	36.18
1989-09-15	0	26.63	37.17
1989-09-16	0.5	23.59	36.53
1989-09-17	0	23.92	35.8
1989-09-18	0	25.49	34.57
1989-09-19	0	25.05	33.93
1989-09-20	44.9	23.89	33.79
1989-09-21	19.5	24.52	33.24
1989-09-22	11.6	23.18	32.5
1989-09-23	1.3	24.13	30.52
1989-09-24	2.6	25.21	31.98
1989-09-25	0.7	24.24	31.37
1989-09-26	0.3	24.62	30.79
1989-09-27	0	24.99	31.56
1989-09-28	20.4	24.31	31.97
1989-09-29	0	25.46	32.79
1989-09-30	1.5	25.35	32.58
1989-10-01	5.1	25.01	32.78
1989-10-02	0	25.36	33.49
1989-10-03	0	25.47	33.95
1989-10-04	5.1	24.93	34.06
1989-10-05	0	25.14	34.9
1989-10-06	0	25.24	32.42
1989-10-07	21.5	24.73	33.7
1989-10-08	0	25.47	33.21
1989-10-09	34.7	24.72	33.67
1989-10-10	40.2	24.12	33
1989-10-11	0	24.9	33.37
1989-10-12	0	23.44	34.3
1989-10-13	10.3	24.48	31.9
1989-10-14	0.3	24.99	32.88
1989-10-15	0	24.94	32.73
1989-10-16	0	25.44	33.64
1989-10-17	0	24.19	34.12
1989-10-18	4.8	25.32	34.44
1989-10-19	1.1	25.12	33.33
1989-10-20	0	24.63	31.53
1989-10-21	0	23.98	32.44
1989-10-22	0	23.75	32.34
1989-10-23	0	24.17	32.26
1989-10-24	5.6	24.03	33.22
1989-10-25	0	24.69	32.7
1989-10-26	0.6	25.5	32.17
1989-10-27	6.3	24.79	33.13
1989-10-28	1.5	24.45	32.07
1989-10-29	27	23.6	31.82
1989-10-30	19.6	24.02	31.41
1989-10-31	1	23.77	30.32
1989-11-01	11.7	23.32	29.9
1989-11-02	24.9	23.8	29.9
