Date	Preci	MinT	MaxT
1977-03-25	0	25.56	34.19
1977-03-26	0	25.68	34.32
1977-03-27	0	25.51	34.12
1977-03-28	5.2	25.08	33.37
1977-03-29	12.7	24.16	31.13
1977-03-30	0	24.98	33.76
1977-03-31	0	25.77	34.29
1977-04-01	0	25.1	33.85
1977-04-02	0	24.93	33.97
1977-04-03	0	24.76	33.75
1977-04-04	0	25.69	34.23
1977-04-05	0	26.35	34.72
1977-04-06	0	26.53	34.68
1977-04-07	0	26.59	35.18
1977-04-08	0	27.24	35.7
1977-04-09	0	27.47	35.4
1977-04-10	1.3	27.05	34.91
1977-04-11	0	26.94	35.74
1977-04-12	0	27.39	36.33
1977-04-13	0	27.64	36.42
1977-04-14	0	27.49	36.87
1977-04-15	0	28.06	37.69
1977-04-16	2.2	27.87	36.67
1977-04-17	4.3	24.14	35.39
1977-04-18	0	26.34	34.25
1977-04-19	0	25.18	34.43
1977-04-20	0	26.1	34.27
1977-04-21	0	26.67	34.85
1977-04-22	0.2	26.24	34.85
1977-04-23	0	26.83	34.82
1977-04-24	7.4	26.4	34.91
1977-04-25	24	23.96	34.94
1977-04-26	0	23.96	33.49
1977-04-27	0	25.54	33.66
1977-04-28	0	26.24	34.94
1977-04-29	0	26.46	35.12
1977-04-30	0	27.52	35.24
1977-05-01	6.6	27.54	35.39
1977-05-02	9.5	27.07	35.1
1977-05-03	0	26.72	35.03
1977-05-04	0	26.46	34.66
1977-05-05	2	25.67	34.15
1977-05-06	0	27.16	34.13
1977-05-07	0	26.46	34.41
1977-05-08	0	26.07	34.24
1977-05-09	15.5	23.55	33.9
1977-05-10	0.4	24.43	31.67
1977-05-11	21.2	23.37	30.58
1977-05-12	0	25.11	33.15
1977-05-13	0	26.09	35.23
1977-05-14	0	26.57	35.54
1977-05-15	0	26.47	35.99
1977-05-16	0	27.52	36.32
1977-05-17	0	26.07	35.58
1977-05-18	0	27.07	35.72
1977-05-19	0	27.15	36.06
1977-05-20	0	27.23	35.81
1977-05-21	0	27.61	37.53
1977-05-22	0	27.14	36.86
1977-05-23	0	27.1	36.71
1977-05-24	0	26.84	36.89
1977-05-25	6.1	23.66	35.26
1977-05-26	0	24.77	34.95
1977-05-27	0	26.28	35.59
1977-05-28	0	26.51	35.14
1977-05-29	1.1	25.78	34.79
1977-05-30	0	26.37	35.26
1977-05-31	0	26.65	36.3
1977-06-01	0	26.99	37.12
1977-06-02	0	26.95	37
1977-06-03	0	27.23	37.04
1977-06-04	0	27.13	36.27
1977-06-05	0	26.61	36.19
1977-06-06	0	27.12	36.55
1977-06-07	15	24.92	35.81
1977-06-08	24.3	24.13	34.09
1977-06-09	0	26.77	34.38
1977-06-10	0	26.17	35.47
1977-06-11	0	26.44	35.02
1977-06-12	0.1	27.01	36.55
1977-06-13	0	25.43	35.07
1977-06-14	8	24.58	35.62
1977-06-15	0	25.88	33.36
1977-06-16	0	25.87	33.65
1977-06-17	0.6	25.83	35.63
1977-06-18	0	26.29	36.41
1977-06-19	0	26.91	36.36
1977-06-20	0	26.96	37.17
1977-06-21	0	26.66	36.08
1977-06-22	0	27.07	35.39
1977-06-23	0	26.6	36.02
1977-06-24	0	26.41	35.55
1977-06-25	0.5	27.13	37.06
1977-06-26	3.2	26.88	35.99
1977-06-27	0	26.86	36.39
1977-06-28	0	26.72	35.6
1977-06-29	0	25.8	36.31
1977-06-30	0	27.03	36.05
1977-07-01	0	26.54	35.99
1977-07-02	0	27.18	35.5
1977-07-03	0	26.81	35.77
1977-07-04	0	26.32	35.61
1977-07-05	0	26.21	34.81
1977-07-06	0	26.41	35.07
1977-07-07	0	26.09	35.66
1977-07-08	0	26.37	36.23
1977-07-09	0	26.07	36.76
1977-07-10	0	26.5	37.21
1977-07-11	0	26.5	34.96
1977-07-12	33.5	23.77	34.83
1977-07-13	0	24.41	34.56
1977-07-14	0	25.09	34.72
1977-07-15	0	25.7	35.72
1977-07-16	2.5	26.1	37.02
1977-07-17	10.5	25.03	35.55
1977-07-18	0	25.65	34.65
1977-07-19	0	25.86	33.75
1977-07-20	0	26.43	33.86
1977-07-21	0.5	26.49	34.14
1977-07-22	0	26.63	35.83
1977-07-23	0	26.75	35.1
1977-07-24	0	26.41	34.33
1977-07-25	0	26.57	34.14
1977-07-26	0	26.41	35.54
1977-07-27	0	26.11	35.34
1977-07-28	0	26.5	36.03
1977-07-29	0	25.53	35.61
1977-07-30	1	25.7	35.29
1977-07-31	0	26.1	34.7
1977-08-01	1.4	26.22	36.41
1977-08-02	4.4	26.15	36.18
1977-08-03	0	26.26	34.61
1977-08-04	0	26	35.31
1977-08-05	0	25.8	35.65
1977-08-06	0	26.12	35.63
1977-08-07	0	26.14	35.83
1977-08-08	0	26.51	35.97
1977-08-09	0	25.44	35.23
1977-08-10	1.2	24.69	34.16
1977-08-11	3.9	24.32	32.14
1977-08-12	0	25.01	33.73
1977-08-13	0	26.14	34.09
1977-08-14	0.9	25.33	34.56
1977-08-15	5.9	24.25	34.42
1977-08-16	0	25.04	33.99
1977-08-17	0.9	25.01	34.42
1977-08-18	0	25.47	33.7
1977-08-19	68.1	23.92	33.76
1977-08-20	10.5	24.12	32.37
1977-08-21	5.2	24.71	32.72
1977-08-22	0	25.13	34.03
1977-08-23	0	25.79	34.58
1977-08-24	0	25.63	34.19
1977-08-25	0	25.66	34.74
1977-08-26	0	25.65	33.78
1977-08-27	0	25.88	34.08
1977-08-28	7.5	25.07	34.17
1977-08-29	8.5	24.48	33.7
1977-08-30	10.2	24.59	33.47
1977-08-31	0.2	24.88	32.97
1977-09-01	3.7	25.42	33.79
1977-09-02	0	25.55	34.2
1977-09-03	0	25.39	34.3
1977-09-04	0	25.59	34.6
1977-09-05	0	25.69	34.09
1977-09-06	0	25.76	34.51
1977-09-07	0.2	25.28	35.57
1977-09-08	0	25.59	34.18
1977-09-09	0	25.38	35.6
1977-09-10	0	25.62	35.64
1977-09-11	2.3	25.81	35.48
1977-09-12	0	25.41	35.82
1977-09-13	0	25.9	35.59
1977-09-14	0	25.76	35.58
1977-09-15	9	24.07	35.35
1977-09-16	0	24.1	34.46
1977-09-17	1	25.06	34.19
1977-09-18	0	24.98	34.38
1977-09-19	95.3	24.64	34.52
1977-09-20	26.3	24.7	33.39
1977-09-21	5.3	25.24	33.55
1977-09-22	1.5	25.07	33.59
1977-09-23	0	25.28	33.86
1977-09-24	0	25.71	34.27
1977-09-25	3.4	25.71	34.08
1977-09-26	0	25.97	34.17
1977-09-27	6.3	25.25	33.72
1977-09-28	2.4	25.64	33.92
1977-09-29	1.5	25.61	32.62
1977-09-30	3.5	25.1	32.76
1977-10-01	1.1	24.6	31.76
1977-10-02	0.9	24.71	31.2
1977-10-03	5.2	25.09	33.37
1977-10-04	0.5	24.98	32.92
1977-10-05	7.4	24.61	33.73
1977-10-06	0	24.94	31.71
1977-10-07	22.9	23.2	31.91
1977-10-08	6.3	23.93	31.25
1977-10-09	1.1	24.45	31.49
1977-10-10	5.9	23.32	32.18
1977-10-11	2.5	24.1	30.54
1977-10-12	22.7	23.39	31.22
1977-10-13	16.5	23.27	30.61
1977-10-14	2.2	23.52	31.39
1977-10-15	38.7	23.62	31.17
1977-10-16	12	23.45	29.44
1977-10-17	0.8	23.58	29.66
1977-10-18	26.1	23.68	30.15
1977-10-19	11.1	23.92	29.28
1977-10-20	21	23.27	28.56
1977-10-21	27.3	23.57	29.15
1977-10-22	13.9	23.3	28.94
1977-10-23	124.5	23.11	27.37
1977-10-24	33	23.22	26.95
1977-10-25	13.7	23.43	27.97
1977-10-26	30.5	23.26	30.16
1977-10-27	6	23.65	28.81
1977-10-28	8.5	23.66	29.64
1977-10-29	0	23.21	30.62
1977-10-30	0	23.69	32.72
1977-10-31	0	24.89	32.72
1977-11-01	0	25.09	32.58
1977-11-02	0	24.89	31.87
1977-11-03	1.8	23.88	31.01
1977-11-04	6.5	23.44	30.86
1977-11-05	21.8	22.81	30.42
1977-11-06	73.3	23.35	28.33
1977-11-07	2	23.99	29.03
1977-11-08	10.8	23.23	30.3
1977-11-09	2.6	23.13	29.96
1977-11-10	5.1	23.11	30.83
1977-11-11	1.9	23.53	30.8
1977-11-12	117.2	22.72	28.38
1977-11-13	61.3	23.37	27.81
1977-11-14	1.6	23.83	29.71
1977-11-15	14.9	23.62	30.11
1977-11-16	15.1	23.98	30.13
1977-11-17	0.1	23.24	30.45
1977-11-18	0	23.5	29.6
1977-11-19	0.1	24.21	29.73
1977-11-20	7	25.77	31.74
1977-11-21	84.5	22.56	32.03
1977-11-22	9.6	24.83	30.58
1977-11-23	0	24.55	31.21
1977-11-24	5.4	24.42	30.83
1977-11-25	40.7	22.68	29.57
1977-11-26	33.4	23.08	26.81
1977-11-27	2.5	23.46	28.85
1977-11-28	27.2	24.91	30.2
1977-11-29	4	24.8	30.4
1977-11-30	3.9	23.6	30.54
1977-12-01	0	24.25	30.07
1977-12-02	14.7	24.07	30.54
1977-12-03	13.4	24.24	28.91
1977-12-04	0	23.52	30.22
1977-12-05	0	22.99	30.44
1977-12-06	0	23.3	30.41
1977-12-07	0	22.68	29.97
1977-12-08	2.4	22.87	30.33
1977-12-09	1.1	21.9	29.81
1977-12-10	2.4	22.89	28.17
1977-12-11	0	20.75	28.31
1977-12-12	0	20.18	28.69
1977-12-13	0	21.03	28.79
1977-12-14	0	20.39	29.05
1977-12-15	0	20.2	29.3
1977-12-16	0	20.4	29.14
1977-12-17	0	21.33	28.7
1977-12-18	0	20.58	29.06
1977-12-19	0	21.12	28.94
1977-12-20	0	22.33	28.63
1977-12-21	0	21.49	29.02
1977-12-22	0	22.82	28.46
1977-12-23	2.5	22.76	29.05
1977-12-24	1.3	21.59	29.01
1977-12-25	0	21.29	29.26
1977-12-26	0	20.33	29.25
1977-12-27	0	19.84	29.08
1977-12-28	0	19.82	28.59
1977-12-29	0	20.1	28.88
1977-12-30	0	20.67	30.15
1977-12-31	0	23.19	30.32
1978-01-01	0	22.81	29.31
1978-01-02	0	21.57	29.79
1978-01-03	0	21.77	30.16
1978-01-04	0	22.29	30.48
1978-01-05	0	22.6	30.12
1978-01-06	0	21.54	30.26
1978-01-07	0	22.22	29.98
1978-01-08	0	22.16	30.1
1978-01-09	0	21.87	29.8
1978-01-10	0	21.08	29.79
1978-01-11	0	21.39	30.17
1978-01-12	0	22.07	30.24
1978-01-13	0	21.96	30.2
1978-01-14	0	20.9	29.29
1978-01-15	0	19.89	29.39
1978-01-16	0	20.45	29.3
1978-01-17	0	20.36	29.89
1978-01-18	0	20.21	29.46
1978-01-19	0	18.23	29.47
1978-01-20	0	20.29	29.87
1978-01-21	0	20.07	29.36
1978-01-22	0	20.74	30.05
1978-01-23	0	22.09	30.48
1978-01-24	0	22.46	30.72
1978-01-25	0	22.15	30.7
1978-01-26	0	22.05	30.26
1978-01-27	0	20.65	30.58
1978-01-28	0	20.18	30.12
1978-01-29	0	20.76	30.04
1978-01-30	0	20.97	30.13
1978-01-31	0	21.1	29.99
1978-02-01	0	21.65	30.31
1978-02-02	0	21.04	30.11
1978-02-03	0	22.42	30.4
1978-02-04	0	22.26	30.61
1978-02-05	0	22.63	30.87
1978-02-06	0	22.91	30.91
1978-02-07	0	23.23	31.17
1978-02-08	0	23.13	31.19
1978-02-09	0	23.21	31.15
1978-02-10	0	22.79	31.3
1978-02-11	0	22.66	31.23
1978-02-12	0	22.13	30.92
1978-02-13	0	21.62	30.89
1978-02-14	0	20.85	30.83
1978-02-15	0	20.92	30.68
1978-02-16	0	21.33	31.21
1978-02-17	0	21.47	30.09
1978-02-18	0	22.85	31.48
1978-02-19	0	23.06	31.97
1978-02-20	0	23.77	32.27
1978-02-21	0	24.44	32.02
1978-02-22	0	24.93	32.24
1978-02-23	0	24.44	32.06
1978-02-24	0	23.67	31.71
1978-02-25	0	22.31	31.38
1978-02-26	0	22.41	31.06
1978-02-27	0	21.98	31.37
1978-02-28	0	21.65	31.37
1978-03-01	0	21.52	31.95
1978-03-02	0	22.48	31.68
1978-03-03	0	24.18	32.17
1978-03-04	0	24.19	32.27
1978-03-05	0	23.8	32.38
1978-03-06	0	23.38	32.72
1978-03-07	0	23.13	32.28
1978-03-08	0	24.21	32.63
1978-03-09	0	24.11	33.2
1978-03-10	0	23.6	32.63
1978-03-11	0	22.64	32.92
1978-03-12	0	22.9	33.18
1978-03-13	0	24.46	33.31
1978-03-14	0	24.35	33.26
1978-03-15	0	24.38	33.16
1978-03-16	0	24.15	32.89
1978-03-17	0	23.88	32.94
1978-03-18	0	22.73	33.08
1978-03-19	0	23.83	33.41
1978-03-20	0	23.57	33.39
1978-03-21	0	23.84	33.57
1978-03-22	0	24.18	32.9
1978-03-23	0	23.53	33.21
1978-03-24	0	25.07	33.54
1978-03-25	0	25.89	33.91
1978-03-26	0	25.44	34.32
1978-03-27	0	25.93	34.13
1978-03-28	0	24.84	33.96
1978-03-29	0	24.83	33.85
1978-03-30	0	25.1	34.33
1978-03-31	0	26.47	35.41
1978-04-01	0	26.51	35.66
1978-04-02	0	25.65	35.41
1978-04-03	0	25.18	35.05
1978-04-04	0	25.07	34.82
1978-04-05	0	24.92	34.78
1978-04-06	0	25.02	34.47
1978-04-07	0	25.91	34.54
1978-04-08	3.9	26.32	33.77
1978-04-09	4.8	26.38	34.1
1978-04-10	0	25.6	34.39
1978-04-11	0	25.52	34.74
1978-04-12	0	26.39	35.75
1978-04-13	0	26.25	35.07
1978-04-14	0	26.17	34.95
1978-04-15	0	26.57	36.3
1978-04-16	0	27.1	36.48
1978-04-17	0	27.4	36.92
1978-04-18	0	27.77	36.6
1978-04-19	0	27.33	37.7
1978-04-20	0	27.57	37.2
1978-04-21	0	27.78	35.73
1978-04-22	0	27.78	35.98
1978-04-23	0	27.66	35.55
1978-04-24	0	26.16	35.91
1978-04-25	0.2	26.15	34.57
1978-04-26	14.2	24.25	35.21
1978-04-27	0	26.67	35.79
1978-04-28	0	26.74	36.91
1978-04-29	0	24.78	35.92
1978-04-30	0	26.72	35.96
1978-05-01	0	27.17	36.36
1978-05-02	0	27.11	36.02
1978-05-03	0	26.67	35.45
1978-05-04	0.1	26.7	34.99
1978-05-05	0.6	26.69	34.88
1978-05-06	0.2	25.37	35.36
1978-05-07	0	26.77	35.37
1978-05-08	0	27.55	35.69
1978-05-09	0	27.37	35.46
1978-05-10	0	27.75	35.53
1978-05-11	0.9	28.23	36.47
1978-05-12	2.7	27.41	36.33
1978-05-13	1.3	27.12	36.67
1978-05-14	0	27.63	36.07
1978-05-15	24.4	25.21	34.4
1978-05-16	0	27.37	36.21
1978-05-17	0	27.82	37.68
1978-05-18	0	27.73	38.49
1978-05-19	0	27.72	38.02
1978-05-20	0	27.54	38.76
1978-05-21	0	27.3	38.64
1978-05-22	0	27.83	38.3
1978-05-23	0	26.23	38.29
1978-05-24	0	27.93	37.51
1978-05-25	0	27.62	36.63
1978-05-26	0	27.03	36.3
1978-05-27	0	27.37	37.19
1978-05-28	0	26.52	36.98
1978-05-29	0	26.7	37
1978-05-30	3.4	26.21	36.39
1978-05-31	0	26.84	35.58
1978-06-01	16.9	25.37	34.96
1978-06-02	0	26.62	35.04
1978-06-03	0	26.28	35.31
1978-06-04	0	27.06	36.47
1978-06-05	0	27.2	36.71
1978-06-06	0	26.65	36.87
1978-06-07	0	26.53	36.64
1978-06-08	0	26.99	35.91
1978-06-09	0	27.13	36.42
1978-06-10	0	26.9	35.68
1978-06-11	0.5	25.92	36.18
1978-06-12	0	26.65	33.18
1978-06-13	0	26.69	34.37
1978-06-14	0	26.96	35.51
1978-06-15	0	26.65	35.22
1978-06-16	0	26.33	35.4
1978-06-17	0	26.37	35.11
1978-06-18	0	26.64	35.05
1978-06-19	0	26.25	35.85
1978-06-20	0	26.51	36.43
1978-06-21	0	26.48	35.22
1978-06-22	0	26.42	35.93
1978-06-23	0	27.13	36.23
1978-06-24	0	26.64	36.87
1978-06-25	0	26	36.4
1978-06-26	0	27.13	35.81
1978-06-27	0	26.59	36.78
1978-06-28	0	26.86	37.04
1978-06-29	0	26.38	36.58
1978-06-30	0	25.47	36.04
1978-07-01	0	26.05	35.13
1978-07-02	0.2	26.45	35.52
1978-07-03	0	26.21	34.97
1978-07-04	0	26.15	34.98
1978-07-05	3.9	25.66	35.71
1978-07-06	1.8	25.24	35
1978-07-07	3.7	26.27	34.38
1978-07-08	0	26.71	35.53
1978-07-09	0	26.3	35.71
1978-07-10	0	26.72	35.87
1978-07-11	0	26.57	35.33
1978-07-12	0	26.64	35.31
1978-07-13	0	26.53	35.42
1978-07-14	13	24.16	35.14
1978-07-15	28.5	23.77	33.78
1978-07-16	1.5	24.15	33.32
1978-07-17	0	25.22	33.31
1978-07-18	7.1	24.39	33.36
1978-07-19	0	24.47	33.44
1978-07-20	0	25.75	34.53
1978-07-21	0	25.21	34.82
1978-07-22	0	25.36	35.47
1978-07-23	0	25.87	35.49
1978-07-24	0	26.01	34.9
1978-07-25	0	25.97	35.84
1978-07-26	0.2	25.85	35.57
1978-07-27	15.5	25.43	34.91
1978-07-28	0	25.84	34.98
1978-07-29	0	26.47	35.48
1978-07-30	0	26.12	34.9
1978-07-31	0	26.1	33.61
1978-08-01	0	26.39	33.45
1978-08-02	0	26.18	34.71
1978-08-03	0	25.25	35.72
1978-08-04	0	25.41	35.68
1978-08-05	0	25.91	35.51
1978-08-06	0	25.27	34.93
1978-08-07	0	25.82	34.57
1978-08-08	0	25.95	34.08
1978-08-09	0	25.06	34.32
1978-08-10	14.3	24.81	34.59
1978-08-11	23.2	24.66	34.03
1978-08-12	0	25.48	33.51
1978-08-13	0	25.61	34.43
1978-08-14	0	26.26	34.96
1978-08-15	0	26.3	34.97
1978-08-16	0	26.55	34.41
1978-08-17	0	25.24	34.99
1978-08-18	0	26.05	35.27
1978-08-19	1.4	24.28	35.49
1978-08-20	0	25.19	33.06
1978-08-21	0.2	25.2	34.05
1978-08-22	1	24.71	33.55
1978-08-23	0	24.6	34.7
1978-08-24	3.1	25.46	34.61
1978-08-25	2.7	25.66	34.6
1978-08-26	2	25.92	34.04
1978-08-27	0	25.85	34.31
1978-08-28	0	25.92	33.3
1978-08-29	2	25.74	34.56
1978-08-30	0	25.61	34.74
1978-08-31	8.1	25.07	34.97
1978-09-01	0	24.94	33.53
1978-09-02	0	25.14	34.47
1978-09-03	0	24.78	34.69
1978-09-04	0	25.23	34.94
1978-09-05	0	25.24	34.28
1978-09-06	0	25.11	35.02
1978-09-07	12.8	23.64	32.42
1978-09-08	11.5	22.52	34.93
1978-09-09	12.5	22.5	34.21
1978-09-10	0	24.4	33.12
1978-09-11	0	23.49	33
1978-09-12	0	23.43	33.08
1978-09-13	0	24.26	33.02
1978-09-14	0	24.82	33.77
1978-09-15	0	24.37	32.91
1978-09-16	0	25.41	33.66
1978-09-17	0	24.72	34.57
1978-09-18	0	24.61	35.06
1978-09-19	0	25.52	35.24
1978-09-20	32.1	24.43	34.16
1978-09-21	0.3	24.75	34.68
1978-09-22	3.5	24.54	34.05
1978-09-23	0	24.56	34.04
1978-09-24	0	25.21	33.76
1978-09-25	0	25.22	33.92
1978-09-26	13.5	24.17	34.17
1978-09-27	22.1	23.88	32.99
1978-09-28	25.3	24.12	32.78
1978-09-29	0	24.98	33.44
1978-09-30	0	24.92	33.69
1978-10-01	0	24.65	33.73
1978-10-02	6.9	24.79	33.59
1978-10-03	0	24.15	34.58
1978-10-04	0	24.27	34.44
1978-10-05	0	24.22	33.75
1978-10-06	0	25.25	34.47
1978-10-07	0.8	25.44	34.24
1978-10-08	1.8	25.42	34.51
1978-10-09	0	25	33.77
1978-10-10	0	25.55	33.16
1978-10-11	0	25.38	34.06
1978-10-12	0	25.39	33.95
1978-10-13	0	25.45	34.3
1978-10-14	21.6	22.7	34.11
1978-10-15	2.2	23.33	32.85
1978-10-16	0	24.34	32.13
1978-10-17	0	24.59	32.78
1978-10-18	1.8	25.02	31.95
1978-10-19	18	24.7	31.39
1978-10-20	9.3	24.33	30.48
1978-10-21	33.6	24.07	29.86
1978-10-22	1.5	24.55	30.37
1978-10-23	8.9	24.14	31.24
1978-10-24	15.9	23.96	29.46
1978-10-25	14.1	24.27	30.74
1978-10-26	0	24.85	31.31
1978-10-27	6.1	24.44	31.81
1978-10-28	28.1	23.57	29.01
1978-10-29	15.5	23.63	28.97
1978-10-30	22	24.08	28.95
1978-10-31	10	23.98	30.48
1978-11-01	25.8	23.59	29.94
1978-11-02	10.3	23.94	30.38
1978-11-03	4	23.98	30.09
1978-11-04	105.5	22.26	26.69
1978-11-05	20.1	22.9	27.55
1978-11-06	11.4	24.41	30.03
1978-11-07	0	24.54	30.16
1978-11-08	20.8	24.05	31.01
1978-11-09	0.9	24.86	30.54
1978-11-10	0	24.83	31.03
1978-11-11	0	24.42	30.84
1978-11-12	0	23.55	30.78
1978-11-13	0	23.38	30.87
1978-11-14	0	23.31	30.62
1978-11-15	0	23.57	30.62
1978-11-16	0	23.52	31
1978-11-17	0	23.55	31.03
1978-11-18	0	23.08	30.85
1978-11-19	0	22.64	31.7
1978-11-20	0	23.45	31.81
1978-11-21	15.7	22.35	31.11
1978-11-22	0	21.82	30.21
1978-11-23	0	23.09	30.56
1978-11-24	36.3	21.77	29.87
1978-11-25	45.4	23.49	27.53
1978-11-26	5.3	24.14	30.39
1978-11-27	0.5	24.85	30.19
1978-11-28	0	23.95	30.59
1978-11-29	0	23.42	30.37
1978-11-30	0	23.18	30.03
1978-12-01	0	23.2	30.16
1978-12-02	0.6	23.14	31.02
1978-12-03	29.5	22.74	28.3
1978-12-04	21	22.84	28.76
1978-12-05	0	23.42	29.26
1978-12-06	0.1	23.52	29.78
1978-12-07	5.2	22.28	29.21
1978-12-08	0.1	23.71	29.79
1978-12-09	0.1	23.7	30.45
1978-12-10	28.2	23.58	28.51
1978-12-11	29.1	22.82	29.15
1978-12-12	26.3	23.6	27.82
1978-12-13	1.1	23.17	28.52
1978-12-14	4.9	23.46	28.99
1978-12-15	7.6	22.83	28.7
1978-12-16	2.9	21.95	28.76
1978-12-17	0	22.84	27.95
1978-12-18	0	22.12	29.18
1978-12-19	0.9	22.67	28.61
1978-12-20	0	21.44	28.76
1978-12-21	0	21.47	29.08
1978-12-22	0	22.04	29.11
1978-12-23	2.3	22.16	29
1978-12-24	51.4	21.95	26.34
1978-12-25	71.4	22.41	25.52
1978-12-26	81	21.95	25.9
1978-12-27	22.5	22.6	26.13
1978-12-28	1	22.8	27.88
1978-12-29	1	22.58	28.69
1978-12-30	3.6	22.18	28.75
1978-12-31	0.1	21.91	28.63
1979-01-01	0	21.3	29.27
1979-01-02	0	22.63	29.13
1979-01-03	0	22.07	29.61
1979-01-04	0	20.75	29.67
1979-01-05	0	20.01	29.24
1979-01-06	0	20.39	29.18
1979-01-07	0	21.22	29.38
1979-01-08	0	21.1	29.58
1979-01-09	0	21.48	29.39
1979-01-10	0	20.75	29.55
1979-01-11	0	20.25	29.53
1979-01-12	0	19.62	29.24
1979-01-13	0	20.21	29.54
1979-01-14	0	20.35	29.69
1979-01-15	0	20.84	29.86
1979-01-16	0	20.43	29.45
1979-01-17	0	21.21	29.15
1979-01-18	0	22.61	29.99
1979-01-19	0	23.99	30.22
1979-01-20	0	23.49	30.69
1979-01-21	0	22.79	30.55
1979-01-22	0	22.36	30.21
1979-01-23	0	23.07	30.01
1979-01-24	0	23.57	30.64
1979-01-25	0	23.32	30.17
1979-01-26	0	23.03	30.69
1979-01-27	0	21.51	30.46
1979-01-28	0	21.03	30.49
1979-01-29	0	21.92	30.34
1979-01-30	0	20.97	30.51
1979-01-31	0	21.16	31.13
1979-02-01	0	20.78	31.34
1979-02-02	0	21.87	31.32
1979-02-03	0	21.54	31.35
1979-02-04	0	21.74	31.06
1979-02-05	0	22.25	31.12
1979-02-06	0	22.4	31.17
1979-02-07	0	22.32	31.49
1979-02-08	0	22.18	31.46
1979-02-09	0	23.51	31.53
1979-02-10	0	23.04	32.14
1979-02-11	0	24.22	31.88
1979-02-12	0	24.7	31.85
1979-02-13	0	24.69	31.99
1979-02-14	0	23.56	31.95
1979-02-15	0	23.72	31.92
1979-02-16	0	22.6	31.91
1979-02-17	0	21.43	31.56
1979-02-18	0	23.5	31.7
1979-02-19	7.8	24.53	31.68
1979-02-20	1.3	23.88	31.95
1979-02-21	2.8	23.25	29.91
1979-02-22	0	24.01	32.32
1979-02-23	0	24.64	32.93
1979-02-24	0	24.5	32.78
1979-02-25	0	24.03	32.7
1979-02-26	0	25.53	32.35
1979-02-27	0	24.27	32.29
1979-02-28	0	23.96	32.15
1979-03-01	0	24.12	32.42
1979-03-02	0	23.72	31.86
1979-03-03	0	24.34	32.13
1979-03-04	33.4	23.48	31.18
1979-03-05	7.6	24.02	31.4
1979-03-06	0	24.49	31.9
1979-03-07	0	23.92	32.11
1979-03-08	0	23.98	32.57
1979-03-09	0	24.68	33
1979-03-10	0	25.06	33.82
1979-03-11	0	25.66	35.07
1979-03-12	0	24.43	33.37
1979-03-13	0	22.72	33.04
1979-03-14	0	23.29	33.39
1979-03-15	0	22.81	33.42
1979-03-16	0	22.54	33.52
1979-03-17	0	23.06	33.04
1979-03-18	0	22.99	33.38
1979-03-19	0	24.31	33.74
1979-03-20	0	24.96	34.43
1979-03-21	0	23.99	34.42
1979-03-22	0	24.19	34.29
1979-03-23	0	24.29	34.27
1979-03-24	0	24	33.96
1979-03-25	0	24.5	34.17
1979-03-26	0	23.77	34.44
1979-03-27	0	23.71	34.45
1979-03-28	0	24.2	34.38
1979-03-29	0	24.22	34.8
1979-03-30	0	24.99	35
1979-03-31	0	24.98	35.24
1979-04-01	0	25.42	35.1
1979-04-02	0	24.7	35.41
1979-04-03	0	24.61	34.94
1979-04-04	0	25.25	35.54
1979-04-05	0	25.99	37.34
1979-04-06	0	25.28	37.08
1979-04-07	0	24.86	36.46
1979-04-08	0	24.29	35.24
1979-04-09	0	24.04	34.85
1979-04-10	0	24.21	34.85
1979-04-11	0	25.84	35.84
1979-04-12	0	26.47	36.97
1979-04-13	0	26.72	36.16
1979-04-14	0	26.52	36.13
1979-04-15	0	26.04	34.9
1979-04-16	0	26.81	36.16
1979-04-17	2.1	26.82	35.36
1979-04-18	0	26.1	36.12
1979-04-19	0	27.18	34.76
1979-04-20	0	26.96	35.4
1979-04-21	0	26.92	37
1979-04-22	0	27.51	38
1979-04-23	0	26.4	37.78
1979-04-24	0	26.85	37.05
1979-04-25	0	27.02	36.65
1979-04-26	0	27.09	37.07
1979-04-27	0	26.53	36.38
1979-04-28	0	26.93	37.08
1979-04-29	0	27.27	37.51
1979-04-30	0	27.52	37.42
1979-05-01	0	27.61	36.57
1979-05-02	0	27.96	36.45
1979-05-03	0	27.72	36.19
1979-05-04	0	28.04	36.59
1979-05-05	0	28.27	37.33
1979-05-06	0	27.5	37.44
1979-05-07	0	27.59	37.87
1979-05-08	0	26.41	37.37
1979-05-09	0	26.8	36.98
1979-05-10	0	26.7	36.34
1979-05-11	0	27.53	33.77
1979-05-12	5.7	25.89	36.32
1979-05-13	0	26.02	34.24
1979-05-14	0	26.06	36.46
1979-05-15	0	26	37.03
1979-05-16	0	26.17	36.94
1979-05-17	0	26.51	36.89
1979-05-18	0	27.16	37.18
1979-05-19	0	27.31	37.26
1979-05-20	0	27.36	38.3
1979-05-21	1.8	26.53	38.29
1979-05-22	0	27.83	38.63
1979-05-23	0	27.98	38.44
1979-05-24	0	27.36	38.52
1979-05-25	0	27.15	38.61
1979-05-26	0	27.47	37.63
1979-05-27	0	26.55	38.44
1979-05-28	0	26.89	37.16
1979-05-29	0	26.85	36.88
1979-05-30	0	26.97	37.84
1979-05-31	0	27.25	37.67
1979-06-01	0	27.45	38.07
1979-06-02	0	27.26	37.43
1979-06-03	0	26.67	37.48
