date	prec	tmin	tmax	srad
19830921	0	13	26.4	18.99964262
19830922	0	13.4	25.4	15.88647935
19830923	0	14	26.8	15.48074371
19830924	0	15.4	27.8	17.51290855
19830925	0	13.4	28.8	17.64768335
19830926	10	13.6	27	15.20712108
19830927	0.4	14	28	21.0311864
19830928	0	14	26.4	14.11781434
19830929	0	12.4	28.2	19.39761993
19830930	0	15	27.2	18.85066061
19831001	0	15.4	26.4	15.18830117
19831002	0	15.2	27.8	13.82854556
19831003	7.1	13.8	25.6	15.71727273
19831004	0	13.2	24.8	15.16865288
19831005	0	14.8	26.2	14.34926737
19831006	0	14	28.2	18.26159783
19831007	0	12.6	29	19.19681628
19831008	0.1	12.6	27.8	17.69928289
19831009	0	14.2	26.4	16.47259028
19831010	0	12	26.8	17.2701463
19831011	0	15	26	14.42606624
19831012	13	13.6	25.6	14.14489161
19831013	4	14	20.2	9.959442197
19831014	7.2	12.4	22.4	12.50597104
19831015	15.2	12	21.6	10.20909311
19831016	0.2	13.2	21.464	9.930170922
19831017	7.9	11.4	25.8	22.13119591
19831018	3.2	14	26.2	18.6237502
19831019	0	13.6	23.4	10.70177585
19831020	23.8	12.2	23.6	12.69706734
19831021	9	11.8	25.2	19.63466439
19831022	0	10.4	25.8	14.93864605
19831023	1.7	12.6	25.4	16.65583616
19831024	0	13.4	25	15.57023164
19831025	12.5	14.8	26.2	15.41850879
19831026	24.9	13.4	23.2	14.86782652
19831027	2.5	14	25.8	14.98224666
19831028	8.5	14.6	25.4	13.76928659
19831029	15.8	14	24.6	12.42634879
19831030	2.3	13.6	22.2	11.61584964
19831031	15.5	13.4	24	15.03807064
19831101	17.3	14.6	22.8	12.77340183
19831102	7.4	14.2	26.2	14.8667291
19831103	0.1	14.6	23.8	14.05659428
19831104	6.6	13.8	25.4	16.5377614
19831105	0	13.8	25.6	17.56717558
19831106	0.4	12.6	25.4	16.23143444
19831107	0.9	12.6	26.2	19.48711221
19831108	0	15	21.8	9.772865521
19831109	34.7	15	26.4	18.25912992
19831110	5.4	13.8	22.6	12.74980002
19831111	18	14	24.2	11.55875131
19831112	0	12.6	25.4	18.83921706
19831113	62.5	14	26.8	17.77400554
19831114	17.9	10.8	26	17.88127623
19831115	48.7	13.4	23.8	14.61330619
19831116	0	12.8	25.8	18.61436317
19831117	1.5	13	23	11.07983002
19831118	0	11.4	28.4	18.18089177
19831119	0	15	27.6	17.90078677
19831120	2	13.6	27.8	16.20186323
19831121	4.4	13.4	25.6	14.50702761
19831122	0	14.6	25.6	14.87692689
19831123	7.2	15	26.2	15.24643314
19831124	0	12.4	24.8	14.33027472
19831125	1.4	13.2	26.4	13.67317294
19831126	0	13.6	26.4	17.50768393
19831127	0.5	12	25.6	16.46528542
19831128	13.2	13.6	24	13.37651896
19831129	14.2	13.4	26.8	14.13184727
19831130	0.6	13.6	24.2	14.11941019
19831201	20.4	12.8	24	14.49073194
19831202	3	13	25	15.88316056
19831203	17	14	23.6	14.97832862
19831204	20.9	13.8	24.3	9.741652267
19831205	72.9	13.2	22	10.37179022
19831206	17.1	13.4	23	9.855863553
19831207	21.8	12.8	23.4	13.53979967
19831208	7.9	12.2	24.4	17.72918153
19831209	11.1	12.8	22.8	11.61906873
19831210	2.2	12.6	24.4	12.50325862
19831211	0.5	13.8	24.2	13.1333364
19831212	13.8	13.4	24	13.5096788
19831213	1.3	12.4	23.2	12.23625666
19831214	5.6	13	23.8	10.83718263
19831215	0.2	13.8	24.8	12.23077396
19831216	12	15	21.2	9.437803617
19831217	9.4	14	22	10.19804018
19831218	9.8	15	23.8	13.3690188
19831219	37.7	14.4	23.6	13.24230291
19831220	6.6	15	22.8	11.34011899
19831221	0	14.6	25	12.48337172
19831222	0	13.4	25.4	13.24689227
19831223	3.9	13.6	25.4	14.89991374
19831224	23	13.6	24.6	13.38038551
19831225	0	12.6	25	15.54379965
19831226	2.7	14.6	23.4	11.61105286
19831227	0.6	13.2	24.4	13.6496838
19831228	0	12.6	25.4	17.34386734
19831229	26.8	12.4	24.6	13.663415
19831230	10.4	14.4	20.6	9.725149503
19831231	11.9	14	23.2	11.51455784
19840101	38	13.4	22.4	12.0301114
19840102	22.9	12.8	25.8	13.85334492
19840103	7.8	13.2	21.977	11.54357762
19840104	55.9	11.8	25	13.88197714
19840105	6.1	14.4	22.2	11.97599836
19840106	33.2	13.6	24.8	14.55353928
19840107	12.7	14.2	22	11.51551236
19840108	3	12.4	20.2	10.66175482
19840109	9	12.8	24	13.18901326
19840110	9.6	13.2	22.6	11.57965485
19840111	8.1	12.6	21.2	11.80472469
19840112	0	12	24.6	14.82440381
19840113	0.6	12.6	25.8	14.53704463
19840114	0	11.4	27	17.22239761
19840115	0	10.6	24.8	16.47962522
19840116	10.6	13	22.6	12.48468097
19840117	0.6	11.8	23.6	14.1543848
19840118	0	12	26.2	17.19040944
19840119	12.3	11.2	24	14.24173372
19840120	3.7	13	21.2	11.12264849
19840121	10.1	12.2	23.4	14.18246653
19840122	3.7	12.8	25.6	13.73352223
19840123	27.3	13.4	23.4	13.57199128
19840124	8.1	12	24.6	13.55701884
19840125	0	14	26	15.40584059
19840126	6.3	13	24	14.1612669
19840127	31	13	22.4	11.79214255
19840128	11.8	14	20	10.38707178
19840129	2.2	13	22	11.83367116
19840130	0	12	25	16.54536768
19840131	0.2	11.6	25	15.57153419
19840201	0	14	23.6	13.82282338
19840202	0	14.4	23.2	12.72200845
19840203	35	14	24.6	12.25722172
19840204	90.4	13.8	23.8	13.4337087
19840205	20.6	13.6	22.4	11.94440887
19840206	16.4	13.6	22	11.61014077
19840207	2	12.4	22.4	13.25510811
19840208	5.4	13.6	22	11.85809899
19840209	19.3	14	23.8	14.10695046
19840210	1	13	23.4	13.98868618
19840211	1.2	12	25.4	15.99686776
19840212	0	13.2	23.4	13.87192699
19840213	3	13.2	22.8	12.05441576
19840214	52.4	13	23.4	15.09360277
19840215	35.4	14	22.2	12.67597604
19840216	3.9	13.2	19.6	10.80501891
19840217	0.4	14	22.4	12.99710802
19840218	0.9	14	23.6	13.90548938
19840219	0.5	13.4	23.4	13.27096599
19840220	1.4	13.8	25.4	15.73841961
19840221	1.5	14	22.2	12.73174458
19840222	0.4	13.8	22.4	13.42495878
19840223	0.4	13.2	23.8	14.78357114
19840224	12	14.4	23.4	14.54615866
19840225	2.6	14.2	23.4	12.86189372
19840226	3	14.6	24.2	13.98587716
19840227	0	13.8	24.6	15.30970489
19840228	6.2	12.8	25.8	16.28101723
19840229	1.5	13.2	23.4	13.35150344
19840301	0	13.6	25.2	18.23902608
19840302	5.2	13.6	24	13.54350821
19840303	0	13.4	24	14.41697092
19840304	0	14	25	15.38009438
19840305	0	13.6	22.4	13.04957431
19840306	0	14.4	23.6	13.91232327
19840307	51.9	14	24.6	15.64666204
19840308	36.8	14.8	24.4	14.90965626
19840309	10.1	13.6	24.6	14.76080289
19840310	13.7	12.6	25	16.13320375
19840311	0	12	25.6	19.46644586
19840312	2.5	12.2	26	16.7517659
19840313	0	11.6	25.4	17.82111695
19840314	0	11.2	27	20.44123898
19840315	0	13.2	25.6	16.55150672
19840316	34.5	12.6	25	15.91463194
19840317	6.9	14	20.2	11.12248032
19840318	13.1	13.8	22.4	13.25610201
19840319	0.8	14.2	25.6	14.68569133
19840320	2.5	14.2	26	15.00465731
19840321	0.2	14.2	22	13.21599074
19840322	10	14.4	23.8	13.54627203
19840323	3.1	13.6	22.8	13.71108709
19840324	0.5	13	25	14.80843204
19840325	0.2	13	25.6	15.32000122
19840326	3.1	14	24.6	13.00507061
19840327	0	13.8	24.6	16.54682451
19840328	0.7	15.4	24	14.36491233
19840329	31.2	15	21.6	12.29592812
19840330	5.3	14.2	24.2	13.93263232
19840331	17.3	12.8	23.6	13.74513404
19840401	27.1	13.2	22	12.98499381
19840402	0	13	24	14.44106572
19840403	9.6	13	25.6	15.57236805
19840404	3	11	22.6	12.98912307
19840405	2.6	13.6	20.8	12.37484553
19840406	16.3	13.4	24.8	14.55967555
19840407	0	14	22	12.40101783
19840408	14.3	14	24	14.76989694
19840409	1	13.6	23.4	13.18059387
19840410	3	14	24.2	14.74669806
19840411	0.4	12.8	23.2	14.61551345
19840412	19.5	13.4	24.6	13.59985579
19840413	0.4	11.8	25.6	16.57788089
19840414	9.1	13.8	22.4	13.3942011
19840415	17.4	15	24.2	13.22997509
19840416	1.1	13.4	23.4	14.04557118
19840417	5.3	13.6	24	13.80377929
19840418	0	11.8	26.4	17.72271163
19840419	0	13.4	26.6	18.9714019
19840420	0	12.8	24.8	15.59590014
19840421	4.9	12.2	22.8	12.60535602
19840422	3.6	14.2	22.8	12.74165474
19840423	6.4	14.2	23.4	12.56079747
19840424	4.8	13.6	23.4	13.83842283
19840425	2.6	15	23.4	12.6799893
19840426	3.6	14.8	22	12.63105068
19840427	10.7	13.4	21.8	11.7623965
19840428	36.3	12.4	23.4	13.57128054
19840429	1.4	12.6	23.8	14.91578375
19840430	4	14.2	23.4	13.26212739
19840501	10	13.2	23.8	13.72524797
19840502	24.3	12.4	23.4	14.17733921
19840503	29.1	13.8	24.6	13.87665254
19840504	0	13.8	26.4	15.54558109
19840505	0	12	26.8	19.00203368
19840506	0	12	24.4	16.72532514
19840507	16.3	12.6	24.4	14.30802835
19840508	11.5	12	22.6	12.62889273
19840509	2.3	14	22.2	11.96475096
19840510	0	14.2	25.4	15.59178688
19840511	19	14.4	26	15.7163342
19840512	1	13.4	25.4	16.13450115
19840513	1.6	12	24	14.24850214
19840514	8.6	13.8	24.2	13.41017799
19840515	9	13.2	26.4	17.07795525
19840516	2.2	12.2	23.8	14.09566679
19840517	1.7	12	23.4	13.97356436
19840518	22.5	13.2	24	13.27063079
19840519	3.4	13.2	23.2	12.99112699
19840520	37.9	12.4	24.6	14.35192715
19840521	1.9	13.8	21.8	11.78140028
19840522	4.6	14.8	22.6	11.78731423
19840523	16.4	14.6	21.6	11.00103545
19840524	56.7	13.2	21.4	11.6094043
19840525	27	14.2	21	10.49736283
19840526	15.3	14	22	11.08646398
19840527	1.5	13.6	20.8	10.54758527
19840528	1.4	12.4	23.4	13.2298544
19840529	4.2	13.4	26.2	14.94164611
19840530	3.4	12.4	25	14.67659146
19840531	7.7	15	22.2	11.76268969
19840601	8.4	14.6	22.2	12.01538147
19840602	2	14.6	22.2	11.7193056
19840603	20.1	13.6	22.8	10.8461375
19840604	30	13.4	23.2	12.4337587
19840605	4.9	13.2	24.6	13.90306812
19840606	0	12.6	23	12.36187543
19840607	6.4	14.4	23.2	11.85282534
19840608	7.9	14.4	21.2	10.24324876
19840609	0	13.6	25	14.97801862
19840610	1.5	14	24.6	13.32079978
19840611	0	13.8	22.6	12.33124081
19840612	0.5	13.6	25	14.10082647
19840613	12.6	13.6	22.2	11.91909481
19840614	3.5	14	23.4	12.41860139
19840615	2.3	14.2	24.6	13.40241568
19840616	0	13.2	25.6	16.0867202
19840617	0	14.4	24.2	13.31480767
19840618	0	12.8	24.8	14.9062852
19840619	0	13.8	26.4	16.57189978
19840620	0	14.4	26.4	16.98888993
19840621	0	12.2	24.6	15.10483658
19840622	5.8	13.6	23.8	13.30436431
19840623	0	13	25.6	15.13623812
19840624	2.5	12.4	23.8	12.99309271
19840625	0.3	13	24.4	13.69309849
19840626	4.9	12.4	23.2	13.11660841
19840627	0	12.4	24	13.81910204
19840628	1.6	12.8	23.8	13.59879688
19840629	0	13.2	25	14.58180335
19840630	3.3	13.2	24.2	13.43484369
19840701	16.1	14.8	20.8	11.84411882
19840702	1	10.6	24	13.92845487
19840703	0.3	12.8	26	14.76780184
19840704	6.8	12.4	24	13.68772498
19840705	54.6	12.2	24	14.62278825
19840706	0	11.2	23.4	12.68328105
19840707	2.9	11.8	25.4	16.34757928
19840708	0.7	12	23.6	12.99847101
19840709	1.3	12	24.2	13.3961812
19840710	2.2	12	24.2	14.37650807
19840711	11.1	13.6	23.4	12.41974992
19840712	14.6	13	22.2	10.91000859
19840713	12.3	13.2	22.6	11.50622314
19840714	0	12.2	23.2	13.18241425
19840715	2.8	12.6	24.6	14.61405627
19840716	0	12	24.6	14.4927443
19840717	0	12.2	25.4	17.96447449
19840718	0	13	26.2	17.15050951
19840719	0.1	12.8	24.8	14.28909302
19840720	0	12.8	23.6	13.08661577
19840721	0	10.4	25	16.38314916
19840722	0.1	11.6	23.4	13.73966965
19840723	0	13.2	24.4	14.28023509
19840724	0	13.6	28	16.99014021
19840725	0	13.4	28	17.25360603
19840726	0	12.8	27.2	17.9651062
19840727	0	12.8	28	18.71155774
19840728	0	11.6	27.6	17.57275435
19840729	0	11.8	27.6	18.89601418
19840730	0	12.2	26.4	18.12098736
19840731	0	12.4	25.4	16.97756264
19840801	3.9	12	26.4	13.93647029
19840802	0	12.6	25.6	16.31179361
19840803	9.9	13.2	26.4	14.53875207
19840804	1	13.2	24.8	14.61997459
19840805	0	11.4	28	18.27100362
19840806	0	13.8	28.4	19.47047392
19840807	0	13.4	27	18.36957995
19840808	0	14.2	28.8	17.18489514
19840809	0	14.2	27.6	16.35074465
19840810	0	13	24.6	14.49809107
19840811	0	14	25.4	15.26068653
19840812	0	14.2	27.8	15.55492837
19840813	0	13.2	28.2	18.01425407
19840814	0	13.4	28.2	18.69813072
19840815	0	12	29.2	18.67325475
19840816	0	13.4	27.6	16.44583153
19840817	13.3	13	27.2	16.429394
19840818	8.6	14.2	25.2	15.10627916
19840819	7.8	13.4	25.2	15.53155158
19840820	7.8	13	21.6	11.31508811
19840821	45.6	11	22.6	12.97359713
19840822	0	13.6	22.4	12.91069266
19840823	48	13	24	14.53770387
19840824	0	13.2	25.2	17.92036841
19840825	0.8	13.6	25.4	15.27744092
19840826	0	15.2	25	16.49576306
19840827	2.7	13.8	25	15.27019327
19840828	0	12.8	25.8	18.72999293
19840829	0	12	25.6	19.31101131
19840830	0	11.6	25	18.53526887
19840831	0	12.8	26.6	17.08553309
19840901	0	12.2	26.4	18.71857754
19840902	0	13	28.6	18.47679698
19840903	0	13.2	25.8	17.65958817
19840904	0	13.2	25.4	16.42028724
19840905	0	14.8	26.6	17.88236804
19840906	1.5	12.6	24	14.96241404
19840907	0	14.2	24	13.91856028
19840908	1.6	13.4	24.4	14.99561752
19840909	23.6	14.2	23.2	13.31012769
19840910	21.7	13.2	24.2	13.59582302
19840911	0.2	13	24.2	14.65560839
19840912	4.1	13.6	24.8	14.94232607
19840913	0.1	13.8	24	14.46308627
19840914	3.4	12.4	23.8	15.08778379
19840915	1	12.2	23.2	14.2356701
19840916	1.5	12.4	24.2	15.77030883
19840917	0	14.2	22.6	12.81323245
19840918	15.2	12.8	22.8	12.14387444
19840919	9.5	12.4	22.6	13.06240875
19840920	11.9	12.6	21.8	12.28294471
19840921	17.1	13.2	23.8	14.03085677
19840922	1	12.2	22.2	13.16217411
19840923	6.1	13.6	23.4	14.04919162
19840924	32.3	11.2	23.6	15.59355117
19840925	32.7	11.8	25.2	16.29464846
19840926	2.2	12.4	23.8	14.79490003
19840927	1.2	12.6	26.2	17.38715529
19840928	12.5	13.2	26.4	16.84666141
19840929	0.1	14	26.4	17.26046318
19840930	6.3	14.4	23.4	13.77685418
19841001	0	12.2	24.8	16.31536521
19841002	0	13	25	15.70035421
19841003	0.8	12.8	23.4	14.44614247
19841004	4.9	14.2	24.8	13.5898443
19841005	25	12.2	22.8	13.372208
19841006	2.4	12.4	24	14.51604404
19841007	5.5	12.2	23.6	14.54977124
19841008	6.5	13	23.8	13.62179798
19841009	10.6	12	25.4	17.14064259
19841010	0.7	14.6	26.8	16.58847251
19841011	0	14	25.2	16.9419414
19841012	1	13.2	25.2	14.43169324
19841013	0	12.2	24.8	16.9185303
19841014	12.6	14	25.4	14.63098238
19841015	1.3	14.4	25.2	14.75715474
19841016	0.8	12.2	22.6	13.48031824
19841017	33.3	13.4	22.6	12.48861614
19841018	32.4	14.2	23.4	12.83825298
19841019	19.2	13.2	24.6	14.17712691
19841020	14.8	13.2	24.2	13.14001613
19841021	3.6	13.2	24	14.04249165
19841022	1.7	13.2	24.4	15.19358559
19841023	15	12.8	22.2	12.20901424
19841024	30.3	12.6	23.6	13.61657001
19841025	9.6	14.2	24.2	13.87442861
19841026	3.6	14.8	22.6	12.36272683
19841027	12.6	14.2	24	14.01342531
19841028	31.1	14.2	18.6	10.96056244
19841029	1.2	14	19.8	10.63892311
19841030	16.9	13.8	17	10.45110873
19841031	0	13.4	24.8	15.46324337
19841101	18.7	13.8	26	16.26222332
19841102	17	13	24.2	14.41228817
19841103	1.5	13	25.2	16.76012645
19841104	15.5	12.2	26.2	14.71021583
19841105	39.7	13	20.6	11.08528492
19841106	18.9	13.2	17.8	10.60444609
19841107	0.1	10.6	21.4	11.78391722
19841108	0	11.4	24	15.19593735
19841109	1.3	13	24.6	14.78723299
19841110	15.6	13.6	25.4	14.67375948
19841111	2.8	13.2	20.8	10.80177203
19841112	12.1	13.6	20.2	10.36068677
19841113	13.8	13.4	20.6	11.42696176
19841114	3.2	13.4	22	11.26169481
19841115	0	12.2	23.4	13.25564117
19841116	0	12.4	24.6	16.39454361
19841117	0	12.2	25.2	15.66832663
19841118	0.3	13.8	23.6	13.44926472
19841119	3.2	15	23.6	12.69596312
19841120	0.1	15	22.2	12.11445195
19841121	0	14.2	26.2	16.52680887
19841122	10.6	13.6	25.2	14.33678801
19841123	59.5	14.8	20.2	10.37275975
19841124	14.2	13.6	24	13.17367363
19841125	11.7	13.6	21.4	10.95625092
19841126	11.6	13.2	22.8	12.10255344
