date	prec	tmin	tmax	srad
19860820	1.3	20.3	30.8	19.9
19860821	0	20.5	31.3	20.3
19860822	8.8	21.7	31.3	19.7
19860823	30.8	20.5	30.1	17
19860824	0	19.7	29.6	21.5
19860825	16.7	20.8	29.5	14.9
19860826	24	19	30.9	17.1
19860827	0.3	21.2	28.9	18.1
19860828	0	21.4	30.6	17.9
19860829	16.3	21.1	30.4	17.8
19860830	0	19	28	14.1
19860831	0.5	21.1	30.2	20.9
19860901	7.4	20.3	26.2	11.3
19860902	0	20	29	13.8
19860903	0	20.8	29.8	22.5
19860904	33.3	20	28.6	14.7
19860905	1.8	19.2	28.1	14.6
19860906	0	20.2	29.2	21.4
19860907	12.5	20.3	30.7	17
19860908	0.5	19.1	27	12
19860909	2.1	19.8	30.5	19.3
19860910	0	19.2	30	20.2
19860911	16	20.7	29.8	15.5
19860912	0	19	29.4	19.7
19860913	0	20	31.2	18.5
19860914	21.1	20	30	15.1
19860915	0	19.4	30.6	16.7
19860916	0	20.5	31.9	18
19860917	0	20.6	31.4	19
19860918	0.7	20	31.4	21.6
19860919	0	19.2	30.7	17.7
19860920	32.6	20.5	27.7	13.8
19860921	4.3	18.5	27.8	12.8
19860922	0	20.3	27.5	14.6
19860923	6.2	21	29.1	21.9
19860924	0	19	28.2	14.9
19860925	19.5	18.8	24	9.1
19860926	0.8	19.6	26.2	9.3
19860927	0	20.2	31.5	24.1
19860928	0	20.2	32.6	20.5
19860929	0	19.5	31.9	24.6
19860930	0	19.9	30.6	13.6
19861001	2.5	21.4	31.3	23.1
19861002	0	19.9	32.2	22.2
19861003	0	21	32.5	22.4
19861004	18.4	19.8	30.5	15.3
19861005	37.6	19.5	30.9	19.6
19861006	0	19.4	30.6	20.7
19861007	3.7	19.7	30.7	22.5
19861008	0	19.6	33	23.8
19861009	0	20.5	32.1	18.7
19861010	26.2	20.4	31.6	19
19861011	0	19.9	33.1	23.6
19861012	0	19.1	34.3	23.6
19861013	0	18.5	34.5	23.8
19861014	0	19.1	33.8	23.8
19861015	0	17.9	34	24.2
19861016	0	19.1	34.1	20.1
19861017	0	20.8	34.7	20.5
19861018	0	22	31.6	18.1
19861019	0	20.6	27.9	9.4
19861020	0	19.5	33.4	24.4
19861021	0	20.3	34.3	22.7
19861022	0	19.7	34	24.4
19861023	0	20.2	33.5	22.8
19861024	0	19.5	32.6	24.5
19861025	1.8	19.9	33	21.9
19861026	0	19.6	32.2	20.3
19861027	0	21.2	32.4	19.7
19861028	9.4	20	33.2	20.1
19861029	14.3	19.4	29	12.2
19861030	0	21.6	30.4	17.3
19861031	6	20.1	31.9	17.8
19861101	8.3	20.1	27.8	11.6
19861102	4.9	20.5	32.1	24.7
19861103	0	18.9	32.6	23.8
19861104	0	21.1	31.6	19.7
19861105	0	22.1	31.3	18
19861106	2.9	21	33	23.7
19861107	0	21.4	34.1	21.5
19861108	0	18.9	33	18.3
19861109	0	20.9	32.4	22
19861110	0	19.8	32.4	23.8
19861111	0	17.2	31.4	22.2
19861112	0	18.7	31.8	19.9
19861113	0	17.3	32.4	23.9
19861114	0	16.7	32.2	24.8
19861115	0	16	32.4	23.6
19861116	0	16.4	33.2	23.7
19861117	0	16.9	33.7	23.8
19861118	0	18	33.4	23.8
19861119	0	17.5	34	23
19861120	0	16.8	34.2	23
19861121	0	16.9	32.6	22.8
19861122	0	17.8	32.2	23.1
19861123	0	19	32.4	23.7
19861124	0	18	32.6	21.3
19861125	0	18	33.1	22.9
19861126	0	17.8	33.3	23.2
19861127	0	17.4	34.1	20.9
19861128	0	18.3	35	23
19861129	0	17.5	34	23.6
19861130	0	20	33.6	24.1
19861201	0	17.5	33.4	23
19861202	0	17.4	32.8	23
19861203	0	19.8	33.5	19.3
19861204	0	19.5	32	19.9
19861205	0	17.5	31	22.1
19861206	0	17.6	31	21.1
19861207	0	17.4	31.5	19.5
19861208	0	17.3	32.6	23.1
19861209	0	14.6	32.5	24.3
19861210	0	15.6	33.1	23.8
19861211	0	16.8	32.6	22.5
19861212	0	17	33.3	23.8
19861213	0	17.5	33.5	24.1
19861214	0	17.2	32.5	23.1
19861215	0	16.5	30.6	18.4
19861216	0	18	31.7	23.5
19861217	0	16.3	32	22.1
19861218	0	17.4	31.6	22.3
19861219	0	17.6	27.5	20.5
19861220	0	16.4	27.5	21.1
19861221	0	17.3	29.8	16.2
19861222	0	17.4	31.5	15.6
19861223	0	16.4	32.8	18.1
19861224	0	18.2	32.9	14
19861225	0	17.6	34.3	22.3
19861226	0	17.2	33.8	23.4
19861227	0	19.2	33	20.4
19861228	0	18.4	33.3	22.5
19861229	0	20.4	33.5	21.6
19861230	0	20	33	22.4
19861231	0	19.3	32.9	19
19870101	0	18	32.6	14.5
19870102	0	19	32.3	8.7
19870103	0	19.8	34.3	14.5
19870104	0	21	35	16.5
19870105	0	20.5	35.2	19.7
19870106	0	21.4	33.6	23
19870107	0	17.8	33.1	22.1
19870108	0	18.7	33.2	21.4
19870109	0	18.2	33.9	22.8
19870110	0	19.7	33.1	21.9
19870111	0	19.1	34.7	21.1
19870112	0	19.1	34.9	22.5
19870113	0	20.5	35.5	23.3
19870114	0	17.8	36.4	23
19870115	0	18.4	36.4	23.2
19870116	0	17.6	36.6	21.4
19870117	0	19.5	34.5	22.6
19870118	0	21.7	36.7	21.7
19870119	0	19.6	36.2	22.8
19870120	0	19	36.6	22.7
19870121	0	19.9	37.9	24.2
19870122	0	21	37.3	23.8
19870123	0	19.9	37.2	23.7
19870124	0	22.5	36	24.3
19870125	0	19.5	35.5	23.7
19870126	0	18	35	24.2
19870127	0	21	34.7	23.6
19870128	0	20	34	22.1
19870129	0	20	34.5	20.8
19870130	0	19.3	36.1	23.2
19870131	0	19.6	36	23.7
19870201	0	19.2	36	24.3
19870202	0	19.5	36.3	24.3
19870203	0	18.2	36.7	24.2
19870204	0	22.2	36.9	22.7
19870205	0	22.3	35.6	18.8
19870206	0	20.6	35.3	18.5
19870207	0	21.2	36.5	20.4
19870208	0	20.8	34.7	17.4
19870209	0	20.1	34.9	23.1
19870210	0	20.6	37	23.1
19870211	0	20.4	36.6	21.1
19870212	0	21.4	37.4	22.3
19870213	0	22	37.4	22.5
19870214	0	20.8	38.4	24.2
19870215	0	22	36.4	23.2
19870216	0	21.6	37.8	24.1
19870217	0	20.1	37.9	23
19870218	0	20.5	37.4	24.3
19870219	0	20.4	38.3	24.5
19870220	0	21.5	38	21
19870221	0	21.7	38.6	24.2
19870222	0	22.8	39.7	24.8
19870223	0	22.5	39.7	25.1
19870224	0	22.9	39.3	25
19870225	0	22.6	38.7	25.1
19870226	0	23.9	38.5	22.6
19870227	0	22.8	38	19.7
19870228	0	21.5	38.1	24.7
19870301	0	22.6	37.3	24
19870302	0	22.4	36.8	23
19870303	0	23.6	35.6	23.7
19870304	0	22.3	35.4	23.1
19870305	0	20.5	37.4	24.2
19870306	0	22.3	37.6	21.5
19870307	0	21	38.4	23.6
19870308	0	20.8	40.3	24.5
19870309	2.7	22.2	39	23.9
19870310	0	25.5	34.2	12.2
19870311	0	23	36.4	15.8
19870312	0	22.1	38.5	24.5
19870313	0	21.2	39.4	24.7
19870314	0	23.2	38	24.6
19870315	0	25.2	36	20.5
19870316	0	25.4	35.8	20.2
19870317	0	25	36.7	22.5
19870318	5.2	25	38.1	20.3
19870319	0	23.2	35.5	21.2
19870320	7.4	24.9	37.3	22.6
19870321	0	22.5	31.7	13.1
19870322	0	23.9	34.9	22.1
19870323	0	22.4	37.8	24.2
19870324	0	24.1	38.6	23.6
19870325	0	21.6	38.4	25.1
19870326	0	22.6	37.9	24.9
19870327	0	25.4	36.8	19.4
19870328	0	24	37.4	15.6
19870329	0	24.5	34	18.7
19870330	0	24.8	36.3	16.7
19870331	0	24.8	36.4	16.4
19870401	0.6	25	36.2	19.3
19870402	0	24.6	36.4	20.6
19870403	26.1	25.2	36.2	18.1
19870404	0	21	33	15.4
19870405	0	26	38	23.2
19870406	0	23.8	37.1	20.6
19870407	3.8	26.1	35.1	18.2
19870408	0	22.1	37.8	24.1
19870409	0	20.9	37.6	24.1
19870410	0	21.5	38.4	24.5
19870411	0	22	39	23.7
19870412	0	22.6	38.6	23.6
19870413	0	24.5	38.7	22.4
19870414	0	25	38.8	21
19870415	3.5	24.9	39.5	24.6
19870416	0	26.4	38.2	23.7
19870417	15.9	24.7	38.5	24.1
19870418	0	24	38.9	23.6
19870419	0	26.7	39.1	22.7
19870420	0	23.1	38.7	22.9
19870421	0	25	37.6	19.4
19870422	0	24	38	21.8
19870423	0	23.9	38.7	18.7
19870424	0	25.3	39.3	12.4
19870425	0	25.8	39.9	17.4
19870426	0	26.1	39.6	16.1
19870427	0	27.2	39.5	12.2
19870428	0	27.8	38.1	15.1
19870429	0	25.2	39.5	15.7
19870430	0.2	25.5	39.5	21.3
19870501	0	26.6	38.4	20.5
19870502	0	25.5	37.5	17.2
19870503	0	24.9	39.4	22.1
19870504	0	25.6	37	14.2
19870505	0	24.8	35.5	16.3
19870506	0	24.2	39	22.8
19870507	0	24.3	38.6	19.5
19870508	0	24.5	38.3	23.1
19870509	0.4	25.5	40	19.9
19870510	0.5	26	39.5	20.5
19870511	0	25.6	37.2	21.4
19870512	4	24.4	37	21.1
19870513	0	24.9	29.4	9.9
19870514	0	23.2	36.7	21.1
19870515	0	24.9	37.7	21.8
19870516	0	24.8	38.5	22.9
19870517	1.2	26.4	37.6	18.6
19870518	0	23.9	32	9.9
19870519	0	23.7	36.9	18.1
19870520	0	21.3	35.2	17
19870521	0	23.8	34	13.3
19870522	26.5	25	37	22.6
19870523	0.2	21	32	11.5
19870524	0.4	23.6	34	15.9
19870525	0	23.6	32.7	14.1
19870526	7	23.4	36.1	22.6
19870527	0	20	34.5	19.5
19870528	0	22.7	32.1	17.6
19870529	6.5	19.5	28.1	12.7
19870530	0	21.7	31.8	20.9
19870531	0	22.8	29.8	14.5
19870601	0	23.2	27.1	11.2
19870602	4	22.5	31	15.4
19870603	0.4	23.3	32.9	19.2
19870604	10	19.7	32.3	16.9
19870605	7.4	20.6	29.9	15.6
19870606	3.2	23	28.7	11.2
19870607	17.6	22.6	32.1	18.2
19870608	0	23.3	30.7	11.9
19870609	18.9	23	34.2	19.6
19870610	0	22.5	34	20.2
19870611	0	23.2	34	18.9
19870612	0	23.5	35.4	21.3
19870613	0	23	33.9	21.8
19870614	0	21.9	33.2	21
19870615	0	21.9	29	10.2
19870616	30.7	22.6	34.2	17.4
19870617	0	21.4	32	10.7
19870618	0	21.8	32.7	14.4
19870619	16.5	23	34.1	21.4
19870620	13.1	22.1	34.1	17.9
19870621	8.4	21.5	30.8	15.6
19870622	0	19.8	32.5	15.6
19870623	0	22.5	30.7	16.1
19870624	18.7	22.4	33	21
19870625	0	20	27.4	10.5
19870626	0	20.7	31.4	18.1
19870627	7.2	19.9	30.8	21.1
19870628	0	22.8	32.7	20.3
19870629	24	19.8	27.1	9.1
19870630	0.4	22	31	16.8
19870701	0	19.9	31	17
19870702	7.5	21.2	31.8	19
19870703	0	20	29	11.9
19870704	1.8	21.5	31	21.8
19870705	0	21.7	30.7	15
19870706	0	23.4	32.5	16.7
19870707	0	23.2	31.8	18.7
19870708	7.5	23	33	20.2
19870709	0	21	32.3	21.7
19870710	0	23.5	31.1	19
19870711	4.8	22.8	31.7	20.8
19870712	0	19.8	33	19.2
19870713	0.6	22.6	32.5	20.8
19870714	17.9	23	32.6	18.4
19870715	0	20.5	32	18.5
19870716	0	23.8	30.8	15.5
19870717	14	23.3	31.9	13.9
19870718	0	19.4	32.7	18.9
19870719	10.3	22.5	31.7	19.2
19870720	24.2	21.4	32.3	19.3
19870721	0	20.4	31.6	16.1
19870722	1.1	22	31.7	19.2
19870723	0	23.6	32.1	19.1
19870724	25.1	21	27.7	10.3
19870725	0	20.6	28	14.1
19870726	16.1	22.2	30.4	16.4
19870727	1.5	21.6	30.7	16.8
19870728	5.1	21	32.2	17.9
19870729	0	20.6	31.3	20.9
19870730	28.8	24	31.8	15.4
19870731	11.1	21.5	28.8	9.8
19870801	0	19.8	29.8	18.8
19870802	4	21.7	31.9	18
19870803	0	20.4	28	15.2
19870804	9.2	22.5	31.3	13.6
19870805	0	22	31.2	18.4
19870806	7.7	21.5	32.4	22
19870807	0	21.5	30.6	17.4
19870808	0	22.4	31	20.6
19870809	1.1	21.7	32.6	17.6
19870810	5.5	21.3	31	16.9
19870811	0	19	25.6	8.6
19870812	0	20	31.8	20.1
19870813	34.5	22.9	30	14.2
19870814	5.4	20.6	28.1	11.6
19870815	0	20.3	30.9	20.9
19870816	0	22.2	31.5	18
19870817	0	22.6	30.2	12.8
19870818	0	22	32.5	18.1
19870819	0	23.2	28.6	9.3
19870820	12.5	21.4	27.9	10.3
19870821	0	21.6	29.7	18.9
19870822	20.5	21.7	27.7	9.9
19870823	3.9	21.2	30.3	16.1
19870824	16.5	20.3	29	14
19870825	0	20.4	29.2	11.7
19870826	0	22.5	31.3	19.2
19870827	0	21.7	27	9.6
19870828	6.6	20.4	30.9	15.4
19870829	6.6	22	29.9	11.9
19870830	43.3	22.6	31.3	17.9
19870831	5.7	21.6	31.2	14.6
19870901	0	20.2	29.8	12.9
19870902	3.2	21	31.4	13.9
19870903	0	20.3	31	17.5
19870904	4.8	21.5	31.3	19.9
19870905	0	20.5	29.8	12.8
19870906	0	21.1	31.8	21.9
19870907	0	21.6	32.3	24.4
19870908	4.1	22	32.6	17.3
19870909	20.2	20.2	32.3	19.4
19870910	0	20.1	29.4	12.6
19870911	0	22	32.4	20.2
19870912	0.4	20	29.6	12.5
19870913	0	20.7	33	17.5
19870914	0	21.8	26.2	10.4
19870915	31.3	20.5	32	19.3
19870916	0.6	21	30	19.3
19870917	0	21.1	30.6	16.8
19870918	0	21.6	33	20
19870919	0	23.1	32.4	19.7
19870920	4.5	20	30.8	16.4
19870921	0	20.7	31.5	18.2
19870922	6.5	21.7	31.6	20.4
19870923	0	21.5	30.3	10.9
19870924	0	22	33.5	23
19870925	0	23	33	18.9
19870926	0	22	32.3	18.9
19870927	61	19.9	28.1	12.3
19870928	4.6	20.3	30.7	18.5
19870929	0	20.5	31.5	16.6
19870930	0.8	21.5	33.4	20.5
19871001	0	20.3	32.3	23.1
19871002	14.8	22	31.5	18.5
19871003	6.9	20.1	28	10.5
19871004	0	20.4	32	16.2
19871005	0	21.5	32.2	19.9
19871006	7.1	21.7	31.5	19.5
19871007	7	20.9	31	16.1
19871008	0	22	31.6	20.2
19871009	0	22.8	32.1	18.1
19871010	0	21.5	32.5	23.3
19871011	0	21.4	32.5	17.3
19871012	0	21.5	30	10.2
19871013	0	21.5	32	20.7
19871014	0	20.9	31.6	16.8
19871015	0	20.4	32.7	18.5
19871016	3.3	21	33.5	22.1
19871017	0	21.4	27.5	11.1
19871018	0	20.6	32.6	20.4
19871019	0	22	32.9	18.4
19871020	0	21.2	32.9	23.9
19871021	0	21.3	33.5	24.5
19871022	0	21	33.1	22.7
19871023	0	20.4	33.5	18.8
19871024	0	22.2	33.8	20.8
19871025	0	20.9	33.9	22.9
19871026	0	19.9	33.5	22
19871027	0	19.5	33.4	20.6
19871028	0	18.8	33.5	22.1
19871029	0	19	34	23.1
19871030	0	18.4	34.9	23.3
19871031	0	19.4	34.8	22.3
19871101	0	19	34.5	22.5
19871102	0	17.4	34.5	22.7
19871103	0	17.1	34.8	23.3
19871104	0	17.7	35	23.6
19871105	0	17.5	35.7	23
19871106	0	19.6	34.3	22
19871107	0	19	36.1	23.4
19871108	0	18.6	35.8	20
19871109	0	20.2	34.6	21.7
19871110	0	19	35.5	23
19871111	0	19	35.4	21.8
19871112	0	18.6	35.5	22.4
19871113	0	18.9	36.4	22.7
19871114	0	18.7	35.9	23.4
19871115	0	17.2	36	23.1
19871116	0	17	35.4	22.5
19871117	0	18.1	36	21.4
19871118	0	18.8	35.9	21.8
19871119	0	18	34.8	21.7
19871120	0	17.8	35.6	21.8
19871121	0	17.8	35.3	21.8
19871122	0	17.4	36	21.6
19871123	0	18.5	35.5	21.4
19871124	0	18.4	35.8	21.7
19871125	0	19.9	36	21.7
19871126	0	18.4	37	23.5
19871127	0	17.7	37.9	24.3
19871128	0	17.1	37.9	23.8
19871129	0	19.1	39	23.9
19871130	0	18.1	38	24.1
19871201	0	20	37.2	23.5
19871202	0	20.6	37.6	23
19871203	0	21	36.6	23.7
19871204	0	20	37	23.4
19871205	0	19.5	36.4	21.3
19871206	0	20	36	20.4
19871207	0	21	34.1	15.1
19871208	0	21.2	34.5	20.7
19871209	0	19.5	35.7	20.8
19871210	0	18.4	35.4	22.5
19871211	0	19.8	35.2	22.5
19871212	0	16.5	36	22.8
19871213	0	17.7	36.1	23.2
19871214	0	19.2	36.2	22.3
19871215	0	19.5	35.5	22.1
19871216	0	19.6	35.3	23.5
19871217	0	17	35.6	24.4
19871218	0	19.3	34	23.5
19871219	0	18.8	33	22.3
19871220	0	19.2	32.6	19
19871221	0	20.5	32.5	21.2
19871222	0	19.1	30.2	12.9
19871223	0	15.9	33.1	22.8
19871224	0	16.1	33.1	21.7
19871225	0	17.8	33	19.1
19871226	0	18.3	32.6	18.7
19871227	0	17.4	32.5	20.2
19871228	0	18.9	32.9	22.9
19871229	0	19	32.3	17.3
19871230	0	20.2	32.3	16.3
19871231	0	19.8	31.2	15.5
19880101	0	19	32.6	16.9
19880102	0	19.9	30.5	9.8
19880103	0	18.7	30.5	15.7
19880104	0	16.5	30.2	21.2
19880105	0	17.3	30.9	21
19880106	0	19.5	32.1	19.2
19880107	0	19.7	32.8	17.1
19880108	0	20	33.2	16.2
19880109	0	18.3	31.6	12.9
19880110	0	18.2	33.2	21.4
19880111	0	18.1	31.6	21.4
19880112	0	16	32.7	24.1
19880113	0	16.1	33.3	23.3
19880114	0	17.9	33.5	16.4
19880115	0	18.3	34.1	18.1
19880116	0	19.2	34.6	18.2
19880117	0	22	35.4	16.3
19880118	0	21.1	35	14.6
19880119	0	21.7	35.5	15.1
19880120	0	20.8	34.5	15.4
19880121	0	21.5	36.1	19
19880122	0	20	36.3	21.5
19880123	0	20.6	36.5	22.9
19880124	0	18.1	36.8	22.9
19880125	0	22.5	36.5	21.7
19880126	0	24.5	36.5	20.5
19880127	0	21.6	36.6	22.2
19880128	0	21	37.5	20.4
19880129	0	20.9	37	19.3
19880130	0	23.5	37.1	19
19880131	0	23.2	36.4	19.6
19880201	0	22.8	37.7	21.4
19880202	0	22.8	38.5	23.6
19880203	0	19.5	38.7	23.6
19880204	0	22.9	36.7	17.5
19880205	0	22	36.8	16.5
19880206	0	22.2	37.9	18.2
19880207	0	21.9	38.3	19.3
19880208	0	23.7	37.7	18.4
19880209	0	23	33	18.1
19880210	0	18.2	29.4	17.3
19880211	0	16.2	32.5	23.9
19880212	0	18.6	35.2	23.3
19880213	0	21	36	22.4
19880214	0	22	35	18.6
19880215	0	20.6	35.8	20.5
19880216	0	18	36.4	20.5
19880217	0	20	37.4	22.9
19880218	0	22.6	38	23.8
19880219	0	20.7	38	23.7
19880220	0	22.4	38	24
19880221	0	21.5	38.6	24.5
19880222	0	23	38.4	24.5
19880223	0	23.3	37	21.1
19880224	0	20.4	38.8	24.3
19880225	0	23.1	38.9	19.2
19880226	0	23.1	40	22.6
19880227	0	22.5	36.7	17.2
19880228	0	23.3	40	23.4
19880229	0	22	40	17.8
19880301	0	26	37	15.8
19880302	0	25.9	39.6	22
19880303	0	25.9	37	18.1
19880304	0	26.6	38.3	20.6
19880305	0	26.3	39.2	23.3
19880306	0	26.6	37.5	16.7
19880307	0	24.1	37.7	21.7
19880308	0	22.8	37.2	16.1
19880309	0	23.6	39.8	24.8
19880310	0	24	40	22.9
19880311	0	22.8	40.2	24.6
19880312	0	23.1	39.5	23.5
