Date	Value
20150322	21.2
20150323	21.6
20150324	20.9
20150325	21.7
20150326	22
20150327	22.9
20150328	21.7
20150329	22.4
20150330	21.8
20150331	20.1
20150401	19.7
20150402	19
20150403	21.5
20150404	21.9
20150405	18.8
20150406	19.1
20150407	21.1
20150408	20.3
20150409	19.8
20150410	21.4
20150411	22.8
20150412	22.3
20150413	22.6
20150414	21.7
20150415	21.4
20150416	21.6
20150417	22.4
20150418	21.1
20150419	22.9
20150420	23.3
20150421	23.5
20150422	23.7
20150423	22.8
20150424	22.3
20150425	22.8
20150426	22.3
20150427	26.6
20150428	26.4
20150429	27.1
20150430	21.9
20150501	24.6
20150502	22.8
20150503	19.4
20150504	21.9
20150505	21.8
20150506	22.8
20150507	22.7
20150508	22.4
20150509	22.1
20150510	21.5
20150511	20.7
20150512	21
20150513	21.1
20150514	21.9
20150515	20.2
20150516	21.7
20150517	19.4
20150518	20.7
20150519	19.7
20150520	21.9
20150521	21.2
20150522	19.7
20150523	19.8
20150524	20.8
20150525	18.1
20150526	21.3
20150527	20.8
20150528	22.2
20150529	21.6
20150530	23.3
20150531	20.9
20150601	20.9
20150602	23.1
20150603	23.2
20150604	22.6
20150605	22.4
20150606	23.2
20150607	21.1
20150608	18.2
20150611	21.8
20150612	19.7
20150615	20.3
20150619	20.1
20150622	20.9
20150623	21.2
20150624	19.6
20150628	20.6
20150701	18.4
20150705	18.9
20150708	19.4
20150713	21.1
20150714	21.4
20150719	20.9
20150721	20.2
20150726	20.4
20150729	19.3
20150801	20.6
20150804	21.1
20150807	21.9
20150808	21.8
20150811	18
20150814	21.4
20150818	21.3
20150819	21.8
20150822	20.2
20150824	22.1
20150825	21.4
20150826	22.2
20150828	21.5
20150829	20.5
20150901	22.1
