Date	Value
20140921	379.067744935292
20140922	277.667615972541
20140923	467.694296214502
20140924	286.735279139526
20140925	395.428963263868
20140926	466.66925604366
20140927	621.410899183364
20140928	314.095967125967
20140929	323.557876531313
20140930	404.102380201816
20141001	336.883398908598
20141002	303.333045200656
20141003	NA
20141004	380.565880583211
20141005	472.228127822541
20141006	268.994199038211
20141007	229.096481109761
20141008	232.250450902278
20141009	480.901544735383
20141010	448.257957354711
20141011	325.095436792464
20141012	276.997397393971
20141013	442.935633344813
20141014	281.018708890967
20141015	515.3980894051
20141016	623.460979563373
20141017	652.832323273421
20141018	323.794424258742
20141019	419.202010591816
20141020	308.89191695906
20141021	345.990486699431
20141022	370.354903379892
20141023	451.09653016922
20141024	590.541419774885
20141025	651.334187616352
20141026	618.29635401183
20141027	443.487578025014
20141028	594.089635833258
20141029	526.752380657648
20141030	607.09976128477
20141031	421.646337189065
20141101	367.595179806811
20141102	465.683640457888
20141103	569.291548310526
20141104	573.628256771361
20141105	592.828047921445
20141106	569.961766878373
20141107	499.8647881651
20141108	233.748586564364
20141109	376.229172120524
20141110	651.255338413421
20141111	622.081117765766
20141112	524.623451072426
20141113	551.589892816543
20141114	508.538205102725
20141115	506.52754935328
20141116	463.55471084672
20141117	558.449777110866
20141118	386.282450847833
20141119	259.689988142785
20141120	563.417279567677
20141121	268.954774418368
20141122	409.661251968187
20141123	283.541884724778
20141124	236.587159373856
20141125	519.222277761093
20141126	303.609017559574
20141127	380.013935882297
20141128	599.451384487888
20141129	592.15782933506
20141130	552.733206892644
20141201	415.180699105263
20141202	286.183334426878
20141203	478.378368915955
20141204	600.279301541045
20141205	545.63677482473
20141206	543.58669446272
20141207	490.402878761218
20141208	540.353875415727
20141209	508.774752819603
20141210	547.213759727792
20141211	607.020911994682
20141212	606.311268788993
20141213	603.512120588964
20141214	603.47269596839
20141215	601.974560325682
20141216	527.659146985371
20141217	497.420461549981
20141218	539.644232196991
20141219	596.652236292833
20141220	602.565929651756
20141221	603.236148239842
20141222	606.626665772641
20141223	588.846161044938
20141224	484.016089927565
20141225	588.215367086469
20141226	548.081101419502
20141227	536.608536277737
20141228	590.265447448522
20141229	603.393846731591
20141230	600.910095505801
20141231	606.035296433864
20150101	610.056607919706
20150102	614.314467147122
20150103	611.278771218438
20150104	601.107218621979
20150105	586.165286710227
20150106	452.673515071357
20150107	580.724688818821
20150108	599.53023372488
20150109	607.691130577967
20150110	602.48708041177
20150111	550.998523473761
20150112	459.967070224077
20150113	596.652236292488
20150114	608.085376794
20150115	610.332580280627
20150116	612.146112911914
20150117	599.924479948493
20150118	597.598427223947
20150119	593.577115733756
20150120	610.608552634227
20150121	505.226536787067
20150122	489.298989363481
20150123	581.237208905878
20150124	594.523306679211
20150125	620.504132895172
