Date	Value
20150322	89.25
20150323	83.0416666666667
20150324	88.3333333333333
20150325	86.6666666666667
20150326	87.7916666666667
20150327	83.0416666666667
20150328	88.8333333333333
20150329	86.4782608695652
20150330	81.2083333333333
20150331	92.5
20150401	95.8333333333333
20150402	97.0416666666667
20150403	93.5
20150404	92
20150405	97.375
20150406	97.3333333333333
20150407	90.8333333333333
20150408	92.4166666666667
20150409	93.2916666666667
20150410	90.5
20150411	88.5
20150412	90.4583333333333
20150413	92.9583333333333
20150414	95.5833333333333
20150415	96.2173913043478
20150416	92.9583333333333
20150417	91.1666666666667
20150418	95.625
20150419	91.4166666666667
20150420	87.2083333333333
20150421	88.0833333333333
20150422	90.5217391304348
20150423	87.2916666666667
20150424	86.6666666666667
20150425	84.6666666666667
20150426	85.4583333333333
20150427	85.7916666666667
20150428	89.5416666666667
20150429	89.4166666666667
20150430	95.0416666666667
20150501	90.9583333333333
20150502	94.2083333333333
20150503	98.1304347826087
20150505	92.75
20150506	90.2916666666667
20150516	91
20150519	87.875
20150520	86.125
20150521	94.4347826086957
20150527	92.8260869565217
20150529	92
20150622	94.1818181818182
20150708	97.8
20150713	94.5416666666667
20150726	95.3333333333333
20150804	94.4583333333333
20150807	89.625
20150808	93.7083333333333
20150819	96.304347826087
20150825	93.2857142857143
