date value
1987-1 241.6
1987-2 196.3
1987-3 209.3
1987-4 84.7
1987-5 192.4
1987-6 73.9
1987-7 0
1987-8 42.1
1987-9 29.7
1987-10 129.7
1987-11 262
1987-12 419.3
1988-1 342.6
1988-2 192.8
1988-3 376.6
1988-4 190.9
1988-5 91.2
1988-6 0
1988-7 0
1988-8 26.8
1988-9 91.5
1988-10 97.6
1988-11 156.3
1988-12 410.1
1989-1 349.2
1989-2 262.1
1989-3 258.8
1989-4 136.9
1989-5 100.8
1989-6 53.7
1989-7 37.8
1989-8 71.4
1989-9 129.9
1989-10 119.5
1989-11 144.9
1989-12 251.8
1990-1 498.1
1990-2 272.9
1990-3 191.6
1990-4 107
1990-5 225.8
1990-6 42.1
1990-7 60.8
1990-8 48.2
1990-9 85.1
1990-10 92.3
1990-11 173.2
1990-12 271.1
1991-1 265.7
1991-2 308.5
1991-3 180.2
1991-4 99.1
1991-5 53.8
1991-6 65.4
1991-7 36.3
1991-8 16.6
1991-9 110.8
1991-10 92.4
1991-11 127.9
1991-12 160.8
1992-1 281.5
1992-2 253.8
1992-3 210.7
1992-4 121.8
1992-5 94.8
1992-6 47.7
1992-7 25.3
1992-8 123.5
1992-9 73.3
1992-10 127.4
1992-11 189.8
1992-12 219.5
1993-1 414.5
1993-2 94.3
1993-3 224.3
1993-4 67.9
1993-5 84.8
1993-6 23.7
1993-7 16
1993-8 33.1
1993-9 126.1
1993-10 69.4
1993-11 204.7
1993-12 268.5
1994-1 298.4
1994-2 232.5
1994-3 199
1994-4 77.3
1994-5 119.3
1994-6 36.5
1994-7 34.3
1994-8 0
1994-9 119.3
1994-10 102.3
1994-11 76.9
1994-12 224.9
1995-1 114.6
1995-2 129.1
1995-3 205
1995-4 60.5
1995-5 31.7
1995-6 27.2
1995-7 25.9
1995-8 17.3
1995-9 70.1
1995-10 78.8
1995-11 143.9
1995-12 229.7
1996-1 282.8
1996-2 135.8
1996-3 133.5
1996-4 49
1996-5 129.1
1996-6 25.9
1996-7 0
1996-8 42.1
1996-9 185.4
1996-10 82.1
1996-11 247
1996-12 294.6
1997-1 338.2
1997-2 220.4
1997-3 274.5
1997-4 61.9
1997-5 78.5
1997-6 29.4
1997-7 0
1997-8 32.7
1997-9 51.2
1997-10 121.2
1997-11 109.1
1997-12 285.2
1998-1 240.2
1998-2 224.9
1998-3 133.8
1998-4 101.2
