Date	Value
20140826	180.041666666667
20140827	197.208333333333
20140828	200.916666666667
20140829	166.447916666667
20140830	220.8125
20140831	114.416666666667
20140901	135.885416666667
20140902	211.4375
20140903	235.645833333333
20140904	199.9375
20140905	150.25
20140906	109.8125
20140907	129.458333333333
20140908	158.625
20140909	161.1875
20140910	209.197916666667
20140911	190.416666666667
20140912	93.3125
20140913	125.770833333333
20140914	158.739583333333
20140915	96.375
20140916	208.322916666667
20140917	213.916666666667
20140918	65.2708333333333
20140919	142.822916666667
20140920	169.875
20140921	167.385416666667
20140922	150.125
20140923	133.552083333333
20140924	196.15625
20140925	235.03125
20140926	57.5104166666667
20140927	82.875
20140928	116.635416666667
20140929	83
20140930	97.9051724137931
20141001	52.3541666666667
20141002	97.90625
20141003	181.59375
20141004	56.4375
20141005	74.59375
20141006	117.5625
20141007	49.2604166666667
20141008	38.0104166666667
20141009	87.8645833333333
20141010	100.958333333333
20141011	36.3333333333333
20141012	29.40625
20141013	41.1041666666667
20141014	57.0833333333333
20141015	56.0625
20141016	88.5625
20141017	51.90625
20141018	55.1770833333333
20141019	66.8958333333333
20141020	125.947916666667
20141021	90.125
20141022	43.59375
20141023	57.5625
20141024	32.3020833333333
20141025	60.0729166666667
20141026	74.65625
20141027	55.84375
20141028	50.6145833333333
20141029	40.5416666666667
20141030	34.3645833333333
20141031	82.5729166666667
20141101	44.0416666666667
20141102	44.3645833333333
20141103	66.40625
20141104	48.3854166666667
20141105	33.875
20141106	34.6041666666667
20141107	184.208333333333
20141108	54.6770833333333
20141109	57.3645833333333
20141110	53.5104166666667
20141111	120.385416666667
20141112	106.947916666667
20141113	55.96875
20141114	62.1354166666667
20141115	143.302083333333
20141116	181
20141117	78.71875
20141118	88.3229166666667
20141119	83.3333333333333
20141120	100.666666666667
20141121	104.927083333333
20141122	96.6979166666667
20141123	109
20141124	122.75
20141125	143.260416666667
20141126	83.1770833333333
20141127	80.9791666666667
20141128	102.833333333333
20141129	76.28125
20141130	119.5
20141201	124.697916666667
20141202	92.1979166666667
20141203	67.3333333333333
20141204	63.5416666666667
20141205	144.510416666667
20141206	169.802083333333
20141207	114.020833333333
20141208	94.2604166666667
20141209	161.125
20141210	86.0520833333333
