Date	Value
20141009	0.89461273890625
20141010	0.767412572479167
20141011	0.785099208333333
20141012	0.80108195915625
20141013	0.914377516739583
20141014	0.845911066364583
20141015	0.727490006614583
20141016	0.662512194989583
20141017	0.694571459645833
20141018	0.8391585958125
20141019	0.876347439958333
20141020	0.750537395760417
20141021	0.657930293447917
20141022	0.735795458135417
20141023	0.757682339041667
20141024	0.654844371885417
20141025	0.597713753302083
20141026	0.682109136125
20141027	0.770293035239583
20141028	0.72547250859375
20141029	0.591849281760417
20141030	0.513426999822917
20141031	0.552251256416667
20141101	0.627712809458333
20141102	0.695707320510417
20141103	0.620608148802083
20141104	0.688750140354167
20141105	0.6885617195625
20141106	0.613135663479167
20141107	0.68385174865625
20141108	0.671294025104167
20141109	0.750932355072917
20141110	0.758236831041667
20141111	0.761168316645833
20141112	0.827961296416667
20141113	0.848278068010417
20141114	0.865783087239583
20141115	0.848716431635417
20141116	0.668894197114583
20141117	0.693245319583333
20141118	0.7487870865
20141119	0.855549381447917
20141120	0.67477276609375
20141121	0.788568225989583
20141122	0.692131283958333
20141123	0.523496323875
20141124	0.64460638909375
20141125	0.7638337630625
20141126	0.972319365166667
20141127	0.820996108489583
20141128	0.879981943072917
20141129	0.977377167583333
20141130	0.9853133249375
20141201	0.932283013447917
20141202	0.91532586703125
20141203	0.771541491208333
20141204	0.71334985921875
20141205	0.67429072971875
20141206	0.740687932833333
20141207	0.76920847590625
20141208	0.71563167125
20141209	0.695618309104167
20141210	0.626816457479167
20141211	0.410939620166667
20141212	0.3619297636875
20141213	0.494626035291667
