Date	Value
20150331	18.2
20150401	18
20150402	18.3
20150403	18.7
20150404	18.2
20150405	18.5
20150406	17.8
20150407	17.8
20150408	18.3
20150409	18.2
20150410	17.5
20150411	18.4
20150412	18.3
20150413	19.9
20150414	18.8
20150415	18.7
20150416	19
20150417	18.1
20150418	17.9
20150419	18.4
20150420	19.1
20150421	19.1
20150422	20.1
20150423	19.3
20150424	19
20150425	18.8
20150426	17.9
20150427	18.4
20150428	21.1
20150429	19.5
20150430	18.7
20150501	19.5
20150502	19.7
20150503	19.1
20150504	19
20150505	18.7
20150506	18.9
20150507	20.1
20150508	20.2
20150509	19.9
20150510	19.1
20150511	19.4
20150512	19.6
20150513	19.4
20150514	19.3
20150515	19.3
20150516	18.3
20150517	18.8
20150518	18.8
20150519	18.8
20150520	18.3
20150521	19.1
20150522	18.9
20150523	19.2
20150524	18.8
20150525	18.4
20150526	17.9
20150527	18.9
20150528	19
20150529	18.8
20150530	19
20150531	19.3
20150601	19.4
20150602	19.9
20150603	20.3
20150604	19.5
20150605	19.4
20150606	19.4
20150607	19
20150608	19.2
20150609	18.6
20150610	19.6
20150611	18.8
20150612	18.5
20150613	18.8
20150614	18.8
20150615	19.9
20150616	20.2
20150617	19.7
20150618	19.4
20150619	20.3
20150620	20.4
20150621	19.8
20150622	19.2
20150623	19.1
20150624	20
20150625	20.2
20150626	20.1
20150627	18.8
20150628	19.3
20150629	19.4
20150630	20.2
20150701	18.8
20150702	19.8
20150703	19.7
20150704	19.5
20150705	20.1
20150706	19.6
20150707	19.3
20150708	18.7
20150709	19.3
20150710	18.9
20150711	18.9
20150712	18.9
20150713	19.2
20150714	19.1
20150715	17.7
20150716	19.2
20150717	19
20150718	18.3
20150719	18.5
20150720	18.6
20150721	19.4
20150722	18.4
20150723	19.2
20150724	18.3
20150725	19.7
20150726	19.2
20150727	19.5
20150728	20
20150729	18.7
20150730	18.9
20150731	18.6
20150801	18.6
20150802	19.4
20150803	19.9
20150804	19.1
20150805	20.1
20150806	19.7
20150807	19.1
20150808	19.8
20150809	18.9
20150810	18.9
20150811	18.9
20150812	18.2
20150813	19.2
20150814	19.1
20150815	18.3
20150816	18.8
20150817	19.9
20150818	19.9
20150819	18.1
20150820	19.6
20150821	19.5
20150822	19.2
20150823	19.8
20150824	19.3
20150825	18.4
20150826	18.8
20150827	20.4
20150828	20.1
20150829	19.6
20150830	18.7
20150831	19.8
20150901	19.8
20150902	19.2
20150903	19.4
20150904	19.1
20150905	19.1
20150906	19.7
20150907	19.6
20150908	19.8
20150909	19.8
20150910	18.8
20150911	20.2
20150912	18.8
20150913	19.4
20150914	19.7
20150915	20
20150916	19.9
20150917	19.7
20150918	19.3
20150919	19.3
20150920	20.3
20150921	19.3
20150922	18.6
20150923	18.4
20150924	17.8
20150925	19.7
20150926	20.1
20150927	19.6
20150928	19.9
20150929	20.5
20150930	20.4
20151001	18.9
20151002	19.9
20151003	18.8
20151004	19.9
20151005	20.1
20151006	20.7
20151007	20.3
20151008	19.2
20151009	19.2
20151010	18.8
20151011	19.7
20151012	19.6
20151013	19.3
20151014	19.7
20151015	19.6
20151016	19.7
20151017	19.3
20151018	19.5
20151019	19.4
20151020	20.4
20151021	20.1
20151022	20.1
20151023	19.9
20151024	19.9
20151025	19.1
20151026	19.6
20151027	19.9
20151028	20.5
20151029	19.7
20151030	20.3
20151031	19.8
20151101	19.6
20151102	20.3
20151103	19.8
20151104	18.3
20151105	19.3
20151106	19.7
20151107	19
20151108	19.2
20151109	19.2
20151110	19.7
20151111	19.2
20151112	18.3
20151113	19.3
20151114	19.5
20151115	19.1
20151116	19
20151117	19.2
20151118	19.7
20151119	19.6
20151120	19.4
20151121	18.6
20151122	18.1
20151123	17.9
20151124	17.9
20151125	18.9
20151126	18.7
20151127	18.9
20151128	18.1
20151129	16.5
20151130	15.9
20151201	17
20151202	18.1
20151203	18.3
20151204	19.3
20151205	19.5
20151206	19.1
20151207	19.2
20151208	18.3
20151209	17.4
20151210	17.3
20151211	18.5
20151212	19.2
20151213	19.4
20151214	19.3
20151215	18.9
20151216	17.6
20151217	18.8
20151218	18.4
20151219	18.9
20151220	19.4
20151221	19
20151222	18.6
20151223	19.1
20151224	19.1
20151225	18.4
20151226	18.7
20151227	18.4
20151228	17.8
20151229	18.9
20151230	19
20151231	18.9
20160101	18
20160102	18.2
20160103	17.3
20160104	17.7
20160105	17.9
20160106	18.5
20160107	18.2
20160108	17.4
20160109	18
20160110	18.2
20160111	18.5
20160112	18.1
20160113	17.8
