Date	Value
20150223	18.8
20150224	17.7
20150225	18.5
20150226	16.3
20150227	16.7
20150228	17.7
20150301	17.2
20150302	18.1
20150303	17.1
20150304	16.9
20150305	18.1
20150306	18.4
20150307	17.9
20150308	16.7
20150309	17.1
20150310	17.3
20150311	18.2
20150312	19.1
20150313	18.1
20150314	17.2
20150315	17.4
20150316	16.7
20150317	17.8
20150318	17.9
20150319	16.9
20150320	16.9
20150321	16.7
20150322	16.9
20150323	17.7
20150324	18
20150325	17.7
20150326	16.9
20150327	16.4
20150328	19.3
20150329	20.1
20150330	19.2
20150331	18.5
20150401	17.4
20150402	19.2
20150403	18.6
20150404	18.7
20150405	19.1
20150406	17.8
20150407	17.9
20150408	18.7
20150409	18.2
20150410	17.9
20150411	18.8
20150412	18.9
20150413	19.9
20150414	19.3
20150415	19.7
20150416	19.7
20150417	17.9
20150418	18
20150419	18.7
20150420	18.8
20150421	19.9
20150422	19.7
20150423	19.7
20150424	18.9
20150425	18.9
20150426	17.8
20150427	18.2
20150428	21.3
20150429	18.3
20150430	19.2
20150501	18.6
20150502	19.5
20150503	20.2
20150504	19.7
20150505	19.2
20150506	18.2
20150507	20.6
20150508	20.3
20150509	20.4
20150510	19.3
20150511	18.9
20150512	20.1
20150513	19.9
20150514	19.5
20150515	19.4
20150516	17.9
20150517	18.4
20150518	18.6
20150519	19.6
20150520	17.8
20150521	18.6
20150522	20
20150523	19.9
20150524	19.6
20150525	18.3
20150526	18.5
20150527	18.3
20150528	20.2
20150529	19.4
20150530	18.3
20150531	19.4
20150601	19.7
20150602	19.8
20150603	20.1
20150604	19.4
20150605	20.5
20150606	19.2
20150607	19.2
20150608	19.1
20150609	18.9
20150610	18.7
20150611	18.5
20150612	19.2
20150613	18.8
20150614	18.6
20150615	19.1
20150616	20.1
20150617	19.4
20150618	19.9
20150619	20.8
20150620	20.3
20150621	19.7
20150622	19
20150623	18.8
20150624	20.4
20150625	20.3
20150626	20.5
20150627	19
20150628	19.5
20150629	20.3
20150630	19.9
20150701	18.8
20150702	19.3
20150703	19.9
20150704	19.8
20150705	20.1
20150706	19.7
20150707	18.8
20150708	18.8
20150709	18.9
20150710	18.9
20150711	18.7
20150712	18.6
20150713	17.8
20150714	18.6
20150715	18.4
20150716	19.1
20150717	19.1
20150718	18.6
20150719	18
20150720	18.6
20150721	19.1
20150722	18.6
20150723	19.6
20150724	18.3
20150725	20
20150726	19
20150727	19.2
20150728	20.1
20150729	18.8
20150730	18.4
20150731	18.7
20150801	19.2
20150802	19.1
20150803	19.6
20150804	19.7
20150805	20.2
20150806	20.1
20150807	18.6
20150808	18.8
20150809	19.3
20150810	19.4
20150811	19
20150812	18
20150813	18.6
20150814	18.7
20150815	18.2
20150816	18.6
20150817	19.4
20150818	19.2
20150819	17.9
20150820	19.1
20150821	18.9
20150822	18.9
20150823	19.4
20150824	18.4
20150825	18.7
20150826	18.1
20150827	20.2
20150828	20.1
20150829	19.4
20150830	19.5
20150831	19.3
20150901	19.6
20150902	19.2
20150903	19.3
20150904	18.9
20150905	19.1
20150906	19.8
20150907	19.3
20150908	19.4
20150909	19.6
20150910	18.7
20150911	20.1
20150912	18.3
20150913	19.2
20150914	19.4
20150915	19.4
20150916	19.4
20150917	19.7
20150918	20.1
20150919	19.4
20150920	20.1
20150921	19.7
20150922	19.1
20150923	19.2
20150924	17.5
20150925	19.7
20150926	18.9
20150927	18.8
20150928	19.6
20150929	20.4
20150930	19.9
20151001	19.1
20151002	19.3
20151003	18
20151004	19.9
20151005	19.5
20151006	19.9
20151007	19.6
20151008	19
20151009	18.6
20151010	18.6
20151011	19
20151012	19.4
20151013	19.5
20151014	19.6
20151015	19.6
20151016	19.9
20151017	19.4
20151018	19.5
20151019	19.2
20151020	20.2
20151021	19.5
20151022	19.2
20151023	19.2
20151024	20.1
20151025	19
20151026	19.4
20151027	19.4
20151028	19.4
20151029	19.8
20151030	19.1
20151031	19.2
20151101	19.2
20151102	19.8
20151103	19.1
20151104	17.4
20151105	18.5
20151106	19.6
20151107	18.9
20151108	19.1
20151109	18.4
20151110	19.4
20151111	18.7
20151112	18.3
20151113	18.7
20151114	19.7
20151115	19.1
20151116	18.7
20151117	19.2
20151118	19.7
20151119	19.1
20151120	19.6
20151121	18.9
20151122	18.3
20151123	18.4
20151124	17.9
20151125	17.9
20151126	17.9
20151127	18.6
20151128	16.9
20151129	16.8
20151130	15.5
20151201	15.6
20151202	17
20151203	17.9
20151204	18.3
20151205	19.3
20151206	19.2
20151207	19.3
20151208	17.2
20151209	16.6
20151210	17.1
20151211	18.5
20151212	19.3
20151213	19.3
20151214	18.5
20151215	19.6
20151216	18.1
20151217	18.3
20151218	16.9
20151219	18.1
20151220	19.1
20151221	19.3
20151222	18.5
20151223	18.8
20151224	18.3
20151225	19.4
20151226	18.9
20151227	18.1
20151228	17.7
20151229	18.6
20151230	17.8
20151231	19.5
20160101	17.9
20160102	18.3
20160103	16.7
20160104	15.8
20160105	18.7
20160106	17.8
20160107	17.4
20160108	16.3
20160109	16.3
20160110	18.3
20160111	18.2
20160112	16.1
20160113	17.5
