Date	Value
20150331	29.6
20150401	27.8
20150402	27.8
20150403	30.3
20150404	30.4
20150405	28.6
20150406	29.6
20150407	30.8
20150408	29.9
20150409	29.8
20150410	30.4
20150411	30.3
20150412	31.8
20150413	32.4
20150414	32.1
20150415	32.7
20150416	31.6
20150417	31.3
20150418	30.2
20150419	33
20150420	33.3
20150421	33.4
20150422	33.1
20150423	33.2
20150424	32.9
20150425	32.9
20150426	34.7
20150427	33.8
20150428	33.8
20150429	34.3
20150430	28.5
20150501	31.3
20150502	30.7
20150503	29.1
20150504	29.8
20150505	28.4
20150506	31.2
20150507	29.6
20150508	29.9
20150509	30.9
20150510	31.3
20150511	29.8
20150512	31.1
20150513	29.3
20150514	30.6
20150515	29.6
20150516	30.1
20150517	28.7
20150518	29.4
20150519	30.4
20150520	31.8
20150521	31.4
20150522	29.3
20150523	28.7
20150524	29.8
20150525	29.1
20150526	30.3
20150527	29.6
20150528	31.3
20150529	31.2
20150530	31.9
20150531	32.2
20150601	31.6
20150602	32.7
20150603	31.9
20150604	27.2
20150605	29.2
20150606	31.7
20150607	28
20150608	24.4
20150609	29.4
20150610	28.3
20150611	28.7
20150612	28.2
20150613	29.3
20150614	29.5
20150615	29.3
20150616	29.1
20150617	28.8
20150618	29.5
20150619	27.9
20150620	28.6
20150621	27.6
20150622	29.3
20150623	29
20150624	28.3
20150625	29.2
20150626	28.6
20150627	29.2
20150628	29.9
20150629	29
20150630	28.9
20150701	27.2
20150702	28.6
20150703	28.9
20150704	28.2
20150705	29
20150706	28.1
20150707	28.1
20150708	29.7
20150709	24
20150710	25.4
20150711	27.8
20150712	28.6
20150713	29.3
20150714	29.2
20150715	28.3
20150716	28.8
20150717	29.6
20150718	30
20150719	29.3
20150720	28.7
20150721	29.2
20150722	27.5
20150723	28.2
20150724	28.7
20150725	29.6
20150726	29.2
20150727	28.8
20150728	29.7
20150729	29.6
20150730	29.7
20150731	28.8
20150801	29.3
20150802	30.2
20150803	29.6
20150804	30.8
20150805	30.6
20150806	28.9
20150807	30.6
20150808	30.5
20150809	30.7
20150810	29.9
20150811	27.2
20150812	28.2
20150813	28.2
20150814	30.1
20150815	29.1
20150816	27.1
20150817	30.8
20150818	31.1
20150819	30.6
20150820	29.9
20150821	31.3
20150822	29.3
20150823	30.1
20150824	30.4
20150825	30.6
20150826	30.9
20150827	31.3
20150828	31.3
20150829	29.1
20150830	31.9
20150831	32.7
20150901	31.6
20150902	31.9
20150903	27.9
20150904	30
20150905	28.1
20150906	30.9
20150907	31.6
20150908	31.2
20150909	31.1
20150910	29.9
20150911	32.1
20150912	32
20150913	28.7
20150914	30.6
20150915	31.9
20150916	31.3
20150917	31.8
20150918	28.1
20150919	28.5
20150920	30.9
20150921	30.1
20150922	29.1
20150923	27.6
20150924	26.8
20150925	28.3
20150926	28.4
20150927	30.6
20150928	30.8
20150929	31.1
20150930	30.9
20151001	30.2
20151002	29.9
20151003	28.9
20151004	30.3
20151005	29.6
20151006	28.2
20151007	28.6
20151008	27.3
20151009	29.1
20151010	29.3
20151011	29.3
20151012	29.4
20151013	28.3
20151014	28.3
20151015	28.2
20151016	26.9
20151017	27.7
20151018	26.2
20151019	28.3
20151020	28.5
20151021	27.9
20151022	29
20151023	29.1
20151024	28.1
20151025	30.2
20151026	29.7
20151027	29.2
20151028	29.3
20151029	29.4
20151030	30.3
20151031	29.9
20151101	30.1
20151102	30.1
20151103	29.9
20151104	29.1
20151105	28.8
20151106	28.9
20151107	28.7
20151108	29
20151109	26.9
20151110	28.4
20151111	27.1
20151112	26.5
20151113	28
20151114	28.2
20151115	27.1
20151116	26.7
20151117	27.3
20151118	28.2
20151119	27.4
20151120	24.2
20151121	26.3
20151122	26.3
20151123	25.3
20151124	27.6
20151125	27.9
20151126	26.8
20151127	26.7
20151128	27.1
20151129	25.5
20151130	27.2
20151201	26.9
20151202	27.2
20151203	28.5
20151204	28.3
20151205	26.7
20151206	27.7
20151207	27.6
20151208	26.8
20151209	28
20151210	27.2
20151211	26.8
20151212	25.7
20151213	27.9
20151214	28.8
20151215	30.1
20151216	30.4
20151217	29.1
20151218	26.9
20151219	26.8
20151220	27.1
20151221	27.7
20151222	27.6
20151223	28
20151224	27.8
20151225	27.7
20151226	27.5
20151227	27.3
20151228	27.8
20151229	28.9
20151230	28.7
20151231	27.8
20160101	26.9
20160102	27.9
20160103	27.4
20160104	27.7
20160105	27.5
20160106	26.3
20160107	30.2
20160108	29.8
20160109	31.4
20160110	28.7
20160111	27.4
20160112	27.8
20160113	27.6
